TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.111675	0.086850	0.070519	0.069925	0.054154	0.091046	0.059429	0.081888	0.118609	0.111272	0.090517	0.054115
A	0.082362	0.078760	0.058496	0.079233	0.098692	0.125472	0.068315	0.105406	0.072203	0.096743	0.069667	0.064651
person	0.065289	0.086024	0.044738	0.116569	0.083786	0.097227	0.110311	0.083091	0.082252	0.084108	0.081779	0.064825
is	0.063388	0.084200	0.073165	0.065856	0.071018	0.072965	0.060888	0.149488	0.073853	0.090996	0.084947	0.109236
training	0.102615	0.071019	0.050563	0.065955	0.105009	0.121241	0.076008	0.098080	0.100220	0.068548	0.074245	0.066496
his	0.086237	0.063346	0.071178	0.098618	0.095239	0.087775	0.072200	0.077864	0.101792	0.074212	0.071604	0.099936
horse	0.082061	0.063730	0.062513	0.109882	0.090333	0.063889	0.086546	0.131790	0.074372	0.107800	0.071282	0.055801
for	0.095085	0.079127	0.061567	0.118488	0.070646	0.098287	0.076000	0.098919	0.086826	0.070518	0.087045	0.057493
a	0.090267	0.070445	0.047860	0.115937	0.081398	0.085445	0.114213	0.099786	0.076846	0.076653	0.086654	0.054495
competition	0.062564	0.094978	0.064859	0.090631	0.071874	0.101972	0.074704	0.095059	0.084545	0.116275	0.076256	0.066281
.	0.094023	0.073698	0.054334	0.121031	0.056517	0.075362	0.104432	0.099732	0.087574	0.082140	0.095721	0.055436
[SEP]	0.078410	0.062781	0.086958	0.060216	0.088803	0.091352	0.068956	0.139505	0.088516	0.095672	0.068613	0.070217
