TOKEN	[CLS]	A	person	is	training	his	horse	for	a	competition	.	[SEP]
[CLS]	0.076003	0.098525	0.064706	0.076271	0.077648	0.073580	0.076726	0.111996	0.093788	0.084359	0.074605	0.091794
A	0.087747	0.090259	0.063143	0.088112	0.048795	0.090630	0.090957	0.087153	0.072147	0.100531	0.083661	0.096865
person	0.094601	0.087886	0.062008	0.068249	0.084313	0.072430	0.059946	0.107059	0.056955	0.117781	0.082461	0.106311
is	0.074086	0.083505	0.053951	0.086896	0.069511	0.065190	0.107314	0.091019	0.100337	0.080973	0.087570	0.099649
training	0.097561	0.096722	0.048037	0.081302	0.072825	0.075488	0.078322	0.100256	0.068326	0.091069	0.094894	0.095198
his	0.079867	0.078319	0.054772	0.092269	0.076782	0.069462	0.069013	0.095373	0.059828	0.138508	0.088725	0.097080
horse	0.065956	0.066695	0.082667	0.093551	0.072107	0.076522	0.070509	0.082750	0.065497	0.130387	0.107924	0.085436
for	0.064865	0.069169	0.049354	0.090892	0.078822	0.067580	0.091894	0.086731	0.103173	0.122541	0.079326	0.095651
a	0.073954	0.079352	0.050564	0.087369	0.061655	0.065088	0.080256	0.088976	0.085345	0.154183	0.095090	0.078168
competition	0.099599	0.090004	0.050007	0.097946	0.095924	0.057669	0.081196	0.120040	0.087785	0.078124	0.064369	0.077336
.	0.057630	0.080533	0.066063	0.075015	0.111222	0.060505	0.075863	0.099029	0.103120	0.097731	0.079730	0.093559
[SEP]	0.074809	0.093487	0.048998	0.069405	0.063811	0.060664	0.075981	0.126188	0.076398	0.112113	0.082833	0.115314
