TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.082602	0.036427	0.069598	0.057640	0.057399	0.065374	0.060432	0.044677	0.039870	0.063962	0.073228	0.045057	0.064666	0.059809	0.048830	0.060236	0.070193
A	0.093848	0.038273	0.048930	0.090237	0.044468	0.048801	0.043709	0.046596	0.051459	0.056601	0.059978	0.060688	0.035115	0.059780	0.086482	0.068966	0.066069
boy	0.079325	0.032096	0.060968	0.069997	0.057343	0.061495	0.058482	0.052339	0.051457	0.074371	0.069351	0.058506	0.041942	0.058598	0.050578	0.067150	0.056000
is	0.074014	0.034707	0.037401	0.080673	0.057211	0.081261	0.063386	0.035821	0.049165	0.072402	0.043323	0.079035	0.056907	0.054363	0.059961	0.066122	0.054248
jumping	0.076227	0.033631	0.062845	0.083188	0.066767	0.057666	0.052716	0.045994	0.066084	0.049563	0.074193	0.064530	0.045848	0.054193	0.055866	0.063144	0.047545
on	0.074307	0.044100	0.051549	0.071581	0.060396	0.065818	0.045876	0.036111	0.051384	0.073215	0.051856	0.064779	0.043888	0.057752	0.061773	0.098020	0.047593
skate	0.077154	0.044634	0.061117	0.056053	0.047463	0.060400	0.044165	0.047115	0.047185	0.087098	0.068427	0.060894	0.040189	0.057377	0.037392	0.110850	0.052486
##board	0.061403	0.035279	0.057161	0.071037	0.073229	0.064824	0.056884	0.053006	0.049598	0.070348	0.069640	0.045257	0.049660	0.051710	0.045538	0.076703	0.068725
in	0.096724	0.034691	0.037142	0.066855	0.051863	0.074779	0.053843	0.032496	0.069042	0.074153	0.042134	0.057322	0.047137	0.041886	0.066620	0.077595	0.075717
the	0.075422	0.048391	0.037099	0.055748	0.055960	0.090671	0.049665	0.039530	0.059227	0.075193	0.064277	0.062233	0.053504	0.052601	0.044618	0.094880	0.040979
middle	0.064515	0.040021	0.041396	0.074524	0.057035	0.065248	0.054596	0.032836	0.053273	0.077035	0.057921	0.058543	0.058324	0.059823	0.064350	0.086521	0.054039
of	0.063978	0.044068	0.057616	0.062853	0.069581	0.058373	0.081383	0.044353	0.044348	0.057867	0.064812	0.076904	0.053354	0.044283	0.052665	0.074810	0.048753
a	0.064727	0.043132	0.051940	0.071617	0.057962	0.077774	0.053803	0.055316	0.034795	0.082065	0.052817	0.071054	0.058870	0.046870	0.050608	0.093925	0.032725
red	0.069845	0.033169	0.048639	0.055062	0.048081	0.085639	0.059586	0.051070	0.035329	0.082016	0.063200	0.068830	0.046271	0.037775	0.056459	0.111028	0.048001
bridge	0.094280	0.036525	0.071392	0.058972	0.057667	0.068042	0.047570	0.056302	0.035520	0.070265	0.072172	0.054806	0.053251	0.052793	0.054910	0.065975	0.049558
.	0.079290	0.035579	0.048784	0.067038	0.054272	0.067464	0.072012	0.053094	0.046826	0.060613	0.057711	0.052192	0.068888	0.058741	0.048182	0.057583	0.071731
[SEP]	0.061507	0.044609	0.051645	0.082643	0.055191	0.068432	0.061297	0.044589	0.056363	0.061948	0.057562	0.057672	0.050882	0.044162	0.063612	0.095525	0.042362
