TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.055237	0.055735	0.038877	0.048685	0.082399	0.063532	0.063595	0.063635	0.041703	0.064453	0.058263	0.049808	0.041166	0.054093	0.080142	0.059233	0.079444
A	0.073704	0.066632	0.043825	0.036544	0.070445	0.063761	0.080416	0.054823	0.069079	0.055014	0.061092	0.042801	0.052235	0.025739	0.053491	0.062366	0.088034
boy	0.050663	0.070536	0.055966	0.038378	0.068696	0.052806	0.037002	0.057364	0.047578	0.064826	0.115711	0.042947	0.059602	0.034787	0.064002	0.052392	0.086744
is	0.057588	0.070336	0.046876	0.056707	0.039782	0.051082	0.052539	0.058331	0.050694	0.072205	0.089551	0.048471	0.032454	0.050032	0.065285	0.072267	0.085802
jumping	0.074334	0.065677	0.052557	0.039388	0.040859	0.078740	0.064256	0.066168	0.047852	0.061039	0.070148	0.039151	0.050323	0.031138	0.086575	0.063806	0.067991
on	0.057848	0.053849	0.049811	0.053989	0.059924	0.069585	0.066927	0.060168	0.049222	0.085583	0.060200	0.050777	0.033710	0.047869	0.052968	0.069086	0.078483
skate	0.069788	0.064514	0.049759	0.047416	0.046399	0.085371	0.062945	0.045309	0.062248	0.057784	0.072400	0.051357	0.041330	0.038835	0.062604	0.058374	0.083568
##board	0.072234	0.079866	0.059068	0.051265	0.044104	0.085968	0.069951	0.051598	0.055237	0.047940	0.059117	0.046732	0.056068	0.039128	0.070357	0.053596	0.057773
in	0.061946	0.068090	0.047870	0.052046	0.069774	0.050310	0.057786	0.062167	0.030900	0.068368	0.075679	0.028002	0.049289	0.044179	0.081216	0.071554	0.080826
the	0.074375	0.056664	0.049001	0.052171	0.046588	0.082369	0.070098	0.055270	0.062598	0.053835	0.058922	0.053392	0.037660	0.040551	0.064263	0.063871	0.078374
middle	0.047980	0.059927	0.040461	0.047535	0.045558	0.059559	0.060873	0.057261	0.058804	0.067828	0.083979	0.044660	0.041372	0.042578	0.056555	0.070760	0.114311
of	0.063077	0.060875	0.047625	0.034527	0.057880	0.054171	0.040887	0.077262	0.048028	0.055097	0.078316	0.046068	0.047485	0.039358	0.092476	0.044995	0.111873
a	0.064232	0.055727	0.058986	0.045022	0.045872	0.088075	0.053610	0.059602	0.047388	0.050645	0.095398	0.038932	0.046815	0.058250	0.061758	0.059631	0.070058
red	0.073083	0.071058	0.054025	0.051120	0.057143	0.062932	0.060289	0.070977	0.044518	0.054747	0.076374	0.036906	0.035707	0.032077	0.070059	0.066430	0.082554
bridge	0.070075	0.067738	0.056099	0.067123	0.053652	0.070819	0.054529	0.053534	0.043010	0.071333	0.052233	0.045512	0.059078	0.046152	0.069310	0.050671	0.069134
.	0.071099	0.066050	0.051888	0.071931	0.041397	0.044518	0.064454	0.065508	0.043432	0.062868	0.078346	0.051323	0.047292	0.042584	0.060383	0.062669	0.074257
[SEP]	0.066441	0.072360	0.044504	0.048808	0.043484	0.061253	0.057982	0.048916	0.046397	0.068643	0.095929	0.035726	0.051003	0.037248	0.083098	0.068060	0.070148
