TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.073756	0.081342	0.042019	0.065870	0.049469	0.049023	0.059165	0.081616	0.054289	0.048876	0.082986	0.055957	0.048386	0.044916	0.043726	0.054033	0.064570
A	0.066887	0.077555	0.038157	0.037775	0.053002	0.066997	0.079599	0.086766	0.049832	0.049649	0.083412	0.063696	0.056399	0.048859	0.049786	0.039672	0.051960
boy	0.064919	0.067542	0.045639	0.056765	0.049072	0.068817	0.079635	0.091642	0.059638	0.042867	0.052652	0.057836	0.049023	0.049868	0.060517	0.042932	0.060635
is	0.065369	0.065250	0.062331	0.062975	0.067819	0.050642	0.066066	0.071934	0.049404	0.049183	0.069602	0.053173	0.046941	0.063121	0.050306	0.050901	0.054984
jumping	0.057189	0.063315	0.061503	0.045555	0.071633	0.047936	0.059202	0.083412	0.057241	0.053573	0.062612	0.049839	0.062776	0.076660	0.055024	0.041036	0.051494
on	0.056842	0.067926	0.043396	0.054907	0.059694	0.061687	0.070678	0.094699	0.052163	0.038360	0.063598	0.059313	0.057804	0.056554	0.056176	0.047922	0.058282
skate	0.055246	0.067769	0.062766	0.057856	0.064046	0.044133	0.050693	0.069212	0.066302	0.046819	0.061003	0.051409	0.068140	0.068135	0.055757	0.059244	0.051469
##board	0.064874	0.066553	0.051137	0.059619	0.074346	0.051686	0.074056	0.081282	0.073577	0.038800	0.057374	0.058954	0.044985	0.056733	0.049403	0.041873	0.054747
in	0.062333	0.074367	0.059844	0.067364	0.059729	0.048400	0.066476	0.078499	0.053123	0.043215	0.055626	0.056684	0.042473	0.050277	0.056856	0.059261	0.065474
the	0.063738	0.081628	0.049917	0.060033	0.053447	0.041393	0.075282	0.084517	0.067018	0.048345	0.059211	0.063690	0.050450	0.053438	0.042665	0.048801	0.056426
middle	0.053168	0.055830	0.046135	0.049630	0.068710	0.064914	0.071809	0.092373	0.062405	0.040119	0.054460	0.061240	0.058071	0.063699	0.053372	0.052067	0.051999
of	0.061303	0.072655	0.050642	0.048230	0.066516	0.057425	0.064550	0.080871	0.056587	0.038339	0.056546	0.069620	0.054790	0.058216	0.044722	0.060844	0.058143
a	0.061056	0.069156	0.045070	0.047683	0.075913	0.067687	0.060796	0.067597	0.063805	0.042709	0.060377	0.057063	0.071279	0.062522	0.047673	0.038988	0.060624
red	0.072152	0.068641	0.050173	0.047179	0.064223	0.056294	0.071386	0.077059	0.059967	0.050021	0.051100	0.062078	0.046902	0.070159	0.055834	0.043702	0.053129
bridge	0.060188	0.068506	0.055072	0.062756	0.068812	0.048893	0.059677	0.057228	0.061639	0.044869	0.058441	0.057849	0.051088	0.056046	0.043842	0.080509	0.064584
.	0.060525	0.084437	0.044320	0.057362	0.047442	0.061042	0.068766	0.089456	0.058485	0.048782	0.064919	0.057767	0.045179	0.051989	0.059212	0.047622	0.052694
[SEP]	0.067013	0.077026	0.055781	0.066186	0.044564	0.050971	0.056976	0.082448	0.052226	0.038881	0.061105	0.058440	0.057341	0.053977	0.047559	0.061736	0.067769
