TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.088895	0.044420	0.068870	0.045408	0.051726	0.060600	0.060953	0.053677	0.038012	0.050025	0.063869	0.095178	0.046029	0.048050	0.055140	0.061524	0.067623
A	0.060653	0.035664	0.065411	0.041168	0.063213	0.045110	0.043196	0.053570	0.055442	0.085186	0.040109	0.082191	0.077997	0.053199	0.055187	0.073952	0.068752
boy	0.064942	0.049682	0.059867	0.050671	0.067670	0.050884	0.043769	0.054244	0.077389	0.074535	0.053337	0.068295	0.054872	0.046822	0.047297	0.062148	0.073577
is	0.057654	0.053559	0.052025	0.042379	0.083451	0.083682	0.058501	0.053339	0.064689	0.078231	0.033716	0.080969	0.049060	0.041992	0.060816	0.054216	0.051720
jumping	0.038390	0.030816	0.071753	0.043501	0.070074	0.089313	0.044616	0.049665	0.056244	0.060982	0.087020	0.074409	0.065309	0.037251	0.076427	0.048690	0.055540
on	0.071940	0.072823	0.071560	0.053218	0.047306	0.045575	0.041898	0.049948	0.046742	0.059516	0.051358	0.084517	0.073463	0.040494	0.067384	0.059593	0.062664
skate	0.081751	0.035557	0.065168	0.057409	0.047468	0.053598	0.038976	0.058231	0.045418	0.077131	0.049081	0.050381	0.068523	0.065746	0.075308	0.048816	0.081438
##board	0.066739	0.054666	0.060571	0.072727	0.060540	0.060963	0.062486	0.065824	0.060199	0.051461	0.046791	0.050602	0.072373	0.043110	0.071129	0.054159	0.045661
in	0.070009	0.054080	0.078095	0.060088	0.057157	0.066758	0.043867	0.061716	0.044393	0.057284	0.060496	0.047245	0.055392	0.039811	0.094679	0.047998	0.060934
the	0.073868	0.046177	0.060542	0.053366	0.070293	0.053628	0.038051	0.047244	0.054520	0.054245	0.056572	0.050072	0.084515	0.050184	0.070959	0.055319	0.080445
middle	0.048359	0.043828	0.075708	0.063311	0.049560	0.042487	0.045026	0.052994	0.050696	0.065941	0.032426	0.066178	0.080145	0.047399	0.083845	0.095757	0.056339
of	0.081993	0.035891	0.076473	0.062465	0.045465	0.064699	0.037854	0.054427	0.044216	0.056504	0.044447	0.059594	0.085387	0.049073	0.078387	0.055469	0.067657
a	0.049404	0.044691	0.063577	0.064111	0.049054	0.055661	0.044716	0.052995	0.047003	0.053849	0.037235	0.099259	0.046419	0.038744	0.083527	0.092598	0.077157
red	0.074788	0.048805	0.084307	0.046033	0.065228	0.050546	0.032600	0.061883	0.041989	0.070932	0.066936	0.072728	0.064639	0.037791	0.049887	0.057965	0.072942
bridge	0.080764	0.045426	0.091689	0.037781	0.052692	0.050449	0.037860	0.047146	0.041045	0.069893	0.061231	0.065152	0.074670	0.050713	0.065269	0.060361	0.067859
.	0.063002	0.054600	0.052261	0.055426	0.062339	0.036194	0.051868	0.064563	0.044335	0.072069	0.058600	0.092234	0.047881	0.045296	0.081368	0.057574	0.060392
[SEP]	0.057804	0.051862	0.057746	0.053930	0.069716	0.050489	0.058001	0.064971	0.045506	0.060177	0.057582	0.072492	0.074361	0.036243	0.066256	0.054819	0.068046
