TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.063006	0.072665	0.041686	0.052065	0.071833	0.070522	0.065184	0.054801	0.057167	0.054304	0.049571	0.058409	0.070384	0.057026	0.060441	0.048072	0.052862
A	0.051799	0.034982	0.050373	0.054957	0.067002	0.056437	0.063015	0.046292	0.093958	0.069311	0.064053	0.051191	0.069901	0.045253	0.066129	0.052147	0.063199
boy	0.047611	0.038274	0.058747	0.048084	0.079424	0.052672	0.059297	0.053833	0.060357	0.057321	0.053023	0.078010	0.065133	0.051763	0.065812	0.051769	0.078869
is	0.058793	0.052706	0.049751	0.044113	0.057546	0.064390	0.061444	0.066688	0.071228	0.059123	0.044217	0.059940	0.071566	0.070032	0.083335	0.034166	0.050964
jumping	0.041586	0.059936	0.050528	0.065955	0.082795	0.071025	0.070821	0.043279	0.078385	0.048493	0.044017	0.061710	0.064970	0.044912	0.086003	0.041372	0.044212
on	0.064134	0.090027	0.048103	0.051199	0.064515	0.067715	0.079691	0.043352	0.072102	0.038366	0.037466	0.077591	0.059945	0.041220	0.077543	0.050649	0.036384
skate	0.067361	0.070195	0.052934	0.053331	0.086713	0.058285	0.042549	0.044371	0.074392	0.037339	0.036989	0.068838	0.080279	0.053775	0.070021	0.044899	0.057730
##board	0.049568	0.057167	0.073787	0.047092	0.068702	0.090578	0.063922	0.045298	0.068844	0.062066	0.032450	0.061462	0.073022	0.044256	0.065213	0.051525	0.045046
in	0.053329	0.072939	0.043515	0.043315	0.063503	0.079944	0.043511	0.046753	0.075181	0.064624	0.046631	0.059105	0.073989	0.060804	0.073076	0.047226	0.052554
the	0.048899	0.066153	0.053403	0.056591	0.096687	0.065083	0.049617	0.033231	0.078602	0.055698	0.034252	0.095945	0.084692	0.038126	0.056253	0.049357	0.037411
middle	0.058874	0.089444	0.063778	0.038017	0.061389	0.061449	0.051650	0.039057	0.076623	0.044736	0.041107	0.080115	0.089792	0.044807	0.065628	0.040319	0.053214
of	0.052534	0.048146	0.056733	0.054646	0.070923	0.046681	0.057605	0.045533	0.090366	0.058394	0.049957	0.069494	0.096029	0.062755	0.060554	0.037745	0.041904
a	0.058932	0.043496	0.050022	0.062582	0.061474	0.062076	0.062735	0.047777	0.089099	0.058621	0.046933	0.088908	0.069100	0.056162	0.056715	0.044806	0.040563
red	0.043862	0.065410	0.056634	0.039883	0.057305	0.070141	0.058851	0.040987	0.064305	0.054527	0.046060	0.070747	0.084490	0.072204	0.079131	0.036928	0.058535
bridge	0.044050	0.059060	0.039320	0.059420	0.074738	0.090074	0.040386	0.046705	0.069664	0.063693	0.042723	0.061530	0.086840	0.056070	0.072893	0.039692	0.053142
.	0.052874	0.063387	0.045064	0.046824	0.069626	0.069076	0.037303	0.055274	0.061690	0.066876	0.048770	0.068365	0.084078	0.065383	0.049614	0.053321	0.062476
[SEP]	0.052928	0.064757	0.039477	0.061118	0.070782	0.050270	0.057475	0.033751	0.080742	0.062345	0.031177	0.083380	0.084276	0.061244	0.071972	0.049598	0.044708
