TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.094564	0.061645	0.088717	0.050273	0.038735	0.040735	0.042888	0.055914	0.067847	0.080913	0.060268	0.076084	0.052345	0.046040	0.053940	0.057215	0.031876
A	0.066452	0.070660	0.057058	0.054673	0.065096	0.048464	0.047822	0.074775	0.061689	0.063883	0.048682	0.087441	0.041383	0.046902	0.060285	0.046283	0.058454
boy	0.089370	0.062761	0.048695	0.053862	0.042716	0.043950	0.045645	0.057893	0.068731	0.082012	0.071159	0.070160	0.048583	0.053891	0.063061	0.040234	0.057277
is	0.062548	0.077837	0.062911	0.060343	0.066649	0.045963	0.046044	0.067334	0.055893	0.070426	0.061354	0.061165	0.048579	0.051403	0.066135	0.037908	0.057508
jumping	0.062867	0.049562	0.075852	0.050495	0.052693	0.047505	0.043055	0.046698	0.055054	0.084483	0.055258	0.092673	0.036750	0.054242	0.068201	0.066535	0.058080
on	0.082160	0.053025	0.075743	0.067036	0.067513	0.046139	0.037989	0.048471	0.059656	0.082497	0.062274	0.066305	0.036568	0.056180	0.053857	0.056267	0.048320
skate	0.063966	0.045898	0.066922	0.061817	0.056564	0.046172	0.042207	0.059709	0.057434	0.065166	0.067348	0.086240	0.043799	0.058332	0.057809	0.065605	0.055012
##board	0.075785	0.062794	0.068497	0.055059	0.047550	0.043174	0.041724	0.066454	0.060643	0.067334	0.061570	0.091977	0.040363	0.060626	0.056576	0.047965	0.051910
in	0.081013	0.049406	0.062366	0.057862	0.056436	0.049324	0.044214	0.057283	0.076168	0.072197	0.062881	0.088758	0.038668	0.050944	0.063482	0.042122	0.046876
the	0.061113	0.058528	0.063539	0.051121	0.046941	0.045796	0.049422	0.067040	0.056214	0.084832	0.066111	0.093688	0.033392	0.051318	0.058279	0.060968	0.051697
middle	0.076639	0.061064	0.065488	0.052056	0.042138	0.064475	0.041228	0.057456	0.057819	0.076932	0.056050	0.089899	0.041745	0.068489	0.053037	0.043061	0.052425
of	0.066841	0.053491	0.058480	0.051037	0.063790	0.047782	0.052226	0.059056	0.074241	0.064341	0.055319	0.086572	0.034475	0.063715	0.065607	0.050695	0.052332
a	0.066678	0.055463	0.056109	0.052238	0.049920	0.060488	0.051362	0.046265	0.072711	0.079292	0.052008	0.085753	0.036052	0.053548	0.061585	0.068851	0.051677
red	0.072393	0.065376	0.078192	0.056477	0.050951	0.050249	0.043958	0.061591	0.055804	0.082920	0.058202	0.084726	0.042590	0.055371	0.054226	0.054354	0.032621
bridge	0.059311	0.071277	0.062643	0.064911	0.064820	0.047090	0.042436	0.063655	0.043675	0.058497	0.057501	0.066735	0.054072	0.054170	0.075006	0.057062	0.057138
.	0.066320	0.060316	0.070796	0.053895	0.055639	0.043318	0.041957	0.062889	0.056156	0.080409	0.055156	0.074213	0.050385	0.053029	0.069680	0.051949	0.053894
[SEP]	0.065200	0.066552	0.056177	0.058503	0.045566	0.046147	0.053865	0.051558	0.059557	0.072086	0.064055	0.080471	0.041356	0.068631	0.065780	0.051205	0.053289
