TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.055598	0.073376	0.040937	0.052016	0.070499	0.050106	0.067646	0.051528	0.065539	0.056539	0.066124	0.062411	0.042315	0.052749	0.066150	0.076300	0.050168
A	0.045816	0.066509	0.065725	0.045972	0.077440	0.051446	0.066660	0.052032	0.097452	0.051172	0.056991	0.058464	0.042891	0.060388	0.043383	0.066917	0.050740
boy	0.060330	0.071027	0.088456	0.047949	0.039460	0.048864	0.057151	0.068478	0.056581	0.041747	0.078070	0.060237	0.051888	0.059660	0.048816	0.062006	0.059280
is	0.061243	0.067898	0.052387	0.041492	0.068061	0.051055	0.087875	0.052705	0.060695	0.048403	0.064309	0.043984	0.048501	0.073941	0.055647	0.076737	0.045067
jumping	0.034940	0.068049	0.049463	0.064954	0.093712	0.047900	0.060228	0.045641	0.055857	0.040887	0.056627	0.054487	0.060937	0.078335	0.087040	0.047204	0.053740
on	0.053656	0.048019	0.036045	0.048758	0.072058	0.062453	0.070565	0.046362	0.074977	0.047565	0.066365	0.069497	0.058331	0.067292	0.054105	0.067286	0.056666
skate	0.052773	0.067244	0.061578	0.053663	0.082815	0.068451	0.072354	0.049759	0.050346	0.034093	0.056836	0.055527	0.068787	0.064945	0.054530	0.065541	0.040757
##board	0.057740	0.065552	0.061935	0.048977	0.078278	0.058994	0.070388	0.065428	0.058595	0.052325	0.060544	0.060626	0.050669	0.055116	0.042213	0.062292	0.050328
in	0.043865	0.060825	0.053993	0.058406	0.065649	0.045952	0.077202	0.068083	0.046736	0.036683	0.062222	0.047951	0.077794	0.065432	0.066816	0.072920	0.049470
the	0.059828	0.068293	0.060675	0.068538	0.056987	0.048032	0.083874	0.041626	0.082821	0.040356	0.052348	0.050824	0.066917	0.066433	0.050038	0.051095	0.051314
middle	0.044512	0.066100	0.049913	0.055595	0.077193	0.066321	0.074220	0.055365	0.052309	0.042268	0.056215	0.060431	0.048368	0.062866	0.063343	0.068439	0.056543
of	0.036213	0.062454	0.050999	0.059707	0.072992	0.054973	0.081872	0.063125	0.067484	0.045104	0.065886	0.050466	0.053922	0.065247	0.051661	0.055902	0.061992
a	0.061485	0.062552	0.061180	0.049505	0.057161	0.052864	0.080942	0.053928	0.064783	0.048495	0.059374	0.057673	0.068881	0.062629	0.052216	0.061770	0.044561
red	0.067846	0.059329	0.044974	0.056028	0.048775	0.043533	0.078092	0.064184	0.071630	0.051152	0.064492	0.061584	0.055526	0.070003	0.058887	0.055918	0.048048
bridge	0.061275	0.065458	0.052490	0.044632	0.063293	0.045740	0.055248	0.048099	0.068476	0.046323	0.063771	0.058234	0.053740	0.084004	0.068371	0.073233	0.047614
.	0.071740	0.043944	0.060513	0.042290	0.057784	0.039567	0.060064	0.041304	0.070462	0.034925	0.058089	0.050235	0.103843	0.056878	0.072295	0.076363	0.059704
[SEP]	0.051528	0.061299	0.050105	0.066222	0.070194	0.051037	0.070289	0.050359	0.073925	0.035676	0.062964	0.070568	0.053404	0.076241	0.060115	0.061228	0.034846
