TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.090640	0.045640	0.052335	0.047063	0.056165	0.058244	0.057927	0.062107	0.076201	0.047771	0.059593	0.054495	0.051188	0.063440	0.066037	0.051072	0.060083
A	0.056953	0.057522	0.043472	0.050032	0.061039	0.072750	0.050562	0.075774	0.061308	0.058776	0.071165	0.039008	0.063752	0.046088	0.052122	0.073512	0.066165
boy	0.090030	0.064381	0.052115	0.046543	0.062560	0.069116	0.052209	0.070971	0.072010	0.041259	0.048527	0.062666	0.053129	0.055339	0.059442	0.051483	0.048221
is	0.081925	0.049583	0.046462	0.047004	0.061634	0.070767	0.046298	0.065053	0.072033	0.049702	0.064219	0.053991	0.063881	0.056645	0.058140	0.053563	0.059098
jumping	0.071562	0.050091	0.045084	0.053165	0.052013	0.076635	0.065691	0.059859	0.066773	0.059791	0.057166	0.063150	0.056898	0.049940	0.057951	0.062193	0.052039
on	0.069901	0.048511	0.065631	0.041923	0.062146	0.077081	0.048595	0.077228	0.059058	0.056155	0.057782	0.055015	0.052163	0.057472	0.048229	0.053042	0.070068
skate	0.088025	0.048418	0.044099	0.047441	0.065023	0.071989	0.047363	0.067533	0.079028	0.055734	0.042479	0.065822	0.055383	0.054327	0.055268	0.054174	0.057896
##board	0.078862	0.055748	0.053086	0.049229	0.047614	0.072661	0.050914	0.063050	0.057571	0.060968	0.049786	0.070068	0.047137	0.061533	0.053167	0.058760	0.069844
in	0.065550	0.056323	0.065726	0.045051	0.056285	0.083488	0.058837	0.060603	0.068189	0.062104	0.049059	0.049380	0.054545	0.045389	0.064758	0.055334	0.059378
the	0.081022	0.053617	0.040940	0.044603	0.062805	0.059025	0.059961	0.060541	0.061671	0.048199	0.074499	0.051341	0.071849	0.059447	0.059799	0.051256	0.059426
middle	0.078331	0.059926	0.042199	0.046037	0.070461	0.068000	0.038441	0.077491	0.058067	0.043203	0.049730	0.060004	0.061301	0.070200	0.053108	0.061869	0.061631
of	0.097434	0.048554	0.036951	0.041569	0.074139	0.066937	0.050377	0.069739	0.063837	0.047922	0.060015	0.051714	0.068554	0.059311	0.058004	0.047264	0.057680
a	0.068201	0.053474	0.047069	0.051082	0.054202	0.069826	0.056041	0.060139	0.070234	0.056464	0.048442	0.066748	0.063878	0.057001	0.048950	0.061717	0.066532
red	0.074220	0.053135	0.043579	0.050796	0.060070	0.063237	0.050507	0.068661	0.075780	0.051276	0.049493	0.060340	0.061477	0.055052	0.050878	0.071374	0.060126
bridge	0.065294	0.065415	0.041244	0.057035	0.067617	0.096917	0.051580	0.074511	0.064433	0.046765	0.045335	0.044806	0.074672	0.045593	0.045864	0.056617	0.056304
.	0.064643	0.048674	0.050121	0.049863	0.068839	0.066083	0.055793	0.057251	0.064694	0.066270	0.054686	0.057614	0.056098	0.058184	0.058465	0.061627	0.061096
[SEP]	0.088394	0.049690	0.063027	0.054124	0.043342	0.064408	0.046241	0.066503	0.059434	0.056350	0.055928	0.056935	0.069058	0.056405	0.047879	0.065036	0.057247
