TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.050434	0.054841	0.088126	0.094173	0.054840	0.057193	0.054805	0.033995	0.053707	0.035239	0.042903	0.061448	0.075193	0.066055	0.044563	0.043779	0.088706
A	0.043844	0.038102	0.066737	0.081497	0.063259	0.068975	0.094042	0.029605	0.060041	0.040704	0.045290	0.056043	0.074378	0.072591	0.043492	0.063461	0.057938
boy	0.050845	0.071861	0.064210	0.082170	0.053893	0.061750	0.047933	0.051106	0.050218	0.035690	0.058081	0.050992	0.083688	0.056275	0.050917	0.069218	0.061153
is	0.060809	0.075668	0.092262	0.076063	0.047490	0.062994	0.051235	0.040377	0.053705	0.044333	0.052556	0.057474	0.074052	0.052121	0.048330	0.063187	0.047342
jumping	0.080499	0.086252	0.061308	0.059075	0.041578	0.054713	0.050837	0.042503	0.070699	0.054461	0.055032	0.061647	0.072314	0.059527	0.054270	0.057649	0.037635
on	0.053891	0.049976	0.092171	0.070903	0.052172	0.058852	0.074025	0.043156	0.058486	0.041932	0.038287	0.044457	0.081171	0.050753	0.056977	0.081980	0.050809
skate	0.058919	0.067998	0.073008	0.060436	0.043346	0.089939	0.058793	0.038538	0.069192	0.056689	0.057597	0.050702	0.072307	0.041852	0.049044	0.061085	0.050555
##board	0.058585	0.077171	0.061695	0.051468	0.044856	0.060472	0.069908	0.047437	0.072235	0.048343	0.059857	0.053927	0.083011	0.051324	0.048579	0.063128	0.048006
in	0.066468	0.078639	0.096652	0.072877	0.047220	0.055057	0.056795	0.042816	0.059747	0.050081	0.047674	0.047744	0.072079	0.049177	0.048612	0.050481	0.057881
the	0.059448	0.068045	0.081777	0.050692	0.052095	0.049186	0.070087	0.047184	0.061098	0.047983	0.068193	0.046431	0.080753	0.048500	0.053104	0.062691	0.052732
middle	0.056506	0.049265	0.068895	0.062590	0.054421	0.051497	0.083756	0.043144	0.085470	0.041715	0.052329	0.062546	0.066855	0.057061	0.041383	0.060292	0.062275
of	0.047762	0.094911	0.085281	0.061383	0.040740	0.065954	0.058568	0.036982	0.045089	0.055374	0.042145	0.045042	0.084992	0.063187	0.051334	0.093056	0.028201
a	0.048889	0.049851	0.081872	0.072233	0.045780	0.062660	0.057892	0.042932	0.092693	0.042751	0.044541	0.041387	0.080855	0.076709	0.035288	0.046704	0.076964
red	0.057171	0.063878	0.074943	0.066819	0.048610	0.055761	0.052005	0.051223	0.045266	0.048567	0.046679	0.050026	0.083080	0.076494	0.049467	0.073182	0.056829
bridge	0.060908	0.050977	0.072962	0.077306	0.044123	0.092350	0.030815	0.036827	0.051166	0.043310	0.049786	0.052797	0.079396	0.080713	0.047237	0.048554	0.080771
.	0.051714	0.051897	0.126853	0.058916	0.046353	0.052735	0.067750	0.039269	0.058064	0.043694	0.055336	0.053831	0.081098	0.059473	0.035265	0.058230	0.059522
[SEP]	0.055121	0.066211	0.061997	0.086572	0.045956	0.066433	0.049913	0.051244	0.054585	0.048262	0.070206	0.046214	0.075333	0.047251	0.055337	0.064996	0.054368
