TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.034919	0.048375	0.064462	0.073224	0.069268	0.078561	0.066485	0.073270	0.049116	0.064715	0.058373	0.035471	0.052757	0.038481	0.057691	0.065397	0.069436
A	0.051905	0.051978	0.063544	0.064918	0.079996	0.074168	0.060226	0.044937	0.051960	0.066016	0.072420	0.046374	0.063965	0.040898	0.047789	0.050366	0.068538
boy	0.049491	0.072064	0.071866	0.072456	0.056337	0.064155	0.064463	0.047019	0.042629	0.070103	0.069765	0.040872	0.054841	0.042910	0.052564	0.074620	0.053845
is	0.053016	0.049343	0.087236	0.072967	0.068468	0.092805	0.051131	0.060351	0.040472	0.064791	0.071270	0.035257	0.042709	0.047062	0.042902	0.052504	0.067715
jumping	0.035476	0.068871	0.071186	0.093723	0.063304	0.078409	0.067948	0.064552	0.040524	0.057421	0.055603	0.032959	0.055764	0.043291	0.053792	0.051853	0.065326
on	0.031578	0.067067	0.085324	0.079408	0.067761	0.052648	0.054331	0.074556	0.048007	0.078055	0.043168	0.039679	0.060406	0.040387	0.049186	0.071450	0.056992
skate	0.051293	0.055726	0.076524	0.070422	0.099415	0.061151	0.058207	0.067476	0.048897	0.067631	0.064197	0.042598	0.047139	0.044044	0.044723	0.049117	0.051439
##board	0.037548	0.056136	0.079775	0.096917	0.060302	0.072789	0.070092	0.044460	0.041995	0.047971	0.057351	0.046733	0.058905	0.039617	0.056398	0.059316	0.073696
in	0.053635	0.050520	0.079009	0.084567	0.067031	0.073292	0.049761	0.050680	0.049541	0.057996	0.078804	0.027776	0.036513	0.047148	0.045237	0.063076	0.085414
the	0.040972	0.055661	0.086529	0.070179	0.049704	0.060743	0.051154	0.056065	0.066533	0.061817	0.073863	0.045033	0.050463	0.045720	0.060544	0.057396	0.067623
middle	0.037914	0.053203	0.062285	0.085542	0.067573	0.058884	0.054754	0.059803	0.046249	0.051156	0.062665	0.043267	0.069881	0.044177	0.054876	0.055646	0.092125
of	0.056254	0.058587	0.084885	0.073705	0.070969	0.049307	0.055555	0.085774	0.052795	0.062245	0.058501	0.033445	0.039897	0.050032	0.050560	0.062661	0.054828
a	0.034457	0.051592	0.093532	0.079577	0.057378	0.055873	0.046745	0.061269	0.046950	0.074568	0.073212	0.038471	0.047413	0.061495	0.052400	0.049541	0.075528
red	0.038400	0.052969	0.074357	0.077396	0.064829	0.069749	0.047094	0.053756	0.042922	0.085543	0.069682	0.039784	0.055912	0.043494	0.044156	0.062244	0.077712
bridge	0.049194	0.052006	0.093172	0.072001	0.057366	0.080666	0.042649	0.054064	0.038249	0.074305	0.048409	0.037644	0.046794	0.051520	0.061268	0.077829	0.062863
.	0.040156	0.070208	0.096231	0.085077	0.060601	0.060614	0.055994	0.070915	0.044518	0.051082	0.050346	0.052281	0.043796	0.049997	0.059155	0.057294	0.051735
[SEP]	0.028624	0.069563	0.058231	0.081897	0.066218	0.069977	0.049612	0.063772	0.037355	0.076578	0.066405	0.047340	0.056930	0.041602	0.065000	0.052986	0.067911
