TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.046352	0.069116	0.061430	0.074311	0.045078	0.069418	0.053817	0.073433	0.053484	0.062485	0.039792	0.042645	0.066568	0.058819	0.042423	0.055406	0.085422
A	0.050030	0.036006	0.126345	0.046114	0.050589	0.054130	0.063110	0.069777	0.094444	0.071203	0.059547	0.044682	0.047853	0.042896	0.045821	0.058034	0.039419
boy	0.059643	0.053871	0.084311	0.047903	0.066946	0.079765	0.052793	0.044592	0.089801	0.041061	0.061149	0.068656	0.048696	0.055781	0.056647	0.051928	0.036458
is	0.072640	0.044602	0.096712	0.062448	0.043278	0.045431	0.058675	0.070436	0.053923	0.060590	0.080627	0.048007	0.052321	0.064563	0.045702	0.053394	0.046650
jumping	0.051501	0.044620	0.094370	0.042600	0.044676	0.069149	0.058563	0.066563	0.061714	0.056624	0.074404	0.046417	0.059600	0.073607	0.055087	0.062902	0.037603
on	0.037770	0.051990	0.074942	0.058326	0.075856	0.047476	0.060274	0.076235	0.048356	0.044933	0.050863	0.069286	0.041344	0.058828	0.074989	0.068752	0.059779
skate	0.047422	0.058662	0.068546	0.059224	0.067524	0.049350	0.072107	0.054750	0.075005	0.048863	0.061200	0.058457	0.059160	0.057373	0.062234	0.059748	0.040376
##board	0.045233	0.042737	0.122677	0.039414	0.061509	0.065279	0.068786	0.046254	0.058665	0.057703	0.050329	0.051337	0.064427	0.058712	0.050867	0.068803	0.047269
in	0.057989	0.046593	0.081597	0.060836	0.042769	0.063779	0.063580	0.055088	0.060463	0.053496	0.092953	0.050315	0.043382	0.045891	0.058100	0.066283	0.056889
the	0.065029	0.032544	0.087511	0.048617	0.083894	0.037983	0.053852	0.042472	0.091409	0.068956	0.047783	0.054021	0.050584	0.066636	0.038133	0.063206	0.067370
middle	0.076368	0.052900	0.084398	0.036963	0.067725	0.064788	0.055842	0.052844	0.058230	0.045143	0.046006	0.062287	0.061037	0.065649	0.049896	0.063585	0.056339
of	0.050743	0.026156	0.097829	0.056800	0.060763	0.064424	0.050048	0.058234	0.084325	0.045383	0.055813	0.056559	0.048337	0.071810	0.045467	0.071724	0.055584
a	0.049163	0.063929	0.065368	0.062690	0.074677	0.039482	0.064026	0.072510	0.055338	0.047968	0.062798	0.052313	0.068021	0.069085	0.045035	0.054186	0.053410
red	0.050379	0.035817	0.064446	0.056717	0.065637	0.076508	0.051724	0.043064	0.056958	0.052422	0.076269	0.068807	0.069773	0.072788	0.047592	0.061394	0.049706
bridge	0.075084	0.033694	0.075128	0.048248	0.059390	0.064298	0.057375	0.069490	0.056320	0.056478	0.063359	0.047866	0.052598	0.064380	0.043083	0.064855	0.068354
.	0.045370	0.031043	0.082506	0.075132	0.079060	0.060268	0.063496	0.045395	0.061690	0.053116	0.072056	0.056433	0.047919	0.069686	0.048865	0.060853	0.047111
[SEP]	0.073165	0.056046	0.096208	0.052873	0.071992	0.065500	0.069372	0.050339	0.077755	0.066525	0.049265	0.046563	0.038555	0.040707	0.036947	0.061440	0.046748
