TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.049594	0.046307	0.055947	0.057411	0.057931	0.045698	0.080810	0.067410	0.065636	0.055610	0.052897	0.057630	0.051950	0.053007	0.066298	0.068718	0.067146
A	0.044399	0.047153	0.089164	0.050735	0.051895	0.046419	0.082850	0.069659	0.072875	0.048365	0.047308	0.057631	0.050220	0.050278	0.075965	0.054402	0.060681
boy	0.045020	0.051021	0.073444	0.049117	0.047458	0.058258	0.065548	0.081151	0.063232	0.053167	0.056364	0.055830	0.062064	0.052654	0.057172	0.057668	0.070830
is	0.059534	0.041242	0.074227	0.054529	0.052939	0.053624	0.079308	0.067636	0.065507	0.037817	0.069297	0.043576	0.052087	0.052829	0.068258	0.060487	0.067103
jumping	0.055315	0.051706	0.064973	0.044902	0.066785	0.046072	0.074998	0.067217	0.052527	0.048741	0.062746	0.057720	0.065149	0.055238	0.070262	0.050639	0.065009
on	0.053819	0.044020	0.074897	0.052459	0.049882	0.039992	0.065159	0.068772	0.062927	0.055595	0.059096	0.068611	0.067297	0.051850	0.051635	0.060047	0.073943
skate	0.048562	0.061663	0.062130	0.050431	0.057133	0.042744	0.070205	0.071764	0.057487	0.050371	0.067948	0.052683	0.072517	0.053969	0.055357	0.068254	0.056782
##board	0.050197	0.048227	0.074341	0.037673	0.059150	0.054127	0.077541	0.067600	0.065572	0.049875	0.056739	0.061711	0.055919	0.050164	0.083582	0.051447	0.056136
in	0.055303	0.054153	0.067689	0.047457	0.056947	0.043313	0.070595	0.067916	0.056454	0.060644	0.060655	0.060046	0.058733	0.050421	0.052904	0.061903	0.074865
the	0.055458	0.045546	0.085102	0.053307	0.053826	0.043854	0.076617	0.062832	0.061517	0.047815	0.063408	0.048908	0.048841	0.055028	0.059317	0.061597	0.077025
middle	0.045144	0.056090	0.063247	0.047172	0.055489	0.051462	0.077536	0.063878	0.058181	0.056187	0.067022	0.049667	0.051018	0.048328	0.075915	0.075987	0.057678
of	0.041840	0.053804	0.075586	0.047059	0.058791	0.040928	0.081273	0.065628	0.061826	0.054423	0.049236	0.055422	0.076253	0.052311	0.064505	0.055623	0.065492
a	0.050068	0.049956	0.065513	0.052050	0.065266	0.057957	0.081392	0.072915	0.066326	0.045178	0.052210	0.056446	0.057269	0.050452	0.066130	0.056383	0.054488
red	0.049186	0.049775	0.055735	0.044085	0.068581	0.059289	0.083065	0.066398	0.057711	0.053532	0.065983	0.050502	0.064016	0.053104	0.047151	0.062335	0.069553
bridge	0.051208	0.050918	0.072647	0.058710	0.047618	0.051147	0.078663	0.058636	0.059169	0.052175	0.061884	0.058408	0.056702	0.047863	0.075346	0.057726	0.061178
.	0.051958	0.045543	0.092299	0.044155	0.056294	0.058292	0.064723	0.067167	0.058415	0.058669	0.076752	0.050691	0.059359	0.045604	0.064005	0.050677	0.055397
[SEP]	0.054055	0.042871	0.074003	0.043500	0.060974	0.057585	0.079837	0.063388	0.056491	0.050372	0.079502	0.056385	0.049666	0.046565	0.068790	0.051501	0.064514
