TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.057316	0.061778	0.058660	0.045018	0.064710	0.072918	0.052512	0.058298	0.042158	0.083797	0.074201	0.051070	0.058992	0.058267	0.040588	0.058565	0.061153
A	0.062956	0.051297	0.068350	0.056395	0.055205	0.062855	0.053217	0.058845	0.052311	0.076099	0.068436	0.065595	0.047161	0.061084	0.048263	0.063409	0.048523
boy	0.055004	0.050972	0.055329	0.049816	0.068237	0.067444	0.068562	0.055354	0.048752	0.070358	0.061442	0.072000	0.050272	0.067398	0.055049	0.050011	0.053999
is	0.065301	0.058731	0.068173	0.044460	0.069840	0.063402	0.056728	0.047709	0.047871	0.073176	0.063499	0.076319	0.053359	0.050362	0.063062	0.053466	0.044540
jumping	0.072003	0.050856	0.065959	0.054138	0.059688	0.056007	0.046646	0.044021	0.062647	0.089812	0.053759	0.076888	0.054046	0.053600	0.054191	0.046584	0.059156
on	0.051356	0.055661	0.054878	0.057597	0.065552	0.060910	0.047640	0.061069	0.060627	0.074575	0.057938	0.065548	0.048886	0.061492	0.047022	0.068185	0.061062
skate	0.055002	0.053001	0.048270	0.060515	0.067735	0.065349	0.054160	0.043147	0.065778	0.077512	0.060272	0.063704	0.051542	0.049740	0.068771	0.054434	0.061065
##board	0.064484	0.054194	0.047695	0.050893	0.070560	0.063427	0.037327	0.056344	0.046019	0.073498	0.064594	0.057438	0.075679	0.052794	0.052183	0.072495	0.060375
in	0.058289	0.053954	0.046096	0.047236	0.064966	0.077399	0.061467	0.042287	0.063148	0.079768	0.063663	0.072660	0.047043	0.052953	0.046346	0.055101	0.067625
the	0.049427	0.056193	0.048045	0.037903	0.067179	0.076640	0.063761	0.059869	0.044745	0.073631	0.065187	0.076048	0.071291	0.053989	0.034692	0.060602	0.060797
middle	0.059603	0.058682	0.063014	0.059253	0.068626	0.058301	0.043982	0.046844	0.058196	0.065491	0.064207	0.059205	0.057968	0.065706	0.053578	0.072691	0.044651
of	0.060608	0.050433	0.052511	0.044966	0.047342	0.069635	0.058133	0.057827	0.064801	0.070249	0.063441	0.065977	0.068734	0.053729	0.043302	0.071905	0.056407
a	0.066618	0.036420	0.059604	0.059642	0.075441	0.060660	0.054512	0.048844	0.059580	0.052500	0.048495	0.069853	0.064738	0.067396	0.051858	0.062091	0.061749
red	0.070320	0.050802	0.044231	0.057664	0.064854	0.061396	0.062618	0.062297	0.046926	0.058442	0.055769	0.083950	0.065467	0.054241	0.047660	0.048421	0.064941
bridge	0.056466	0.063455	0.056328	0.052766	0.060346	0.058737	0.057657	0.042830	0.056498	0.081817	0.064714	0.068078	0.047890	0.062364	0.055007	0.060596	0.054450
.	0.057839	0.061204	0.055013	0.046010	0.067174	0.064881	0.043656	0.065342	0.054869	0.069992	0.070306	0.064949	0.044911	0.068781	0.041405	0.071222	0.052447
[SEP]	0.068334	0.054907	0.058683	0.043496	0.049670	0.057657	0.048455	0.073879	0.047662	0.070205	0.058677	0.086944	0.072248	0.053045	0.044887	0.055438	0.055813
