TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.046636	0.055278	0.081485	0.049560	0.052262	0.053339	0.066946	0.064369	0.076269	0.052501	0.061541	0.048679	0.049957	0.086898	0.043994	0.066732	0.043555
A	0.050504	0.073221	0.069164	0.066086	0.043669	0.053289	0.066355	0.063099	0.079193	0.043384	0.058809	0.035855	0.060561	0.068551	0.049735	0.077657	0.040867
boy	0.042111	0.055834	0.059323	0.055171	0.042711	0.058341	0.071062	0.053136	0.064088	0.039268	0.045673	0.047675	0.066993	0.092205	0.050898	0.098055	0.057456
is	0.049570	0.075697	0.074592	0.055147	0.050617	0.041219	0.056401	0.076409	0.057526	0.052864	0.045904	0.058896	0.065999	0.067825	0.062585	0.057386	0.051364
jumping	0.059090	0.057850	0.083829	0.047767	0.057928	0.053729	0.067340	0.052983	0.043170	0.049797	0.057716	0.062972	0.059193	0.088002	0.051954	0.056957	0.049724
on	0.061205	0.083400	0.066480	0.049224	0.046795	0.055918	0.060205	0.073018	0.066839	0.044467	0.043163	0.051874	0.043931	0.067545	0.081587	0.061309	0.043038
skate	0.065341	0.076557	0.064059	0.067280	0.052162	0.055860	0.058489	0.049279	0.067947	0.050858	0.062168	0.055829	0.046454	0.069421	0.054874	0.061422	0.042002
##board	0.037804	0.058290	0.073872	0.049717	0.056616	0.075404	0.066336	0.051930	0.068958	0.047115	0.052515	0.053757	0.061508	0.085004	0.039869	0.066336	0.054968
in	0.046064	0.059643	0.088266	0.047908	0.051219	0.066141	0.063933	0.046980	0.069037	0.050184	0.044006	0.063099	0.054880	0.081532	0.060628	0.060436	0.046045
the	0.047873	0.058615	0.061955	0.050605	0.062430	0.047080	0.063927	0.078602	0.065599	0.050235	0.058479	0.048438	0.075646	0.071795	0.048622	0.052521	0.057577
middle	0.042011	0.071818	0.063549	0.042309	0.046910	0.064840	0.071802	0.080462	0.070434	0.038600	0.058250	0.070636	0.055124	0.068039	0.048795	0.051618	0.054804
of	0.051610	0.068655	0.076891	0.065564	0.043437	0.059739	0.067285	0.049192	0.061306	0.055055	0.057323	0.051741	0.058412	0.077338	0.050984	0.066647	0.038824
a	0.049554	0.081871	0.049288	0.043479	0.053075	0.079183	0.059341	0.054683	0.058417	0.041602	0.062179	0.061137	0.057747	0.078983	0.051143	0.062079	0.056239
red	0.047243	0.068405	0.061931	0.055123	0.046706	0.057708	0.078636	0.081364	0.065436	0.051084	0.043828	0.040778	0.056794	0.080072	0.048693	0.066206	0.049994
bridge	0.049985	0.074230	0.075141	0.063733	0.047697	0.048386	0.083584	0.039999	0.079979	0.050837	0.051342	0.050540	0.056633	0.064916	0.045784	0.065659	0.051557
.	0.059867	0.076083	0.065822	0.060114	0.065296	0.048359	0.052868	0.064426	0.060246	0.050711	0.053909	0.046387	0.066649	0.048293	0.066203	0.057471	0.057297
[SEP]	0.040250	0.067518	0.047590	0.047996	0.063200	0.056713	0.078735	0.058078	0.056739	0.060316	0.055674	0.053350	0.073800	0.068422	0.053671	0.069993	0.047954
