TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.068884	0.057842	0.055119	0.048798	0.076278	0.037123	0.067346	0.056599	0.059575	0.059431	0.058326	0.060127	0.062946	0.045999	0.079533	0.056491	0.049584
A	0.073833	0.047507	0.070991	0.066575	0.055130	0.037675	0.079783	0.040692	0.068661	0.049534	0.051365	0.052792	0.052370	0.065276	0.079488	0.060789	0.047540
boy	0.058289	0.044670	0.056405	0.065991	0.055761	0.046647	0.075143	0.048804	0.060144	0.038684	0.068532	0.063381	0.065243	0.073296	0.077771	0.057318	0.043921
is	0.052846	0.047932	0.050074	0.056822	0.068649	0.046949	0.065095	0.054955	0.070866	0.058708	0.049282	0.068667	0.057580	0.071393	0.067035	0.063416	0.049732
jumping	0.051364	0.064060	0.066205	0.061325	0.044135	0.049955	0.080600	0.046827	0.081811	0.051058	0.059435	0.049982	0.048864	0.054774	0.080236	0.072291	0.037080
on	0.069027	0.059734	0.052221	0.074084	0.065720	0.048391	0.079396	0.044150	0.074387	0.035724	0.061806	0.052227	0.051679	0.055397	0.076973	0.052949	0.046132
skate	0.061446	0.053569	0.051738	0.061390	0.068620	0.032379	0.083007	0.053584	0.060355	0.057536	0.059243	0.058404	0.046701	0.070212	0.069423	0.064415	0.047977
##board	0.058584	0.053902	0.064389	0.057677	0.068098	0.040293	0.050170	0.047400	0.058877	0.059266	0.074465	0.052273	0.065353	0.067077	0.059268	0.061202	0.061706
in	0.067203	0.050421	0.064160	0.068789	0.071090	0.034506	0.071764	0.043890	0.078946	0.045944	0.060667	0.055855	0.049077	0.063709	0.065618	0.060982	0.047378
the	0.057656	0.055496	0.046382	0.046086	0.064553	0.045792	0.100541	0.061761	0.051876	0.058206	0.054465	0.055710	0.063951	0.071285	0.074416	0.047690	0.044135
middle	0.060226	0.054172	0.052076	0.071615	0.053702	0.043764	0.068828	0.057163	0.074302	0.051515	0.066447	0.047524	0.060093	0.060838	0.084288	0.046885	0.046560
of	0.067494	0.055752	0.054237	0.057579	0.072883	0.046787	0.072959	0.044289	0.071158	0.053003	0.057169	0.065654	0.044427	0.064436	0.079125	0.044259	0.048788
a	0.053896	0.053116	0.049307	0.084185	0.072071	0.052513	0.053070	0.040880	0.058872	0.055931	0.057771	0.071734	0.045751	0.052606	0.078136	0.062189	0.057973
red	0.073106	0.062789	0.061200	0.074215	0.056903	0.038299	0.055588	0.037584	0.062379	0.059696	0.051752	0.074728	0.037604	0.059545	0.088833	0.055604	0.050174
bridge	0.081630	0.059960	0.065824	0.053637	0.061994	0.061524	0.063568	0.043201	0.073386	0.041661	0.063447	0.052320	0.054178	0.064956	0.061102	0.047463	0.050149
.	0.065284	0.073440	0.044160	0.064764	0.052821	0.046213	0.089241	0.048392	0.069728	0.037003	0.063907	0.068591	0.050650	0.057574	0.076977	0.051931	0.039323
[SEP]	0.064635	0.050396	0.054710	0.057521	0.069112	0.033819	0.071517	0.069609	0.067224	0.043842	0.057737	0.050925	0.063372	0.067130	0.085544	0.050524	0.042382
