TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.045737	0.063417	0.056578	0.039212	0.066822	0.059941	0.072564	0.047988	0.040069	0.069554	0.039276	0.066548	0.074595	0.084217	0.047247	0.062132	0.064101
A	0.061389	0.089331	0.038267	0.042079	0.061811	0.046481	0.059971	0.071007	0.051376	0.062031	0.040506	0.066311	0.060169	0.077522	0.071348	0.048882	0.051519
boy	0.058463	0.050293	0.053207	0.074098	0.041755	0.052010	0.069497	0.064524	0.042560	0.068605	0.040095	0.062893	0.085042	0.079760	0.051592	0.057811	0.047793
is	0.081232	0.048752	0.045531	0.050122	0.051464	0.059169	0.046804	0.070253	0.061139	0.063701	0.058364	0.074094	0.054588	0.072913	0.080654	0.053043	0.028176
jumping	0.035756	0.072523	0.075009	0.077284	0.049375	0.056783	0.047872	0.054535	0.069262	0.083009	0.040733	0.057216	0.061257	0.062057	0.057599	0.056846	0.042885
on	0.047568	0.061743	0.065611	0.044975	0.043882	0.053224	0.063225	0.061426	0.056211	0.071548	0.047582	0.068031	0.062980	0.077343	0.062287	0.051357	0.061004
skate	0.068200	0.067014	0.034868	0.047118	0.065575	0.052315	0.045449	0.044419	0.050976	0.074405	0.042252	0.094519	0.059396	0.068287	0.095026	0.057348	0.032831
##board	0.054248	0.078834	0.047120	0.050787	0.047708	0.061716	0.055125	0.079321	0.053179	0.058683	0.045834	0.081232	0.060198	0.059277	0.072257	0.057322	0.037157
in	0.054225	0.061753	0.055601	0.060003	0.054072	0.048865	0.071143	0.055885	0.062746	0.055380	0.033989	0.068871	0.087385	0.068610	0.070345	0.039607	0.051521
the	0.045809	0.093808	0.061216	0.053707	0.045444	0.058792	0.055461	0.063036	0.046530	0.073010	0.057938	0.050864	0.065109	0.049660	0.074413	0.058678	0.046525
middle	0.056277	0.087352	0.054184	0.051320	0.045905	0.050241	0.053795	0.074978	0.039965	0.067021	0.050258	0.062249	0.074588	0.064534	0.057299	0.064706	0.045330
of	0.040941	0.054665	0.065218	0.064940	0.061854	0.066479	0.066004	0.060231	0.070552	0.052577	0.055788	0.058051	0.054604	0.055823	0.069491	0.032883	0.069900
a	0.054870	0.056839	0.051617	0.067934	0.044071	0.062426	0.046431	0.066697	0.046058	0.082761	0.057206	0.077387	0.057076	0.073868	0.062523	0.046061	0.046174
red	0.046564	0.069799	0.073818	0.052529	0.048325	0.062483	0.046752	0.059186	0.058455	0.077147	0.052962	0.050682	0.065487	0.065361	0.059900	0.067476	0.043072
bridge	0.059220	0.057215	0.043250	0.066867	0.038701	0.050492	0.061731	0.058529	0.059252	0.064280	0.060432	0.062121	0.080658	0.069211	0.072849	0.062547	0.032645
.	0.052588	0.046614	0.050762	0.050510	0.053800	0.053056	0.074345	0.054160	0.085688	0.089685	0.037290	0.066957	0.059223	0.060371	0.070818	0.048502	0.045630
[SEP]	0.041279	0.059928	0.059706	0.083560	0.048878	0.053418	0.044418	0.081312	0.060256	0.062566	0.045567	0.062998	0.057747	0.060384	0.084519	0.051315	0.042149
