TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.095446	0.050295	0.050929	0.040127	0.040710	0.053473	0.034080	0.054049	0.054202	0.068084	0.069214	0.062530	0.071711	0.067826	0.053924	0.060793	0.072607
A	0.058909	0.074351	0.047874	0.037923	0.048395	0.051421	0.038713	0.052398	0.049083	0.063979	0.058216	0.088907	0.048786	0.075514	0.061404	0.065322	0.078804
boy	0.071962	0.057289	0.060157	0.049216	0.057688	0.058597	0.038256	0.049461	0.057041	0.067547	0.057412	0.067160	0.059988	0.074574	0.051234	0.066508	0.055910
is	0.064548	0.059045	0.056681	0.040629	0.048307	0.065505	0.037071	0.053168	0.060200	0.068722	0.066860	0.056617	0.059029	0.078383	0.049388	0.068573	0.067275
jumping	0.068351	0.069309	0.047078	0.039971	0.057567	0.070453	0.036406	0.056013	0.056903	0.057491	0.053607	0.066543	0.066322	0.067706	0.054538	0.050393	0.081347
on	0.081465	0.064571	0.044638	0.046532	0.051510	0.055115	0.042450	0.054035	0.053413	0.058049	0.069824	0.070204	0.066380	0.072950	0.051952	0.042680	0.074232
skate	0.082669	0.064060	0.061567	0.041125	0.049875	0.062551	0.050854	0.044799	0.057973	0.076189	0.052536	0.067189	0.057405	0.061832	0.048305	0.063395	0.057676
##board	0.071156	0.076506	0.064729	0.052146	0.041247	0.050568	0.038941	0.040382	0.052686	0.060025	0.052080	0.062939	0.070702	0.068352	0.063641	0.073051	0.060849
in	0.078376	0.057539	0.044140	0.043599	0.049095	0.058872	0.041909	0.052034	0.048457	0.067410	0.066666	0.082066	0.071982	0.068123	0.055593	0.046012	0.068127
the	0.078799	0.062884	0.053618	0.040802	0.040825	0.071296	0.035146	0.048528	0.055923	0.082366	0.058443	0.062367	0.074742	0.066884	0.054132	0.062427	0.050819
middle	0.074044	0.064908	0.051363	0.044784	0.049578	0.057924	0.042531	0.046204	0.059324	0.070752	0.055679	0.061936	0.061008	0.081145	0.058131	0.063639	0.057052
of	0.061346	0.077743	0.050117	0.039754	0.042775	0.066244	0.034772	0.053237	0.049420	0.067531	0.058124	0.057400	0.073608	0.074021	0.043427	0.067292	0.083191
a	0.067095	0.082747	0.047547	0.046013	0.046521	0.057952	0.042207	0.054843	0.062923	0.069104	0.060782	0.060975	0.070773	0.057041	0.050786	0.056719	0.065971
red	0.076874	0.074662	0.042189	0.041371	0.044897	0.065882	0.040984	0.050509	0.052956	0.067833	0.057888	0.063153	0.060111	0.080561	0.045622	0.064270	0.070238
bridge	0.052866	0.066713	0.053160	0.056317	0.042882	0.060812	0.041616	0.059585	0.056370	0.068989	0.073291	0.059341	0.062491	0.071136	0.046422	0.051093	0.076915
.	0.067934	0.051322	0.054090	0.043901	0.049525	0.055455	0.040928	0.047524	0.055878	0.063621	0.076314	0.064965	0.059358	0.096171	0.054594	0.052005	0.066416
[SEP]	0.065828	0.067699	0.057685	0.041627	0.047797	0.059133	0.034699	0.053370	0.052749	0.068001	0.080935	0.063924	0.061561	0.064221	0.053617	0.052413	0.074742
