TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.057232	0.052973	0.078013	0.045806	0.088362	0.048339	0.066004	0.064033	0.047999	0.039837	0.053234	0.066715	0.063554	0.062858	0.059250	0.056493	0.049298
A	0.059320	0.061662	0.081238	0.047503	0.073483	0.042756	0.056206	0.053041	0.058737	0.049664	0.065371	0.044938	0.068914	0.071627	0.062481	0.040653	0.062406
boy	0.071272	0.057150	0.107228	0.054220	0.092787	0.048537	0.048507	0.044453	0.061109	0.035288	0.040424	0.053119	0.069503	0.048559	0.060293	0.043071	0.064479
is	0.060411	0.058654	0.070371	0.049424	0.091346	0.048730	0.073135	0.046998	0.064689	0.040254	0.043312	0.048926	0.069180	0.069376	0.068890	0.042796	0.053506
jumping	0.078513	0.057183	0.060024	0.046528	0.073519	0.041651	0.060533	0.042548	0.048987	0.050157	0.044551	0.059917	0.078550	0.076576	0.056047	0.052724	0.071993
on	0.088356	0.049734	0.125373	0.054184	0.075066	0.034096	0.034840	0.042302	0.044730	0.037709	0.053566	0.042763	0.054913	0.068633	0.067230	0.058746	0.067758
skate	0.073183	0.063554	0.068864	0.054733	0.059784	0.046196	0.064040	0.045057	0.049386	0.053129	0.046624	0.051563	0.070662	0.078479	0.053526	0.063334	0.057888
##board	0.063273	0.064082	0.076740	0.052945	0.090157	0.041761	0.051204	0.049858	0.055374	0.049154	0.045996	0.047121	0.063054	0.062438	0.062030	0.056140	0.068674
in	0.074865	0.060741	0.084098	0.056962	0.067313	0.035674	0.069944	0.052339	0.054242	0.046461	0.045263	0.048184	0.065125	0.072168	0.056546	0.052087	0.057988
the	0.068270	0.052695	0.070274	0.053593	0.072158	0.048471	0.059524	0.046969	0.057151	0.046219	0.037897	0.053077	0.080956	0.061731	0.062606	0.062585	0.065823
middle	0.065726	0.054832	0.090888	0.049034	0.082457	0.041767	0.039065	0.046783	0.056257	0.050423	0.063026	0.037969	0.075332	0.067731	0.059442	0.055388	0.063879
of	0.074684	0.048681	0.081706	0.039548	0.081661	0.036564	0.051057	0.040945	0.045996	0.045289	0.053887	0.050794	0.068974	0.069573	0.069410	0.073224	0.068006
a	0.080576	0.066283	0.080326	0.057634	0.077601	0.052385	0.043572	0.038317	0.044280	0.055417	0.044053	0.056497	0.053738	0.050173	0.088436	0.049102	0.061611
red	0.072605	0.053309	0.069026	0.045607	0.077061	0.036983	0.043701	0.043877	0.048252	0.055272	0.049405	0.048866	0.071016	0.079020	0.075761	0.054001	0.076237
bridge	0.084540	0.053411	0.072665	0.059634	0.079845	0.048466	0.042881	0.046396	0.039990	0.054987	0.052919	0.048062	0.058976	0.064049	0.065054	0.068746	0.059378
.	0.067303	0.057616	0.089430	0.051792	0.074181	0.051051	0.059518	0.036605	0.063992	0.047162	0.044285	0.053842	0.057176	0.052773	0.066141	0.071279	0.055854
[SEP]	0.073817	0.059497	0.063946	0.047295	0.089365	0.040674	0.072542	0.048961	0.053196	0.039295	0.050602	0.048139	0.072038	0.063149	0.067930	0.050818	0.058736
