TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.046324	0.061651	0.061709	0.051936	0.057930	0.049882	0.054819	0.060736	0.041208	0.070101	0.087797	0.065150	0.042463	0.058908	0.063953	0.072542	0.052892
A	0.062581	0.066065	0.050962	0.063092	0.058079	0.052360	0.062564	0.061653	0.049899	0.060499	0.072380	0.067936	0.056890	0.043685	0.035860	0.080374	0.055122
boy	0.052248	0.071359	0.063228	0.048145	0.071313	0.051167	0.054391	0.067802	0.048128	0.059910	0.067113	0.051163	0.053648	0.051058	0.051276	0.085622	0.052432
is	0.050896	0.056992	0.055043	0.066160	0.056194	0.057971	0.059864	0.054195	0.049037	0.047090	0.057374	0.074538	0.057382	0.046478	0.048067	0.096544	0.066174
jumping	0.056067	0.103370	0.041170	0.045657	0.065290	0.048971	0.062615	0.054779	0.058798	0.051120	0.068429	0.073617	0.046737	0.048168	0.038289	0.072644	0.064278
on	0.079522	0.051532	0.065561	0.074754	0.057079	0.050815	0.050080	0.052173	0.054891	0.057566	0.079589	0.066523	0.057010	0.042556	0.040403	0.078103	0.041843
skate	0.059492	0.076862	0.054990	0.059405	0.059401	0.063935	0.059209	0.065138	0.059486	0.061264	0.073889	0.052606	0.063070	0.043979	0.034098	0.064150	0.049026
##board	0.052882	0.055914	0.069756	0.065562	0.061327	0.047574	0.054178	0.059805	0.035979	0.055084	0.068514	0.059928	0.051342	0.061847	0.051299	0.079984	0.069024
in	0.056285	0.054668	0.061761	0.069769	0.064017	0.041258	0.054561	0.054891	0.040018	0.062072	0.077910	0.058154	0.068523	0.050705	0.042965	0.089598	0.052846
the	0.052852	0.085945	0.062959	0.053730	0.062291	0.061940	0.061972	0.058635	0.042271	0.068072	0.063236	0.058772	0.058968	0.042052	0.055153	0.064560	0.046592
middle	0.048100	0.074384	0.080360	0.076441	0.056091	0.036901	0.036065	0.058469	0.045609	0.064828	0.061917	0.062141	0.061392	0.039502	0.049912	0.078194	0.069693
of	0.049632	0.073590	0.046511	0.062688	0.064646	0.054413	0.039732	0.058461	0.046509	0.054249	0.062894	0.068425	0.079446	0.051308	0.042898	0.096238	0.048359
a	0.048710	0.061789	0.064965	0.058735	0.051061	0.065325	0.060836	0.059220	0.051931	0.054700	0.054232	0.082911	0.039702	0.052756	0.041828	0.079114	0.072186
red	0.049719	0.075087	0.060009	0.057003	0.053652	0.042400	0.051434	0.055574	0.058233	0.056054	0.069913	0.091901	0.053705	0.057444	0.038269	0.077359	0.052245
bridge	0.046812	0.059782	0.064282	0.049701	0.046036	0.057437	0.084796	0.060759	0.051301	0.064423	0.062028	0.071802	0.063515	0.056554	0.036221	0.079654	0.044899
.	0.056024	0.065825	0.067766	0.059202	0.044672	0.046476	0.053596	0.061385	0.049898	0.062748	0.069090	0.064354	0.058698	0.051689	0.054985	0.079119	0.054474
[SEP]	0.043976	0.078032	0.061861	0.045588	0.062855	0.043641	0.059148	0.057030	0.055870	0.055035	0.069390	0.062157	0.050958	0.040895	0.055871	0.084346	0.073345
