TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.056857	0.049336	0.063862	0.059155	0.063624	0.049890	0.060772	0.059289	0.067124	0.063439	0.075567	0.042942	0.050361	0.067401	0.052487	0.067650	0.050242
A	0.048177	0.066953	0.088420	0.046124	0.081135	0.052675	0.054957	0.072645	0.055287	0.070773	0.053797	0.027223	0.051590	0.066793	0.053856	0.054644	0.054950
boy	0.050171	0.049789	0.042527	0.062932	0.064671	0.063736	0.070830	0.080161	0.056612	0.071862	0.062371	0.041332	0.051573	0.088619	0.044167	0.035815	0.062831
is	0.048402	0.052138	0.055414	0.043333	0.074587	0.058839	0.059461	0.084650	0.052981	0.072129	0.070841	0.048384	0.075260	0.054475	0.056377	0.040333	0.052395
jumping	0.047374	0.071344	0.087240	0.048001	0.065457	0.043463	0.051931	0.067608	0.070872	0.063548	0.083782	0.031558	0.044775	0.065476	0.060264	0.046317	0.050992
on	0.052785	0.083709	0.048838	0.041666	0.090505	0.049028	0.042992	0.055057	0.080447	0.073198	0.084775	0.040201	0.057630	0.064445	0.039031	0.048371	0.047323
skate	0.053707	0.058018	0.084013	0.049914	0.064995	0.066842	0.061524	0.071103	0.063693	0.055023	0.061169	0.046861	0.060659	0.050945	0.040054	0.048168	0.063313
##board	0.050164	0.063056	0.066828	0.066490	0.079084	0.037028	0.075959	0.073037	0.071604	0.054666	0.069332	0.039876	0.051590	0.053235	0.060905	0.047674	0.039473
in	0.052776	0.083919	0.060029	0.072335	0.060386	0.056121	0.065291	0.056669	0.064124	0.081238	0.054654	0.052513	0.043218	0.047017	0.053232	0.061798	0.034677
the	0.061995	0.079318	0.060857	0.049497	0.063178	0.051873	0.065189	0.075939	0.063138	0.065855	0.055706	0.043906	0.046276	0.047860	0.052099	0.055780	0.061535
middle	0.062498	0.051436	0.060500	0.033693	0.070289	0.061518	0.073461	0.049403	0.069698	0.049612	0.062380	0.047727	0.063286	0.055757	0.065010	0.084125	0.039606
of	0.042936	0.061840	0.094213	0.041301	0.072082	0.101464	0.072555	0.051722	0.060895	0.063546	0.051052	0.040840	0.044688	0.047661	0.057483	0.051570	0.044152
a	0.079680	0.068509	0.061933	0.039847	0.062526	0.049179	0.046588	0.054635	0.073171	0.067066	0.055827	0.038676	0.051184	0.061813	0.063744	0.073831	0.051790
red	0.058496	0.076500	0.054457	0.045785	0.064405	0.042597	0.077128	0.038649	0.059513	0.070603	0.071769	0.045519	0.052548	0.062675	0.076298	0.065109	0.037949
bridge	0.071587	0.083239	0.060191	0.051714	0.060614	0.070976	0.048311	0.065065	0.053647	0.058727	0.075138	0.047425	0.057160	0.062309	0.036961	0.060394	0.036542
.	0.054813	0.056577	0.064064	0.041893	0.069700	0.073341	0.047899	0.072760	0.051972	0.059750	0.054355	0.047203	0.079920	0.070641	0.057754	0.049134	0.048222
[SEP]	0.054252	0.082935	0.046256	0.060842	0.060040	0.061734	0.049622	0.084872	0.066496	0.065947	0.052784	0.053246	0.054099	0.044059	0.056948	0.068349	0.037517
