TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.042579	0.061166	0.093154	0.053543	0.075470	0.055491	0.046304	0.037935	0.074524	0.085022	0.047781	0.036370	0.051123	0.052866	0.063909	0.060950	0.061813
A	0.047686	0.063833	0.077620	0.059693	0.075313	0.048648	0.064212	0.048013	0.114263	0.063645	0.039746	0.051574	0.034384	0.059277	0.076231	0.038278	0.037585
boy	0.087991	0.056693	0.049003	0.049983	0.045147	0.043925	0.046608	0.046030	0.080533	0.059737	0.081609	0.069222	0.061658	0.062090	0.051452	0.059857	0.048460
is	0.072290	0.071232	0.063682	0.065295	0.051292	0.050001	0.050784	0.034268	0.064266	0.070598	0.047002	0.046689	0.067455	0.080292	0.043239	0.058873	0.062743
jumping	0.048938	0.065265	0.057996	0.076850	0.046376	0.068023	0.044449	0.045729	0.046891	0.054667	0.084515	0.071777	0.048476	0.050164	0.063078	0.063059	0.063748
on	0.044643	0.052974	0.083296	0.095551	0.037523	0.047915	0.047215	0.035567	0.087340	0.054170	0.100040	0.061061	0.045050	0.043138	0.072301	0.045595	0.046622
skate	0.058787	0.052225	0.048675	0.079258	0.042170	0.041524	0.042663	0.051255	0.076355	0.060393	0.061212	0.040062	0.052931	0.047785	0.097653	0.083574	0.063480
##board	0.049212	0.070730	0.048948	0.090523	0.047612	0.042630	0.055390	0.045525	0.071451	0.082159	0.052178	0.056955	0.055814	0.068153	0.045202	0.044382	0.073135
in	0.044936	0.051642	0.068699	0.101195	0.063908	0.047796	0.045499	0.037375	0.068710	0.048322	0.081661	0.060761	0.053994	0.048232	0.064799	0.051073	0.061398
the	0.045248	0.076977	0.068747	0.072428	0.055775	0.050351	0.051564	0.045714	0.077445	0.064607	0.070808	0.059112	0.046532	0.059146	0.051574	0.058941	0.045032
middle	0.055561	0.077451	0.060460	0.062811	0.055364	0.073212	0.046179	0.049887	0.054678	0.059017	0.045130	0.068500	0.054199	0.062721	0.060418	0.056063	0.058349
of	0.047054	0.043830	0.078339	0.098911	0.042558	0.044532	0.053258	0.050202	0.099254	0.060711	0.049229	0.042513	0.052547	0.033304	0.064911	0.074428	0.064419
a	0.049465	0.081908	0.061610	0.077914	0.059784	0.047462	0.060251	0.032776	0.073991	0.045616	0.070467	0.073888	0.049653	0.056727	0.062982	0.045483	0.050022
red	0.053956	0.065487	0.085861	0.087413	0.067436	0.049487	0.056397	0.041129	0.084196	0.046156	0.048612	0.069573	0.036238	0.046228	0.071632	0.051005	0.039195
bridge	0.052175	0.040846	0.068907	0.090746	0.044426	0.050997	0.044208	0.037158	0.095539	0.064467	0.063775	0.050601	0.049877	0.048133	0.057239	0.067967	0.072937
.	0.063834	0.059053	0.098297	0.085776	0.045789	0.071532	0.061067	0.046117	0.071669	0.048907	0.046089	0.049856	0.053300	0.040563	0.057545	0.054213	0.046392
[SEP]	0.090897	0.057552	0.078126	0.070130	0.041200	0.053406	0.049538	0.038963	0.083471	0.077291	0.058048	0.050479	0.043559	0.066904	0.046693	0.049106	0.044639
