TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.055945	0.050158	0.051710	0.066636	0.068598	0.077474	0.063421	0.055252	0.043625	0.037355	0.057073	0.054263	0.083480	0.075380	0.044842	0.064918	0.049869
A	0.054117	0.040160	0.051483	0.069905	0.073266	0.069967	0.060907	0.045082	0.059573	0.035594	0.065538	0.052302	0.063622	0.092554	0.050476	0.060496	0.054960
boy	0.055865	0.042502	0.054066	0.054804	0.080272	0.058089	0.075893	0.052886	0.056711	0.034616	0.053881	0.043958	0.079687	0.073706	0.058582	0.080467	0.044015
is	0.053874	0.035811	0.071855	0.039812	0.076514	0.071370	0.080049	0.059774	0.045170	0.030541	0.057827	0.055998	0.089573	0.081407	0.053571	0.060860	0.035994
jumping	0.048923	0.043845	0.044775	0.066348	0.079216	0.073866	0.068851	0.044906	0.059383	0.032909	0.081282	0.038668	0.094908	0.080295	0.050489	0.045201	0.046136
on	0.046143	0.041562	0.044115	0.057888	0.066574	0.061308	0.072760	0.060673	0.050629	0.046719	0.057940	0.042465	0.104760	0.072773	0.053297	0.071236	0.049158
skate	0.071526	0.058028	0.055988	0.059019	0.065284	0.054008	0.067414	0.051521	0.043590	0.040297	0.086469	0.044104	0.076666	0.067502	0.043339	0.067549	0.047695
##board	0.071888	0.045672	0.053422	0.048728	0.056722	0.051505	0.044840	0.043161	0.060127	0.060048	0.087423	0.039964	0.091847	0.062818	0.058415	0.075324	0.048096
in	0.071943	0.046765	0.071860	0.049697	0.055628	0.065306	0.051470	0.060198	0.033865	0.043761	0.085005	0.060964	0.075905	0.070612	0.045869	0.062555	0.048598
the	0.061722	0.049750	0.046123	0.073668	0.058077	0.060168	0.037707	0.048018	0.048065	0.058209	0.068511	0.032202	0.095341	0.082602	0.055410	0.058623	0.065805
middle	0.046865	0.040657	0.038329	0.073940	0.059253	0.064822	0.073611	0.048522	0.041486	0.032338	0.052829	0.052389	0.110845	0.091955	0.060440	0.063062	0.048657
of	0.043701	0.038881	0.066559	0.064648	0.084084	0.061991	0.085155	0.045533	0.048856	0.053665	0.079714	0.036429	0.069983	0.056761	0.036041	0.062619	0.065381
a	0.073255	0.045550	0.032610	0.048130	0.054949	0.061960	0.048765	0.072664	0.059463	0.037770	0.061722	0.047890	0.099029	0.072496	0.060999	0.078797	0.043950
red	0.050338	0.045681	0.049256	0.074749	0.078737	0.064500	0.060721	0.049161	0.055475	0.033806	0.059166	0.041163	0.106517	0.071993	0.065318	0.048344	0.045075
bridge	0.051861	0.052750	0.051332	0.044880	0.085885	0.073998	0.075186	0.054105	0.055210	0.031183	0.058737	0.040668	0.082418	0.075917	0.052715	0.074782	0.038373
.	0.056034	0.046587	0.051618	0.052776	0.079455	0.066449	0.073768	0.059918	0.044495	0.049791	0.056912	0.041219	0.072586	0.056222	0.050743	0.080269	0.061159
[SEP]	0.043000	0.041057	0.046150	0.078001	0.053901	0.063834	0.072534	0.058261	0.060906	0.044986	0.048064	0.061439	0.077238	0.087429	0.054147	0.064011	0.045042
