TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.059057	0.069112	0.045381	0.044965	0.043359	0.042908	0.039243	0.082994	0.101137	0.055861	0.050901	0.068209	0.066872	0.047743	0.035408	0.080745	0.066104
A	0.065676	0.063782	0.054238	0.042407	0.038220	0.056926	0.047405	0.061725	0.079004	0.058753	0.092854	0.066677	0.055835	0.053801	0.060492	0.056816	0.045388
boy	0.063868	0.068220	0.047126	0.040212	0.039274	0.046177	0.051796	0.084961	0.100809	0.053664	0.060138	0.062047	0.074595	0.044476	0.059030	0.066090	0.037516
is	0.054509	0.057904	0.035514	0.050321	0.055735	0.061953	0.066953	0.059254	0.080470	0.055798	0.063485	0.069220	0.052706	0.053237	0.062344	0.052139	0.068457
jumping	0.043557	0.068014	0.045106	0.043837	0.052383	0.052081	0.049507	0.072385	0.058786	0.044628	0.078234	0.069207	0.074395	0.055611	0.070994	0.069449	0.051825
on	0.057291	0.064334	0.034156	0.033534	0.041612	0.051365	0.056242	0.066831	0.077107	0.058159	0.073537	0.101579	0.073540	0.042444	0.079591	0.043243	0.045435
skate	0.051317	0.069783	0.039170	0.040752	0.046151	0.054733	0.067465	0.072464	0.069312	0.061139	0.070903	0.075746	0.067500	0.050778	0.050634	0.065722	0.046431
##board	0.054685	0.048152	0.051867	0.051854	0.045270	0.051572	0.054036	0.047586	0.075302	0.070139	0.090574	0.067974	0.079222	0.039759	0.056905	0.053036	0.062067
in	0.050827	0.067428	0.037565	0.042806	0.050368	0.052785	0.054657	0.071955	0.073433	0.050091	0.068014	0.075887	0.077304	0.048920	0.074782	0.049777	0.053398
the	0.045220	0.074816	0.037163	0.038250	0.043691	0.051917	0.061214	0.086014	0.094164	0.047007	0.053980	0.060511	0.081833	0.057165	0.063947	0.048276	0.054833
middle	0.043304	0.054073	0.040049	0.046551	0.058537	0.048619	0.053606	0.071556	0.099063	0.066911	0.066494	0.095611	0.073758	0.036811	0.048506	0.046291	0.050260
of	0.058614	0.059040	0.042760	0.047655	0.032970	0.048573	0.066338	0.067114	0.087880	0.050155	0.068306	0.050470	0.083272	0.051196	0.078429	0.055528	0.051701
a	0.045798	0.045450	0.036074	0.041915	0.046464	0.051693	0.058545	0.077880	0.080945	0.069589	0.091950	0.066204	0.073425	0.042289	0.059339	0.051156	0.061284
red	0.052958	0.070797	0.045083	0.044238	0.031995	0.050286	0.055772	0.060964	0.076227	0.066977	0.094913	0.054673	0.067405	0.039240	0.044938	0.076293	0.067243
bridge	0.056113	0.054323	0.042689	0.057284	0.033195	0.070722	0.060463	0.065695	0.070919	0.046132	0.085037	0.059947	0.078688	0.050136	0.061386	0.061158	0.046114
.	0.055914	0.082894	0.040833	0.039845	0.057786	0.058663	0.064758	0.068102	0.083315	0.051269	0.053648	0.061558	0.059644	0.054955	0.062434	0.055747	0.048636
[SEP]	0.052788	0.083828	0.051924	0.041430	0.054697	0.047128	0.054744	0.062560	0.076212	0.050331	0.070189	0.067579	0.074075	0.042553	0.056192	0.054048	0.059721
