TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.047604	0.055288	0.055514	0.077865	0.058698	0.064562	0.037342	0.043831	0.048252	0.054989	0.078470	0.040813	0.056989	0.047840	0.061623	0.093625	0.076696
A	0.044120	0.086859	0.065059	0.070955	0.086435	0.051890	0.048553	0.036074	0.039394	0.046593	0.067499	0.043526	0.069162	0.049788	0.065267	0.064300	0.064529
boy	0.033383	0.047476	0.055894	0.083132	0.068896	0.059389	0.042175	0.060151	0.044473	0.060165	0.072464	0.041029	0.059509	0.049027	0.068901	0.089559	0.064375
is	0.035182	0.064865	0.062586	0.081395	0.071082	0.045886	0.036692	0.040325	0.050777	0.064557	0.053183	0.049916	0.062270	0.036595	0.065343	0.103912	0.075434
jumping	0.034650	0.064737	0.065959	0.063851	0.066682	0.067245	0.051484	0.051253	0.053877	0.059885	0.058091	0.052257	0.075219	0.043522	0.052043	0.058790	0.080455
on	0.033500	0.076458	0.058890	0.074650	0.065133	0.051048	0.048161	0.044993	0.055667	0.053467	0.068496	0.052264	0.062513	0.051389	0.065402	0.054699	0.083270
skate	0.032318	0.063338	0.071386	0.071828	0.081437	0.052310	0.036060	0.042421	0.057669	0.057301	0.063259	0.042506	0.060473	0.044182	0.068314	0.079450	0.075748
##board	0.032840	0.070888	0.062367	0.064612	0.064736	0.049321	0.043692	0.052376	0.068360	0.061172	0.076124	0.062969	0.055554	0.045755	0.055725	0.059290	0.074219
in	0.037186	0.055920	0.071531	0.060900	0.082111	0.066430	0.044378	0.041580	0.056671	0.051626	0.051125	0.047529	0.080129	0.040332	0.058969	0.071972	0.081610
the	0.026877	0.064308	0.080468	0.083322	0.072674	0.049402	0.040378	0.047729	0.042137	0.048877	0.050532	0.051576	0.050038	0.048292	0.070672	0.091830	0.080887
middle	0.032046	0.078745	0.065570	0.074213	0.052908	0.054788	0.045774	0.061721	0.051428	0.052259	0.062688	0.057345	0.054296	0.051200	0.071164	0.069156	0.064699
of	0.027245	0.055796	0.060883	0.078005	0.077484	0.043055	0.038377	0.047589	0.047530	0.059261	0.049618	0.046807	0.048447	0.052991	0.073772	0.103900	0.089241
a	0.029945	0.050843	0.058186	0.070513	0.078485	0.060549	0.044597	0.047173	0.056361	0.051095	0.077790	0.051859	0.055300	0.057072	0.059328	0.074973	0.075933
red	0.048400	0.056880	0.065094	0.068248	0.058222	0.062951	0.041506	0.049187	0.056110	0.051219	0.072163	0.048753	0.050503	0.047021	0.057709	0.090306	0.075729
bridge	0.025992	0.085938	0.056939	0.077817	0.079382	0.046975	0.039001	0.047407	0.052655	0.063968	0.072430	0.035802	0.049402	0.036704	0.066885	0.077256	0.085446
.	0.035591	0.059037	0.068187	0.057614	0.086493	0.067742	0.027832	0.054664	0.053072	0.050648	0.060181	0.047956	0.080311	0.037290	0.058582	0.069330	0.085470
[SEP]	0.047151	0.062478	0.061400	0.079208	0.055704	0.072753	0.050588	0.052797	0.044916	0.052552	0.068617	0.057073	0.059381	0.046405	0.057630	0.067961	0.063385
