TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.070736	0.033737	0.065980	0.052577	0.043056	0.055068	0.051706	0.079673	0.064448	0.072840	0.096017	0.042196	0.040794	0.073840	0.052334	0.053609	0.051390
A	0.074212	0.034066	0.059910	0.042782	0.049134	0.044299	0.045501	0.080412	0.061670	0.055532	0.066882	0.046689	0.070906	0.090240	0.059976	0.051275	0.066514
boy	0.075236	0.059620	0.055290	0.051655	0.037623	0.067452	0.044023	0.043937	0.056982	0.076449	0.069385	0.039837	0.074827	0.087480	0.048407	0.069176	0.042622
is	0.077203	0.038695	0.090680	0.057976	0.043835	0.038572	0.035605	0.061506	0.046784	0.069363	0.064738	0.052440	0.077421	0.098350	0.052326	0.050240	0.044267
jumping	0.074715	0.044756	0.066319	0.040320	0.048820	0.047314	0.040917	0.075107	0.064155	0.068453	0.059137	0.050672	0.067211	0.091173	0.050640	0.063661	0.046631
on	0.065131	0.033667	0.081011	0.044417	0.051438	0.039879	0.043685	0.075630	0.063628	0.068086	0.084289	0.042666	0.069937	0.082046	0.060122	0.047157	0.047211
skate	0.080549	0.035961	0.060351	0.067620	0.055080	0.039370	0.044694	0.072094	0.051075	0.054427	0.075691	0.038408	0.062404	0.078932	0.077959	0.056007	0.049379
##board	0.061502	0.044830	0.067525	0.052810	0.051958	0.056944	0.048762	0.062402	0.060239	0.046092	0.060771	0.039290	0.072366	0.098758	0.074722	0.052684	0.048347
in	0.056114	0.045610	0.058495	0.050380	0.054302	0.049603	0.068652	0.066515	0.053724	0.060810	0.071239	0.049594	0.077131	0.084732	0.050022	0.053495	0.049583
the	0.065534	0.045169	0.072139	0.049008	0.046965	0.048311	0.050234	0.077554	0.048115	0.056077	0.068851	0.047494	0.061214	0.104604	0.050485	0.055650	0.052594
middle	0.076747	0.052428	0.058513	0.055427	0.050882	0.063089	0.048057	0.053642	0.059340	0.054303	0.067507	0.046991	0.060616	0.076772	0.061684	0.061988	0.052016
of	0.049993	0.035097	0.086059	0.047150	0.054290	0.032502	0.048336	0.099654	0.053701	0.054886	0.071397	0.066249	0.065411	0.088000	0.038238	0.055119	0.053918
a	0.062657	0.030910	0.051933	0.055224	0.069360	0.039149	0.042224	0.086042	0.048297	0.058037	0.080976	0.044942	0.092363	0.090114	0.051696	0.036674	0.059403
red	0.069909	0.038579	0.075544	0.052975	0.047898	0.036603	0.044988	0.068497	0.048137	0.064554	0.075704	0.048072	0.077788	0.088952	0.053351	0.045316	0.063133
bridge	0.064814	0.039013	0.092840	0.054491	0.062976	0.045261	0.065631	0.059905	0.051242	0.070620	0.054102	0.048786	0.067386	0.085179	0.046772	0.057984	0.032998
.	0.054468	0.038809	0.060588	0.049405	0.052622	0.049844	0.049385	0.074258	0.059782	0.064280	0.058459	0.051121	0.087632	0.106223	0.049851	0.050992	0.042280
[SEP]	0.051915	0.045060	0.043195	0.043481	0.072009	0.051792	0.056742	0.058897	0.050593	0.050646	0.059480	0.050695	0.096534	0.089011	0.052388	0.057305	0.070256
