TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.061044	0.053944	0.063772	0.060155	0.099876	0.055750	0.063607	0.064466	0.045013	0.047239	0.049136	0.050999	0.064561	0.069747	0.039291	0.060727	0.050673
A	0.049788	0.061250	0.053012	0.057420	0.054641	0.064808	0.049859	0.052539	0.059231	0.065944	0.050930	0.063646	0.077314	0.051299	0.064383	0.050869	0.073066
boy	0.079864	0.056801	0.036267	0.031333	0.065434	0.059632	0.054463	0.046900	0.049244	0.086679	0.040894	0.073086	0.063115	0.068179	0.034002	0.059751	0.094355
is	0.059357	0.061292	0.040962	0.047657	0.049215	0.065556	0.053890	0.082310	0.053706	0.075606	0.040314	0.061366	0.075884	0.070786	0.049590	0.057817	0.054694
jumping	0.050459	0.072652	0.039831	0.067471	0.063742	0.062456	0.054203	0.055140	0.046681	0.070274	0.043468	0.065150	0.089872	0.058690	0.046495	0.051641	0.061776
on	0.059091	0.056722	0.048238	0.060392	0.050143	0.080866	0.058935	0.052146	0.049150	0.068826	0.049625	0.055329	0.060480	0.063203	0.077599	0.063404	0.045850
skate	0.052648	0.069402	0.050669	0.049677	0.049701	0.098135	0.074845	0.046875	0.067479	0.052307	0.036153	0.039606	0.076678	0.053687	0.062553	0.070401	0.049183
##board	0.050827	0.080584	0.038153	0.053373	0.078406	0.095227	0.064513	0.053277	0.063747	0.054766	0.039613	0.059972	0.054265	0.053616	0.043255	0.050130	0.066275
in	0.059318	0.061595	0.044103	0.055429	0.067074	0.074028	0.049783	0.069761	0.053612	0.067842	0.052792	0.061598	0.064773	0.065668	0.042657	0.044231	0.065738
the	0.049942	0.079997	0.037045	0.060779	0.059809	0.076392	0.067418	0.051467	0.049697	0.056324	0.056406	0.061130	0.069541	0.042289	0.044238	0.073451	0.064075
middle	0.043677	0.063865	0.056257	0.055338	0.052004	0.060315	0.059066	0.059793	0.045791	0.060859	0.059416	0.060278	0.072976	0.053127	0.055963	0.087791	0.053485
of	0.053232	0.071697	0.043992	0.064106	0.082060	0.064071	0.056797	0.048436	0.048469	0.059062	0.047810	0.058377	0.070308	0.060650	0.035820	0.065668	0.069443
a	0.058833	0.057876	0.056896	0.042457	0.051668	0.051552	0.069449	0.051611	0.046330	0.063672	0.055449	0.054819	0.072657	0.079140	0.066141	0.056641	0.064810
red	0.066341	0.072368	0.050522	0.068349	0.059921	0.066740	0.049036	0.060550	0.041049	0.072084	0.047782	0.048855	0.049999	0.058440	0.041635	0.081180	0.065147
bridge	0.048851	0.080609	0.048156	0.056102	0.048651	0.066826	0.071364	0.067046	0.052547	0.065235	0.044304	0.061088	0.077177	0.057844	0.044925	0.060192	0.049084
.	0.062245	0.068412	0.054869	0.052045	0.064181	0.061924	0.066262	0.070101	0.041831	0.065528	0.049897	0.050824	0.069753	0.047988	0.051759	0.065842	0.056540
[SEP]	0.063080	0.071497	0.058753	0.065128	0.044987	0.065586	0.071209	0.058316	0.053898	0.049430	0.068401	0.066416	0.057490	0.051115	0.055629	0.048263	0.050800
