TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.085338	0.038451	0.065444	0.067885	0.053749	0.048887	0.069225	0.061724	0.054814	0.067342	0.045347	0.062144	0.064084	0.052589	0.045219	0.070005	0.047754
A	0.049919	0.050035	0.074617	0.061902	0.061962	0.047199	0.088166	0.063158	0.056408	0.060838	0.055889	0.064836	0.039529	0.070034	0.054486	0.051386	0.049637
boy	0.088059	0.048663	0.095488	0.059635	0.039230	0.049465	0.064127	0.065487	0.066945	0.038406	0.047730	0.067411	0.046438	0.070837	0.052981	0.061398	0.037701
is	0.053553	0.041001	0.047894	0.047757	0.055071	0.080665	0.061586	0.055928	0.063462	0.053287	0.051523	0.066174	0.063822	0.077635	0.050135	0.081159	0.049347
jumping	0.063459	0.035917	0.062824	0.066951	0.046885	0.046988	0.087523	0.061316	0.078332	0.051057	0.046953	0.065079	0.043242	0.079510	0.047354	0.072729	0.043882
on	0.063006	0.045385	0.066218	0.056974	0.058865	0.047120	0.084471	0.073147	0.070492	0.056123	0.048792	0.064120	0.057911	0.060359	0.039714	0.055865	0.051437
skate	0.053767	0.049113	0.061681	0.072124	0.056642	0.042648	0.081115	0.071328	0.077149	0.042806	0.038282	0.053207	0.046264	0.071135	0.062815	0.066932	0.052994
##board	0.067082	0.047056	0.053286	0.061957	0.049432	0.056019	0.069503	0.062344	0.088047	0.043559	0.039597	0.055762	0.062256	0.070550	0.056872	0.071424	0.045254
in	0.051889	0.057315	0.054855	0.063703	0.055328	0.073694	0.069453	0.058452	0.055128	0.045985	0.054527	0.063183	0.061685	0.078844	0.046602	0.074321	0.035037
the	0.052346	0.043441	0.063989	0.065186	0.073980	0.052336	0.070263	0.057802	0.059265	0.053548	0.057906	0.049973	0.070310	0.065378	0.046350	0.064205	0.053721
middle	0.057689	0.040212	0.052412	0.089075	0.047979	0.052125	0.086849	0.060058	0.062432	0.042232	0.050205	0.057167	0.060036	0.092396	0.048617	0.056734	0.043782
of	0.061805	0.052310	0.056779	0.080881	0.047980	0.053013	0.091056	0.069221	0.053387	0.054673	0.049083	0.056173	0.060639	0.059686	0.052650	0.065090	0.035575
a	0.062562	0.054768	0.056341	0.047536	0.050579	0.047808	0.074157	0.055083	0.069929	0.051777	0.055235	0.077177	0.042190	0.076629	0.050913	0.068098	0.059221
red	0.065267	0.056513	0.053142	0.065807	0.051712	0.055789	0.073463	0.052352	0.051120	0.052912	0.065662	0.062689	0.055113	0.095230	0.043039	0.055455	0.044735
bridge	0.062809	0.040461	0.079765	0.051555	0.052284	0.065954	0.059737	0.063173	0.059661	0.064085	0.049373	0.066653	0.058369	0.087626	0.047203	0.051072	0.040220
.	0.045094	0.057324	0.049064	0.071383	0.053774	0.047192	0.107954	0.069240	0.075095	0.039539	0.053714	0.035140	0.050325	0.060083	0.051800	0.073267	0.060013
[SEP]	0.063149	0.035523	0.068094	0.060071	0.044775	0.060422	0.074719	0.060092	0.076654	0.036925	0.047108	0.071605	0.064140	0.092036	0.042411	0.064317	0.037960
