TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.055461	0.062205	0.061687	0.060879	0.055548	0.052323	0.059677	0.063236	0.047481	0.063012	0.050857	0.081891	0.049493	0.057563	0.053574	0.061158	0.063954
A	0.085222	0.061391	0.047735	0.047670	0.043030	0.066035	0.073514	0.045534	0.061108	0.070918	0.053211	0.068248	0.047816	0.051357	0.053715	0.059052	0.064444
boy	0.068783	0.072888	0.049352	0.042853	0.043570	0.076311	0.084424	0.065041	0.044882	0.054652	0.034523	0.095847	0.046149	0.051249	0.052372	0.059075	0.058028
is	0.107750	0.054974	0.064687	0.044014	0.058489	0.045836	0.064756	0.051275	0.041457	0.088179	0.048029	0.072305	0.053651	0.051973	0.035088	0.046386	0.071151
jumping	0.103630	0.064600	0.069752	0.042929	0.050450	0.043332	0.067361	0.075020	0.066298	0.049680	0.049764	0.058105	0.047045	0.054508	0.051500	0.066760	0.039268
on	0.074170	0.058394	0.050518	0.040818	0.038638	0.048349	0.064738	0.063751	0.052714	0.084626	0.049779	0.088926	0.059213	0.061251	0.058232	0.054856	0.051028
skate	0.073450	0.051150	0.046315	0.043076	0.056806	0.068636	0.063153	0.054884	0.051001	0.067652	0.038606	0.060462	0.068484	0.072077	0.075166	0.051231	0.057850
##board	0.076623	0.047367	0.057223	0.047211	0.051909	0.073488	0.045821	0.070964	0.042883	0.053179	0.054224	0.082356	0.059443	0.055894	0.053081	0.055771	0.072563
in	0.083845	0.047331	0.055821	0.041327	0.046921	0.059595	0.070220	0.055695	0.048431	0.074063	0.050172	0.069801	0.063992	0.062178	0.058892	0.056052	0.055665
the	0.065675	0.052574	0.063366	0.049951	0.044920	0.071810	0.065284	0.055842	0.051012	0.056596	0.043810	0.097290	0.041083	0.058666	0.052879	0.061569	0.067672
middle	0.069826	0.075011	0.033857	0.054451	0.046776	0.049668	0.073807	0.068770	0.052827	0.046126	0.038606	0.063103	0.065458	0.063881	0.072603	0.074365	0.050866
of	0.086937	0.053715	0.049911	0.050969	0.042556	0.051883	0.080950	0.053050	0.048125	0.064743	0.039801	0.076131	0.063130	0.061259	0.061554	0.049997	0.065288
a	0.123002	0.067002	0.039593	0.040856	0.044010	0.048536	0.062536	0.050883	0.077115	0.070037	0.039036	0.077620	0.040690	0.060360	0.052312	0.054745	0.051666
red	0.095171	0.050706	0.041161	0.038667	0.043295	0.055730	0.092315	0.067876	0.060973	0.062096	0.031607	0.083996	0.058566	0.058326	0.050995	0.057721	0.050800
bridge	0.117034	0.042758	0.064218	0.045799	0.049945	0.053106	0.076666	0.058457	0.059263	0.066888	0.044783	0.058018	0.047057	0.049147	0.049113	0.047427	0.070320
.	0.073849	0.045850	0.051671	0.045313	0.068817	0.045181	0.047380	0.073614	0.035721	0.065861	0.048228	0.068877	0.072743	0.065376	0.057396	0.064313	0.069811
[SEP]	0.078602	0.043957	0.067549	0.040073	0.052824	0.055205	0.088756	0.077284	0.035979	0.049785	0.044872	0.095729	0.056366	0.046810	0.047995	0.064386	0.053827
