TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.058498	0.086210	0.078164	0.044525	0.050601	0.045473	0.065245	0.061625	0.063943	0.052598	0.055784	0.055280	0.057354	0.089566	0.036175	0.051868	0.047092
A	0.052926	0.088738	0.066494	0.055112	0.036849	0.060322	0.046790	0.047649	0.059324	0.044295	0.064223	0.046413	0.069051	0.084053	0.050235	0.092536	0.034990
boy	0.052943	0.072252	0.055512	0.053871	0.042768	0.059317	0.066530	0.065824	0.046995	0.042699	0.062781	0.068534	0.068241	0.068309	0.057694	0.050829	0.064899
is	0.065658	0.064023	0.079628	0.050177	0.047538	0.051553	0.072220	0.057756	0.057375	0.048271	0.084016	0.049375	0.065668	0.069448	0.049709	0.045950	0.041637
jumping	0.044789	0.069767	0.052831	0.041995	0.050942	0.061037	0.065023	0.063186	0.046118	0.048504	0.065661	0.095244	0.050809	0.073566	0.048767	0.071180	0.050581
on	0.058257	0.077556	0.052271	0.064081	0.047888	0.054656	0.064212	0.047443	0.050422	0.046314	0.063340	0.063891	0.048038	0.082950	0.043828	0.088499	0.046356
skate	0.045940	0.065622	0.070899	0.054196	0.035622	0.058130	0.051453	0.066225	0.060380	0.031287	0.079136	0.069074	0.059732	0.085241	0.046885	0.087776	0.032402
##board	0.041089	0.073454	0.072116	0.040673	0.054763	0.051801	0.059832	0.059884	0.060242	0.067043	0.055678	0.058523	0.068443	0.062682	0.056564	0.062934	0.054279
in	0.052067	0.054190	0.064069	0.039416	0.048395	0.053644	0.077504	0.064292	0.051011	0.050424	0.058543	0.078167	0.052201	0.084173	0.043838	0.078260	0.049808
the	0.044002	0.059921	0.053289	0.053181	0.056992	0.060694	0.073916	0.070426	0.048568	0.052678	0.066871	0.063150	0.050177	0.062736	0.040224	0.086114	0.057063
middle	0.051230	0.075061	0.075737	0.068630	0.041907	0.045670	0.077443	0.059525	0.072363	0.052903	0.060884	0.047165	0.058169	0.069571	0.058462	0.041424	0.043857
of	0.054374	0.060315	0.064973	0.042020	0.040096	0.055925	0.071431	0.077614	0.039250	0.043449	0.061752	0.066392	0.066457	0.086730	0.044522	0.084118	0.040582
a	0.040505	0.091040	0.067695	0.045421	0.050675	0.057296	0.066356	0.053729	0.052916	0.055557	0.064863	0.048465	0.054641	0.079407	0.048403	0.065397	0.057635
red	0.045620	0.083986	0.061309	0.043630	0.032586	0.062221	0.076839	0.067891	0.055712	0.050799	0.048351	0.062134	0.048692	0.095114	0.052004	0.061479	0.051633
bridge	0.038229	0.057985	0.055814	0.038742	0.063983	0.059392	0.077160	0.058599	0.062240	0.061128	0.070121	0.060751	0.041509	0.084584	0.047381	0.062738	0.059645
.	0.055264	0.046965	0.056412	0.037315	0.038435	0.065545	0.083639	0.067715	0.068825	0.065914	0.065827	0.057806	0.053240	0.068753	0.055984	0.067273	0.045087
[SEP]	0.045705	0.045397	0.074143	0.044666	0.029578	0.064134	0.080177	0.067735	0.058056	0.068485	0.069737	0.062542	0.052583	0.066034	0.072763	0.053186	0.045080
