TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.079005	0.065206	0.049498	0.054259	0.048587	0.086361	0.055775	0.057890	0.054315	0.057901	0.066532	0.050394	0.060022	0.075418	0.038168	0.044455	0.056214
A	0.074509	0.070564	0.049276	0.055379	0.052113	0.079713	0.046158	0.044575	0.043518	0.055449	0.079308	0.049335	0.048658	0.073411	0.076182	0.046147	0.055707
boy	0.072147	0.065887	0.040393	0.051458	0.057683	0.064615	0.036450	0.047908	0.045378	0.048827	0.080481	0.061199	0.058151	0.074697	0.060867	0.064925	0.068934
is	0.071149	0.070044	0.039544	0.059964	0.055362	0.057505	0.034698	0.044664	0.049689	0.046634	0.055561	0.053959	0.063776	0.074778	0.082248	0.073609	0.066816
jumping	0.069504	0.068270	0.046728	0.078645	0.053308	0.062262	0.038403	0.059390	0.036375	0.042781	0.070553	0.069785	0.063348	0.065874	0.067623	0.041614	0.065536
on	0.076861	0.066039	0.067072	0.056367	0.043958	0.059557	0.049107	0.058708	0.039173	0.065179	0.074104	0.046723	0.051388	0.070954	0.061392	0.049162	0.064255
skate	0.082805	0.062326	0.060087	0.050137	0.037953	0.072366	0.050889	0.050444	0.036264	0.068639	0.074369	0.060161	0.060068	0.060472	0.062026	0.043168	0.067824
##board	0.052134	0.060304	0.059492	0.065520	0.066255	0.059036	0.050923	0.049642	0.056104	0.047784	0.063087	0.051118	0.053469	0.062675	0.079727	0.062926	0.059803
in	0.079678	0.059077	0.061431	0.054738	0.048113	0.052272	0.038863	0.057220	0.037443	0.077163	0.069547	0.061193	0.049031	0.063488	0.082737	0.051653	0.056354
the	0.064612	0.060840	0.067604	0.075357	0.049755	0.047061	0.049920	0.055035	0.052121	0.037179	0.077524	0.056745	0.048895	0.069898	0.058375	0.059763	0.069317
middle	0.091737	0.059303	0.049549	0.058005	0.039476	0.061848	0.034870	0.050662	0.051983	0.064846	0.111447	0.044601	0.049972	0.060729	0.060295	0.063274	0.047404
of	0.054096	0.058140	0.061064	0.054196	0.052714	0.068141	0.052638	0.050572	0.041028	0.054848	0.072840	0.068916	0.080595	0.063821	0.047599	0.052274	0.066519
a	0.061251	0.067701	0.074007	0.048526	0.051124	0.063025	0.055885	0.053507	0.049057	0.074722	0.056748	0.057285	0.051021	0.055017	0.051077	0.055561	0.074485
red	0.085382	0.067163	0.052135	0.056083	0.046938	0.066919	0.047265	0.047815	0.055428	0.060778	0.075980	0.049421	0.055162	0.073080	0.049232	0.049336	0.061884
bridge	0.063714	0.064733	0.058188	0.079184	0.054809	0.064099	0.053453	0.053529	0.051339	0.040295	0.067440	0.065212	0.055827	0.052708	0.068031	0.043800	0.063640
.	0.076618	0.061201	0.044341	0.081914	0.044825	0.100561	0.048522	0.051979	0.055538	0.038705	0.065322	0.054042	0.049459	0.056455	0.058118	0.050557	0.061843
[SEP]	0.080660	0.071274	0.044418	0.052877	0.049080	0.066706	0.044489	0.055281	0.045507	0.049282	0.064402	0.065454	0.058043	0.080444	0.047567	0.050462	0.074053
