TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.035778	0.053665	0.078969	0.059833	0.060463	0.060770	0.057863	0.041993	0.074557	0.061470	0.072420	0.034241	0.065829	0.058838	0.065340	0.046607	0.071364
A	0.044148	0.072955	0.060993	0.056182	0.051160	0.076934	0.070018	0.036191	0.087916	0.059604	0.045750	0.041719	0.080601	0.040003	0.063442	0.049954	0.062431
boy	0.059265	0.048748	0.056447	0.050469	0.055936	0.056160	0.072169	0.047889	0.069388	0.062183	0.063228	0.058015	0.075589	0.053852	0.048562	0.054809	0.067291
is	0.046299	0.054500	0.073529	0.050479	0.078437	0.052879	0.066372	0.046793	0.070102	0.070271	0.055148	0.043831	0.058229	0.052051	0.063717	0.054235	0.063128
jumping	0.064063	0.038633	0.073191	0.056863	0.049559	0.064143	0.058207	0.031054	0.059884	0.075036	0.072735	0.044521	0.056629	0.072846	0.061645	0.073167	0.047824
on	0.049873	0.037861	0.061596	0.057680	0.066706	0.057603	0.066526	0.062940	0.073185	0.053921	0.056657	0.042959	0.063963	0.061599	0.062439	0.065522	0.058970
skate	0.052825	0.050286	0.080417	0.059197	0.066583	0.052215	0.033763	0.045056	0.054532	0.066947	0.065379	0.052498	0.067903	0.070998	0.065891	0.051034	0.064476
##board	0.046354	0.048222	0.068163	0.058022	0.056162	0.041763	0.056425	0.054502	0.069579	0.068871	0.067399	0.063014	0.066281	0.055289	0.058560	0.061255	0.060140
in	0.053589	0.050478	0.069821	0.051145	0.049943	0.060340	0.048702	0.049832	0.049988	0.066031	0.056886	0.050675	0.087967	0.064029	0.074351	0.044088	0.072134
the	0.047794	0.053922	0.069628	0.061242	0.070890	0.057827	0.048427	0.043942	0.056638	0.056258	0.068945	0.045521	0.063753	0.066246	0.072312	0.066533	0.050122
middle	0.057427	0.033342	0.058911	0.040763	0.051637	0.056049	0.058192	0.048100	0.071658	0.076625	0.057504	0.056643	0.087627	0.051075	0.073109	0.053937	0.067400
of	0.049675	0.070642	0.082921	0.053979	0.071069	0.059220	0.065784	0.044904	0.049649	0.057538	0.056145	0.044048	0.061509	0.073206	0.047075	0.045345	0.067292
a	0.050804	0.060313	0.072373	0.054489	0.050990	0.061046	0.053926	0.038459	0.060777	0.060775	0.061240	0.048355	0.074862	0.062652	0.056718	0.058638	0.073585
red	0.057042	0.069825	0.073261	0.047888	0.038498	0.063325	0.050558	0.040396	0.054251	0.083233	0.064811	0.046813	0.069436	0.064099	0.055750	0.055209	0.065605
bridge	0.074672	0.061745	0.053029	0.049240	0.045428	0.057372	0.078438	0.048238	0.059288	0.063331	0.066941	0.049533	0.054079	0.048693	0.079930	0.058180	0.051864
.	0.068154	0.052585	0.071898	0.054747	0.045470	0.074149	0.061367	0.045853	0.063369	0.060657	0.064639	0.047432	0.069472	0.061486	0.054428	0.050334	0.053960
[SEP]	0.056785	0.042137	0.078846	0.052229	0.057253	0.065413	0.061923	0.032173	0.057670	0.076030	0.053427	0.056104	0.074839	0.051443	0.067416	0.057826	0.058487
