TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.047432	0.085244	0.051417	0.044588	0.038942	0.080368	0.059616	0.073113	0.065575	0.047765	0.050976	0.040567	0.064197	0.057570	0.047187	0.069589	0.075851
A	0.050508	0.061151	0.058411	0.054939	0.067421	0.105018	0.058674	0.055947	0.060737	0.046750	0.041291	0.084671	0.053601	0.042885	0.051579	0.057088	0.049332
boy	0.054580	0.076394	0.038164	0.057568	0.056806	0.061734	0.058303	0.050458	0.047889	0.052851	0.063242	0.057746	0.068691	0.053163	0.061742	0.065370	0.075300
is	0.040809	0.058221	0.066463	0.053463	0.062878	0.079516	0.060427	0.070600	0.070615	0.037684	0.051347	0.060132	0.044877	0.046014	0.048225	0.088281	0.060448
jumping	0.044767	0.063340	0.047286	0.061349	0.065192	0.074472	0.050956	0.055810	0.054722	0.048139	0.082833	0.060504	0.061145	0.044912	0.068174	0.064111	0.052288
on	0.055247	0.086815	0.046190	0.056417	0.051878	0.080235	0.054944	0.078386	0.064696	0.050657	0.046579	0.054669	0.058004	0.049973	0.051359	0.059132	0.054818
skate	0.056247	0.050478	0.045492	0.051198	0.052860	0.081779	0.039605	0.068466	0.054136	0.073474	0.048161	0.058747	0.071147	0.052790	0.069074	0.068571	0.057774
##board	0.075362	0.095490	0.040176	0.050131	0.051090	0.066986	0.043041	0.046530	0.055128	0.043396	0.048775	0.060554	0.076291	0.064109	0.059189	0.070572	0.053180
in	0.062333	0.078482	0.044287	0.054606	0.058921	0.076663	0.048938	0.061059	0.053985	0.034313	0.060253	0.048536	0.066157	0.054110	0.070053	0.065646	0.061658
the	0.061167	0.069756	0.043476	0.051033	0.049647	0.095135	0.045756	0.068472	0.062377	0.061152	0.046994	0.046927	0.066303	0.058134	0.042017	0.070767	0.060886
middle	0.053729	0.063815	0.072554	0.039420	0.062983	0.056917	0.052390	0.063333	0.063782	0.047755	0.055566	0.056159	0.066137	0.068334	0.045157	0.052078	0.079889
of	0.051942	0.063631	0.087765	0.043540	0.059499	0.081345	0.049510	0.050894	0.064009	0.042688	0.060937	0.060882	0.054761	0.063876	0.041540	0.065786	0.057395
a	0.060311	0.074396	0.047104	0.041860	0.063567	0.069639	0.063123	0.061212	0.065058	0.049576	0.048330	0.060706	0.052089	0.059170	0.063688	0.068470	0.051701
red	0.059847	0.067102	0.049824	0.041546	0.053375	0.079820	0.067663	0.059419	0.079131	0.052148	0.061270	0.060284	0.055836	0.047629	0.050333	0.063472	0.051301
bridge	0.066824	0.120210	0.041982	0.050292	0.050122	0.081038	0.059407	0.050243	0.042885	0.046491	0.062700	0.062073	0.049063	0.050514	0.051404	0.056041	0.058711
.	0.067649	0.070789	0.042790	0.059886	0.032892	0.064259	0.046913	0.079559	0.082307	0.040860	0.047687	0.052556	0.069267	0.050944	0.070252	0.068649	0.052740
[SEP]	0.066571	0.078976	0.050423	0.054449	0.044948	0.095429	0.059623	0.052655	0.062249	0.048457	0.043972	0.067072	0.043818	0.044126	0.048360	0.077535	0.061338
