TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.061534	0.062215	0.058233	0.053586	0.073744	0.074270	0.074757	0.051520	0.048490	0.043231	0.036054	0.080538	0.044070	0.050546	0.085150	0.061229	0.040830
A	0.046217	0.048377	0.062471	0.038604	0.075001	0.057158	0.056258	0.042397	0.078537	0.086765	0.048960	0.093683	0.050342	0.050677	0.054889	0.059227	0.050436
boy	0.060527	0.058608	0.067119	0.044619	0.062192	0.083636	0.054529	0.047779	0.069623	0.067420	0.040540	0.070593	0.051506	0.055244	0.075376	0.043126	0.047562
is	0.050129	0.052640	0.065277	0.047811	0.063430	0.073019	0.054611	0.044655	0.087360	0.083564	0.047628	0.071201	0.057858	0.042170	0.056947	0.051195	0.050506
jumping	0.039621	0.068471	0.078642	0.048386	0.076270	0.061026	0.049704	0.052641	0.055756	0.081784	0.051563	0.113603	0.054891	0.038846	0.044301	0.046497	0.037998
on	0.036678	0.090720	0.061732	0.037809	0.072176	0.074180	0.054487	0.039164	0.055405	0.063524	0.041936	0.073754	0.059325	0.057301	0.083968	0.055336	0.042506
skate	0.043865	0.058493	0.089467	0.056731	0.067956	0.065882	0.056504	0.048272	0.062318	0.062266	0.043682	0.079353	0.043030	0.061322	0.069285	0.048587	0.042985
##board	0.044953	0.061417	0.073076	0.051880	0.077174	0.073555	0.056293	0.045657	0.071416	0.066529	0.041747	0.054533	0.044752	0.044790	0.077017	0.063474	0.051736
in	0.046717	0.064906	0.077234	0.040637	0.088630	0.077208	0.061586	0.050857	0.049618	0.056154	0.052322	0.071958	0.054504	0.053385	0.061483	0.046113	0.046690
the	0.044208	0.067295	0.057949	0.048941	0.054103	0.068015	0.062376	0.046060	0.066948	0.081316	0.050548	0.067424	0.055319	0.050938	0.058146	0.064631	0.055783
middle	0.047558	0.057891	0.084099	0.053221	0.056618	0.055548	0.052478	0.050714	0.072392	0.069402	0.044557	0.077710	0.042472	0.052978	0.068344	0.063158	0.050858
of	0.056227	0.050618	0.071056	0.045565	0.066426	0.072477	0.051198	0.050044	0.065630	0.060068	0.048302	0.077575	0.059408	0.047458	0.071823	0.051953	0.054172
a	0.045452	0.085209	0.070195	0.051606	0.066412	0.048605	0.055498	0.048087	0.067080	0.073342	0.063731	0.063558	0.041864	0.035599	0.058987	0.080882	0.043894
red	0.052076	0.062176	0.047298	0.047847	0.060375	0.068881	0.050384	0.048516	0.076074	0.064432	0.063062	0.065462	0.048717	0.062467	0.072225	0.067241	0.042767
bridge	0.037617	0.056801	0.063727	0.045169	0.062968	0.070809	0.045039	0.037391	0.052978	0.093141	0.052508	0.057221	0.075669	0.049727	0.075883	0.058742	0.064611
.	0.054235	0.071860	0.064526	0.055858	0.054568	0.051850	0.065542	0.049317	0.073801	0.073550	0.043310	0.060757	0.043114	0.066350	0.061367	0.060622	0.049372
[SEP]	0.047894	0.066240	0.065842	0.059999	0.058547	0.060086	0.059681	0.047869	0.064859	0.064483	0.049524	0.055379	0.049460	0.057167	0.076332	0.053349	0.063288
