TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.064334	0.064269	0.039315	0.067723	0.073097	0.040216	0.056547	0.051250	0.040772	0.050784	0.025553	0.040392	0.076520	0.077104	0.060630	0.081032	0.090462
A	0.052105	0.043612	0.056703	0.059252	0.064406	0.057661	0.062850	0.061490	0.078460	0.059535	0.039391	0.068989	0.055658	0.069957	0.044244	0.048445	0.077241
boy	0.051937	0.039544	0.061757	0.052545	0.063222	0.061325	0.052989	0.068262	0.044422	0.065169	0.049518	0.049372	0.060785	0.066227	0.058334	0.056332	0.098258
is	0.057605	0.049263	0.053886	0.048065	0.066452	0.051516	0.045116	0.093327	0.053117	0.066615	0.040591	0.052571	0.057813	0.059808	0.063151	0.058036	0.083068
jumping	0.068071	0.054289	0.045620	0.068621	0.066248	0.049125	0.054616	0.058177	0.057030	0.052218	0.042099	0.048196	0.061570	0.064686	0.062490	0.066075	0.080868
on	0.059725	0.037144	0.050105	0.076470	0.069133	0.060128	0.063026	0.063401	0.057529	0.068133	0.037089	0.052611	0.052847	0.069086	0.054673	0.050596	0.078305
skate	0.058992	0.050664	0.051183	0.068093	0.055334	0.055851	0.050244	0.050077	0.060130	0.052235	0.041995	0.062982	0.059126	0.069818	0.041084	0.058623	0.113570
##board	0.071895	0.053515	0.048219	0.073675	0.062155	0.056209	0.067047	0.065258	0.061888	0.057449	0.046781	0.056183	0.042663	0.066557	0.048013	0.054478	0.068015
in	0.051848	0.065843	0.045432	0.059789	0.057148	0.051678	0.058230	0.072952	0.057605	0.064872	0.050458	0.056391	0.057433	0.072606	0.044810	0.051336	0.081572
the	0.065580	0.050196	0.063010	0.071272	0.064427	0.041177	0.049081	0.058006	0.046277	0.073607	0.043316	0.052330	0.042143	0.075198	0.065557	0.050490	0.088332
middle	0.072265	0.044172	0.061594	0.058930	0.060382	0.050041	0.057174	0.065812	0.050926	0.068695	0.028246	0.052696	0.051568	0.075440	0.070118	0.059154	0.072788
of	0.060704	0.048236	0.041853	0.063627	0.075490	0.042683	0.059599	0.064569	0.047511	0.055860	0.035298	0.052637	0.045788	0.097189	0.042753	0.069853	0.096351
a	0.051545	0.065908	0.045345	0.062023	0.062704	0.048891	0.073989	0.057393	0.051025	0.041858	0.029695	0.072861	0.044154	0.084062	0.051314	0.062908	0.094324
red	0.064194	0.056229	0.041219	0.060243	0.068484	0.049366	0.056811	0.066174	0.039727	0.077901	0.028340	0.056506	0.044736	0.075628	0.066545	0.053470	0.094425
bridge	0.063618	0.059207	0.058617	0.067541	0.068418	0.044735	0.044595	0.065620	0.046938	0.068915	0.033762	0.047934	0.048087	0.073805	0.064790	0.058698	0.084720
.	0.039905	0.050971	0.045016	0.075980	0.092232	0.048947	0.056551	0.059661	0.050873	0.045784	0.033053	0.052048	0.047988	0.068967	0.059382	0.066027	0.106616
[SEP]	0.063686	0.053516	0.048639	0.061548	0.070871	0.043951	0.042333	0.065470	0.055623	0.057385	0.040578	0.061778	0.059173	0.068161	0.060806	0.070148	0.076333
