TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.050920	0.054090	0.060658	0.062791	0.035947	0.065168	0.071436	0.058124	0.044929	0.073553	0.114895	0.047677	0.038577	0.047928	0.043724	0.077679	0.051906
A	0.069821	0.050705	0.060250	0.077728	0.028696	0.047618	0.041087	0.062251	0.054253	0.070680	0.086784	0.046950	0.040738	0.047202	0.062106	0.091681	0.061450
boy	0.053655	0.059459	0.053530	0.055443	0.055782	0.052619	0.082280	0.081146	0.046284	0.059187	0.059381	0.045779	0.054265	0.069094	0.068082	0.062746	0.041266
is	0.071891	0.060086	0.042481	0.065765	0.049486	0.058460	0.078657	0.061014	0.055541	0.065051	0.057283	0.047684	0.055230	0.054636	0.064516	0.062802	0.049418
jumping	0.083684	0.056055	0.065688	0.053642	0.057644	0.055017	0.066091	0.047609	0.057768	0.074812	0.060139	0.048185	0.047267	0.053407	0.068116	0.059743	0.045131
on	0.054969	0.052801	0.067774	0.080778	0.047087	0.054788	0.059526	0.070524	0.041936	0.066935	0.074914	0.052733	0.051706	0.069040	0.059199	0.054874	0.040417
skate	0.060781	0.045082	0.070880	0.063805	0.044662	0.065388	0.056090	0.067525	0.075632	0.052678	0.055900	0.050384	0.060509	0.053481	0.060417	0.065754	0.051031
##board	0.056564	0.045313	0.091673	0.057954	0.057840	0.059629	0.070048	0.067299	0.072830	0.037284	0.071118	0.038741	0.049982	0.055329	0.048884	0.069128	0.050384
in	0.060032	0.065213	0.076245	0.062194	0.043249	0.066421	0.090399	0.047930	0.050294	0.056431	0.060022	0.043601	0.045259	0.052391	0.057579	0.075420	0.047321
the	0.048904	0.049489	0.081375	0.070893	0.057799	0.060545	0.061975	0.069017	0.040833	0.059137	0.071276	0.054865	0.054439	0.055123	0.065152	0.050218	0.048960
middle	0.063505	0.056281	0.064394	0.049087	0.059972	0.084147	0.071756	0.067128	0.046664	0.042330	0.068511	0.039027	0.060715	0.065273	0.059102	0.068169	0.033939
of	0.071558	0.051603	0.061764	0.074670	0.053762	0.049508	0.062527	0.085523	0.051392	0.050757	0.070569	0.046496	0.058501	0.063770	0.054713	0.046973	0.045913
a	0.066460	0.048561	0.060935	0.062622	0.064474	0.057802	0.043740	0.064110	0.050387	0.054528	0.072554	0.046767	0.076091	0.065456	0.076470	0.051710	0.037333
red	0.054269	0.057079	0.060601	0.056315	0.050364	0.056413	0.072228	0.056872	0.071505	0.049878	0.077176	0.041740	0.067808	0.050622	0.059380	0.059229	0.058520
bridge	0.057652	0.062963	0.059885	0.074283	0.043024	0.066842	0.058398	0.062279	0.054656	0.052881	0.060919	0.059278	0.061085	0.052919	0.063310	0.048200	0.061428
.	0.039131	0.061829	0.061622	0.048722	0.054084	0.059675	0.069128	0.077065	0.057011	0.073127	0.080772	0.045799	0.056057	0.061119	0.064266	0.047799	0.042794
[SEP]	0.089117	0.072273	0.040927	0.036103	0.072384	0.046859	0.068572	0.047626	0.047097	0.058597	0.040098	0.055560	0.055523	0.075640	0.067716	0.061325	0.064583
