TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.055742	0.057531	0.049293	0.050925	0.045185	0.101205	0.088657	0.062285	0.042106	0.036657	0.062655	0.057767	0.046146	0.051548	0.071893	0.047932	0.072474
A	0.046672	0.070831	0.057392	0.073294	0.059895	0.069275	0.076795	0.047845	0.051528	0.050593	0.037998	0.061002	0.074066	0.059965	0.050370	0.047666	0.064812
boy	0.043028	0.061453	0.042909	0.085447	0.072335	0.096217	0.057988	0.055170	0.041697	0.057039	0.032153	0.056732	0.053058	0.052953	0.064419	0.057808	0.069594
is	0.076655	0.049150	0.056555	0.081964	0.059366	0.063112	0.055089	0.064564	0.063066	0.036078	0.039923	0.062542	0.056913	0.061386	0.050471	0.062368	0.060798
jumping	0.054550	0.063126	0.066729	0.113308	0.050101	0.073128	0.063338	0.039214	0.050702	0.049499	0.036126	0.063852	0.039167	0.045564	0.053529	0.043825	0.094243
on	0.069190	0.063318	0.049218	0.042912	0.054450	0.092740	0.072309	0.058420	0.043683	0.061649	0.030533	0.065189	0.056540	0.053472	0.072468	0.051640	0.062269
skate	0.057403	0.054699	0.054496	0.058791	0.059300	0.074918	0.063850	0.054809	0.068082	0.040165	0.039011	0.070397	0.052088	0.054667	0.049914	0.062244	0.085166
##board	0.044709	0.073697	0.047531	0.056983	0.074269	0.097636	0.070105	0.048961	0.051886	0.035581	0.030830	0.061414	0.049046	0.051360	0.057272	0.049078	0.099642
in	0.043664	0.064814	0.052279	0.082770	0.063114	0.105152	0.069428	0.033869	0.050071	0.042818	0.034765	0.046716	0.039669	0.045102	0.061922	0.078543	0.085305
the	0.047093	0.052227	0.058400	0.057619	0.065431	0.101662	0.066591	0.048081	0.044002	0.038096	0.029356	0.063088	0.047696	0.046419	0.083684	0.055969	0.094588
middle	0.038875	0.063673	0.045880	0.107791	0.052008	0.065888	0.056974	0.045604	0.055455	0.028255	0.062356	0.100001	0.033044	0.030506	0.052742	0.068079	0.092869
of	0.069495	0.055451	0.056010	0.083185	0.057847	0.070311	0.071714	0.034812	0.041909	0.046850	0.041009	0.068191	0.041858	0.054817	0.073758	0.056467	0.076316
a	0.045507	0.061114	0.060205	0.067044	0.065586	0.066674	0.067060	0.060499	0.051944	0.044129	0.055095	0.078603	0.047290	0.056791	0.067832	0.055595	0.049032
red	0.055111	0.057615	0.049384	0.060360	0.056287	0.075671	0.061963	0.059506	0.043274	0.067455	0.046662	0.073615	0.044903	0.047362	0.077081	0.054498	0.069252
bridge	0.053813	0.059089	0.060563	0.100968	0.056791	0.056380	0.081234	0.063190	0.060124	0.059199	0.029698	0.042289	0.043972	0.044415	0.063041	0.050164	0.075071
.	0.048729	0.046058	0.042658	0.074718	0.069047	0.091961	0.085349	0.075756	0.053226	0.066667	0.035778	0.055186	0.030478	0.039042	0.052545	0.056461	0.076342
[SEP]	0.065007	0.047309	0.055578	0.067587	0.048243	0.094672	0.060541	0.059479	0.045345	0.052293	0.044775	0.087509	0.039382	0.060451	0.064582	0.051796	0.055452
