TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.058125	0.051750	0.045156	0.053118	0.103096	0.054239	0.083981	0.055901	0.066666	0.052227	0.043330	0.058702	0.040168	0.052379	0.079677	0.044577	0.056906
A	0.052575	0.052361	0.068039	0.070448	0.066998	0.040876	0.082152	0.060475	0.064790	0.063162	0.059761	0.044492	0.040628	0.061790	0.069414	0.047749	0.054289
boy	0.064445	0.052542	0.048920	0.056711	0.065954	0.057849	0.061754	0.060820	0.060294	0.058285	0.048742	0.064258	0.062438	0.051030	0.063731	0.069664	0.052565
is	0.054663	0.052533	0.055216	0.067700	0.082167	0.046081	0.061647	0.043757	0.054898	0.056834	0.049975	0.052813	0.065277	0.076015	0.067605	0.062571	0.050247
jumping	0.037917	0.067018	0.036962	0.068696	0.085673	0.054724	0.060609	0.063791	0.074411	0.047093	0.063346	0.046743	0.053990	0.065023	0.080459	0.037835	0.055710
on	0.047316	0.051462	0.048739	0.052699	0.086803	0.048090	0.069494	0.068514	0.070897	0.052859	0.044754	0.050076	0.048072	0.064514	0.100522	0.050026	0.045165
skate	0.050083	0.061847	0.045836	0.056889	0.075535	0.055772	0.076990	0.063139	0.073288	0.064946	0.045490	0.053451	0.050902	0.055141	0.065783	0.048992	0.055915
##board	0.044074	0.058312	0.055393	0.062832	0.064947	0.059827	0.059202	0.055309	0.063497	0.053039	0.053848	0.051663	0.063960	0.063413	0.080337	0.057876	0.052472
in	0.051069	0.069285	0.049124	0.057130	0.068011	0.053226	0.073544	0.046919	0.059332	0.058089	0.056137	0.064392	0.046405	0.058454	0.063184	0.065882	0.059818
the	0.035635	0.050882	0.047982	0.053061	0.090468	0.042411	0.066096	0.054041	0.076328	0.053295	0.050587	0.053671	0.069714	0.067021	0.072842	0.058166	0.057798
middle	0.064888	0.046597	0.070709	0.053380	0.073821	0.039180	0.074452	0.055999	0.080151	0.046353	0.051754	0.060202	0.051392	0.061837	0.064377	0.060446	0.044463
of	0.037271	0.054463	0.044556	0.062586	0.081880	0.056610	0.051678	0.052733	0.077676	0.048158	0.048602	0.058943	0.062799	0.061562	0.099598	0.042382	0.058502
a	0.039251	0.060273	0.029566	0.068778	0.076648	0.041568	0.059969	0.054144	0.065328	0.047454	0.055895	0.034883	0.061549	0.059352	0.092914	0.091058	0.061372
red	0.058876	0.054522	0.048341	0.068384	0.080602	0.049759	0.067781	0.047209	0.065099	0.055815	0.055151	0.053020	0.050159	0.064292	0.056798	0.062125	0.062067
bridge	0.042379	0.053826	0.070589	0.053527	0.089394	0.049034	0.048335	0.046818	0.058126	0.051563	0.051105	0.059404	0.045752	0.067960	0.079733	0.062260	0.070194
.	0.046464	0.060549	0.052068	0.058120	0.098556	0.043292	0.074229	0.050433	0.066088	0.045487	0.052627	0.055222	0.040716	0.068069	0.071335	0.056999	0.059744
[SEP]	0.039913	0.065122	0.042768	0.062704	0.052460	0.047231	0.062830	0.049111	0.077545	0.050956	0.065681	0.047216	0.063906	0.066649	0.065592	0.073553	0.066762
