TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.041645	0.072155	0.039517	0.036095	0.061566	0.064791	0.050412	0.054740	0.073825	0.061160	0.057475	0.071757	0.056321	0.044191	0.057073	0.065465	0.091812
A	0.044784	0.071822	0.042363	0.034680	0.060968	0.045606	0.041234	0.047728	0.063145	0.063638	0.055406	0.054395	0.059711	0.068105	0.060948	0.067804	0.117664
boy	0.058067	0.053013	0.055291	0.033474	0.068695	0.052440	0.053783	0.052752	0.062416	0.060359	0.059309	0.064572	0.065840	0.050276	0.058572	0.054483	0.096656
is	0.047908	0.066789	0.060620	0.041523	0.054550	0.062615	0.042262	0.071159	0.046290	0.052514	0.083909	0.051651	0.069383	0.052237	0.062531	0.060057	0.074002
jumping	0.047611	0.072806	0.046104	0.039127	0.065435	0.065654	0.041389	0.051380	0.073615	0.059329	0.053031	0.062050	0.062781	0.037460	0.046455	0.082317	0.093457
on	0.048288	0.058502	0.052500	0.044443	0.055106	0.064143	0.050275	0.053224	0.061122	0.052519	0.072906	0.057416	0.053022	0.064117	0.051912	0.061435	0.099070
skate	0.048288	0.069567	0.046986	0.045219	0.062474	0.068581	0.040321	0.059103	0.057302	0.052664	0.066819	0.063008	0.056789	0.047560	0.059520	0.051281	0.104519
##board	0.051602	0.077338	0.040481	0.039276	0.051239	0.067188	0.047750	0.059081	0.058894	0.055829	0.064053	0.065971	0.058137	0.058345	0.056539	0.059591	0.088687
in	0.049465	0.072794	0.051768	0.040680	0.051607	0.069545	0.048147	0.058032	0.072054	0.047320	0.059055	0.070438	0.069176	0.044287	0.053200	0.062173	0.080258
the	0.058937	0.054493	0.048746	0.036325	0.062565	0.063062	0.054466	0.058893	0.060556	0.054735	0.048040	0.060699	0.064511	0.041048	0.054147	0.081352	0.097422
middle	0.059471	0.054742	0.056024	0.038642	0.045308	0.058364	0.041406	0.055607	0.072591	0.048028	0.057997	0.043091	0.049393	0.050091	0.067149	0.083878	0.118217
of	0.042465	0.055481	0.035041	0.046702	0.066573	0.066469	0.058835	0.048541	0.075027	0.059436	0.048514	0.066878	0.047873	0.041745	0.054784	0.082303	0.103333
a	0.054414	0.065018	0.047205	0.049409	0.050440	0.046302	0.039454	0.048492	0.069845	0.064779	0.071100	0.048304	0.080340	0.052489	0.064071	0.061021	0.087317
red	0.053275	0.068074	0.050686	0.036772	0.054429	0.065750	0.043604	0.070379	0.053474	0.048308	0.051265	0.042134	0.070413	0.062417	0.068811	0.064110	0.096099
bridge	0.054620	0.054999	0.051869	0.030735	0.054519	0.066417	0.030935	0.058118	0.062180	0.046626	0.061125	0.057077	0.081659	0.047249	0.058907	0.067224	0.115740
.	0.040180	0.075927	0.064451	0.045833	0.064261	0.054776	0.048704	0.059269	0.046429	0.050684	0.077354	0.044018	0.055550	0.045951	0.064413	0.068049	0.094151
[SEP]	0.055928	0.073477	0.052510	0.041873	0.050361	0.069455	0.047589	0.068657	0.065662	0.051034	0.044308	0.071989	0.058246	0.047032	0.059595	0.069973	0.072312
