TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.039509	0.060679	0.048376	0.055552	0.086198	0.059429	0.048599	0.051223	0.057334	0.047916	0.043814	0.053817	0.048125	0.076785	0.109210	0.057284	0.056150
A	0.060855	0.059357	0.055341	0.044631	0.094314	0.060865	0.073832	0.048549	0.063487	0.074565	0.046040	0.054199	0.042719	0.068259	0.056001	0.065051	0.031935
boy	0.046563	0.050777	0.045094	0.057992	0.107865	0.054102	0.049903	0.071389	0.051611	0.066437	0.056481	0.045765	0.067971	0.082155	0.061296	0.046336	0.038261
is	0.044981	0.065802	0.029466	0.033595	0.102392	0.070004	0.065784	0.063600	0.058668	0.064182	0.039616	0.040464	0.051634	0.071592	0.108001	0.054848	0.035371
jumping	0.053318	0.040085	0.040628	0.048734	0.079006	0.073321	0.060569	0.063741	0.051191	0.079275	0.051800	0.050529	0.060232	0.079624	0.072623	0.050486	0.044839
on	0.053251	0.081453	0.065192	0.055169	0.073885	0.050150	0.053020	0.071016	0.061132	0.053102	0.044050	0.044617	0.050367	0.063799	0.066574	0.063591	0.049634
skate	0.062717	0.064432	0.055261	0.068518	0.078586	0.060049	0.053709	0.061998	0.054018	0.058605	0.049855	0.049479	0.058471	0.072069	0.063663	0.045104	0.043468
##board	0.046267	0.066954	0.056310	0.054728	0.095812	0.060901	0.045433	0.058995	0.069661	0.080081	0.040275	0.061922	0.040774	0.078083	0.045400	0.057783	0.040621
in	0.054081	0.067224	0.038700	0.042842	0.102815	0.051406	0.048995	0.072519	0.059919	0.051606	0.046039	0.050901	0.066467	0.099642	0.047371	0.058136	0.041339
the	0.040668	0.067708	0.036910	0.047781	0.079216	0.053133	0.054072	0.066697	0.059563	0.061016	0.045167	0.064287	0.053894	0.068026	0.119938	0.045000	0.036924
middle	0.045855	0.063228	0.051936	0.046363	0.080257	0.057446	0.054225	0.079604	0.058856	0.062585	0.047649	0.049316	0.059198	0.070578	0.073950	0.057417	0.041536
of	0.059172	0.065291	0.040520	0.045614	0.075024	0.057154	0.056522	0.048679	0.062122	0.082387	0.042308	0.044700	0.062484	0.078990	0.087027	0.056244	0.035760
a	0.045008	0.057865	0.063192	0.062122	0.101969	0.061565	0.056072	0.063098	0.052600	0.065108	0.049835	0.044840	0.058676	0.066499	0.048689	0.054151	0.048711
red	0.050371	0.064468	0.039482	0.047928	0.096953	0.046338	0.052703	0.066348	0.050647	0.075693	0.051573	0.057079	0.053805	0.077230	0.071306	0.057099	0.040977
bridge	0.046630	0.063389	0.042055	0.043678	0.086381	0.057953	0.053910	0.064276	0.046905	0.053822	0.056366	0.044322	0.060743	0.081154	0.087177	0.059473	0.051765
.	0.043477	0.047976	0.040387	0.054723	0.078596	0.053109	0.063521	0.058684	0.054607	0.067995	0.038842	0.069108	0.055893	0.103935	0.076808	0.051599	0.040740
[SEP]	0.043725	0.070278	0.043458	0.057357	0.083706	0.056282	0.053551	0.058207	0.057004	0.058348	0.058369	0.058241	0.049939	0.080235	0.070085	0.048173	0.053041
