TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.069033	0.056926	0.068369	0.051711	0.065834	0.058751	0.041434	0.045366	0.069836	0.059330	0.088536	0.050932	0.051139	0.063391	0.036936	0.047141	0.075335
A	0.052455	0.058186	0.067604	0.055697	0.051121	0.061331	0.057902	0.038934	0.064596	0.051861	0.055652	0.077071	0.063289	0.068874	0.042750	0.071486	0.061192
boy	0.076770	0.055080	0.053126	0.050365	0.054196	0.066966	0.054155	0.041270	0.068365	0.059963	0.072077	0.067180	0.054918	0.070697	0.047690	0.055870	0.051313
is	0.068578	0.067873	0.065526	0.048904	0.052743	0.059633	0.059404	0.051213	0.078438	0.047430	0.067550	0.057390	0.059282	0.064715	0.037523	0.056185	0.057612
jumping	0.084347	0.050819	0.065694	0.045085	0.065058	0.056744	0.057065	0.037505	0.066196	0.060551	0.073946	0.053093	0.057382	0.068599	0.050282	0.069436	0.038196
on	0.050382	0.063531	0.067845	0.047826	0.047965	0.060598	0.080598	0.047964	0.058855	0.059065	0.076393	0.064812	0.060068	0.076248	0.039586	0.052449	0.045816
skate	0.071409	0.057547	0.062250	0.038384	0.054422	0.049948	0.073093	0.034013	0.065172	0.065087	0.066992	0.063148	0.057070	0.081750	0.048336	0.064456	0.046924
##board	0.062025	0.063232	0.060157	0.040371	0.057593	0.047244	0.056146	0.049092	0.070453	0.061143	0.075001	0.062185	0.053342	0.075110	0.044382	0.067974	0.054551
in	0.067805	0.044193	0.060017	0.051027	0.063722	0.067443	0.060994	0.035313	0.069588	0.064638	0.068464	0.060251	0.058771	0.064390	0.043430	0.058116	0.061836
the	0.065475	0.048131	0.060743	0.050422	0.060780	0.058456	0.060148	0.031581	0.065497	0.063166	0.068005	0.048219	0.068196	0.082652	0.052926	0.066867	0.048735
middle	0.071545	0.077612	0.061604	0.050808	0.042683	0.055539	0.068284	0.041155	0.055628	0.064345	0.072181	0.060359	0.058902	0.071620	0.049815	0.045702	0.052218
of	0.081972	0.040720	0.066780	0.042532	0.066054	0.065006	0.060421	0.044232	0.061453	0.061644	0.051753	0.069350	0.055058	0.068740	0.045700	0.070035	0.048551
a	0.069906	0.054822	0.049382	0.059059	0.056816	0.057827	0.062828	0.040750	0.078495	0.070559	0.057805	0.051554	0.052012	0.069840	0.058477	0.054826	0.055040
red	0.074144	0.045741	0.073861	0.047336	0.061331	0.056122	0.064811	0.028716	0.057758	0.058190	0.066779	0.057305	0.065307	0.085026	0.045835	0.051582	0.060156
bridge	0.066567	0.035837	0.070882	0.051591	0.063858	0.060021	0.046652	0.032035	0.066909	0.046715	0.065713	0.061967	0.048702	0.089510	0.063951	0.061335	0.067754
.	0.096039	0.063306	0.053985	0.046292	0.051657	0.072677	0.056649	0.040090	0.083780	0.045041	0.056493	0.059993	0.048149	0.064962	0.049997	0.067382	0.043509
[SEP]	0.079859	0.056079	0.053525	0.046291	0.050853	0.065448	0.068070	0.046012	0.071359	0.061487	0.056883	0.047911	0.060050	0.071414	0.049580	0.054042	0.061139
