TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.071562	0.058965	0.043964	0.078136	0.066681	0.045850	0.061625	0.053285	0.057316	0.042908	0.079175	0.059181	0.049392	0.057782	0.055199	0.067587	0.051393
A	0.069909	0.056603	0.051597	0.064243	0.070820	0.061966	0.054423	0.043671	0.069314	0.034523	0.076509	0.071789	0.065362	0.053590	0.042664	0.063351	0.049666
boy	0.059403	0.054140	0.051209	0.044862	0.084081	0.048422	0.060163	0.045812	0.083975	0.043560	0.059009	0.062111	0.056729	0.064356	0.065958	0.071096	0.045114
is	0.075280	0.047014	0.048329	0.079247	0.093666	0.046543	0.051865	0.046235	0.063256	0.036079	0.081050	0.058274	0.061333	0.045290	0.064145	0.056169	0.046224
jumping	0.074653	0.059693	0.045599	0.051397	0.053353	0.057079	0.069661	0.057173	0.056108	0.046833	0.072212	0.046761	0.073418	0.053884	0.078328	0.065980	0.037869
on	0.085566	0.051682	0.050404	0.040600	0.050553	0.059420	0.066835	0.052385	0.085527	0.037794	0.069456	0.073272	0.050945	0.046549	0.047333	0.073965	0.057715
skate	0.071525	0.058018	0.038123	0.053053	0.078530	0.058324	0.060216	0.061123	0.077773	0.037597	0.070857	0.056226	0.061197	0.056629	0.052363	0.061073	0.047372
##board	0.067496	0.066203	0.045421	0.054770	0.066415	0.065032	0.077261	0.054385	0.075222	0.036355	0.065308	0.074474	0.049881	0.052325	0.045300	0.063744	0.040406
in	0.082407	0.048832	0.033621	0.042044	0.063640	0.059581	0.073715	0.046960	0.091896	0.040785	0.081758	0.057938	0.061924	0.055805	0.055740	0.057291	0.046063
the	0.061089	0.051894	0.057872	0.061959	0.060464	0.043393	0.053260	0.048574	0.073894	0.035135	0.065803	0.067056	0.065703	0.072324	0.066092	0.064936	0.050551
middle	0.083220	0.052137	0.065240	0.051152	0.052526	0.045405	0.050557	0.047574	0.071142	0.036952	0.071267	0.072539	0.057687	0.066304	0.067759	0.063782	0.044757
of	0.070081	0.068212	0.039590	0.057443	0.066251	0.061320	0.069050	0.056114	0.068427	0.028821	0.068320	0.051501	0.066184	0.068775	0.068342	0.056309	0.035259
a	0.061697	0.048757	0.049960	0.078634	0.059170	0.056458	0.061753	0.051860	0.098262	0.033199	0.068163	0.061101	0.062738	0.055210	0.053792	0.052975	0.046270
red	0.069614	0.046304	0.054281	0.068251	0.067664	0.054588	0.057334	0.046501	0.072941	0.039163	0.070541	0.048505	0.070569	0.072733	0.057022	0.062223	0.041766
bridge	0.073392	0.059800	0.044945	0.048687	0.070783	0.055919	0.054609	0.047400	0.073393	0.046380	0.068207	0.084127	0.059196	0.049179	0.051334	0.058382	0.054265
.	0.076655	0.056239	0.039547	0.071137	0.062048	0.045568	0.055620	0.058781	0.061734	0.036445	0.069729	0.044146	0.064153	0.058196	0.063458	0.078062	0.058481
[SEP]	0.078846	0.054226	0.041723	0.050942	0.080374	0.061516	0.056041	0.065540	0.061684	0.042766	0.066132	0.062105	0.060950	0.055000	0.043865	0.072282	0.046011
