TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.055541	0.056225	0.089294	0.058387	0.054232	0.062254	0.065743	0.042969	0.057673	0.062624	0.051915	0.047562	0.050414	0.064406	0.069728	0.068762	0.042270
A	0.060452	0.062902	0.058547	0.039847	0.054665	0.059280	0.045782	0.069867	0.047743	0.076114	0.049375	0.094032	0.042742	0.050912	0.041419	0.060888	0.085433
boy	0.070193	0.060275	0.074165	0.062687	0.055087	0.041111	0.069267	0.041122	0.051839	0.045553	0.063665	0.046102	0.079501	0.055340	0.043777	0.061770	0.078546
is	0.060804	0.078362	0.067605	0.037532	0.067806	0.065218	0.054550	0.047365	0.048449	0.053096	0.070511	0.063538	0.062556	0.051082	0.044440	0.042576	0.084510
jumping	0.043011	0.061178	0.070405	0.056863	0.059714	0.056810	0.083349	0.040414	0.050718	0.056041	0.048385	0.064790	0.074104	0.057101	0.051006	0.064849	0.061260
on	0.054604	0.086252	0.072247	0.050633	0.053594	0.069359	0.058169	0.046561	0.071151	0.052397	0.038104	0.060614	0.049805	0.062045	0.056371	0.057638	0.060456
skate	0.057371	0.059758	0.063439	0.041903	0.059164	0.072872	0.066096	0.043020	0.078565	0.068882	0.057218	0.056090	0.061715	0.061838	0.034898	0.047469	0.069701
##board	0.069440	0.089210	0.085157	0.031685	0.065231	0.070312	0.068161	0.056295	0.054932	0.045157	0.037502	0.051206	0.068691	0.046255	0.038544	0.051547	0.070675
in	0.048967	0.076525	0.116724	0.038705	0.076188	0.045886	0.100839	0.041911	0.044482	0.050413	0.044590	0.053824	0.049222	0.055152	0.039844	0.036434	0.080293
the	0.094914	0.071664	0.064943	0.041626	0.068590	0.042602	0.083094	0.049380	0.073845	0.041334	0.058532	0.061766	0.055589	0.057172	0.038974	0.032213	0.063764
middle	0.075854	0.056274	0.077688	0.042044	0.072015	0.045071	0.064052	0.045707	0.061393	0.032960	0.051049	0.049946	0.083659	0.054787	0.060285	0.051771	0.075444
of	0.065513	0.068931	0.069049	0.047476	0.064764	0.045079	0.071203	0.051340	0.039949	0.065866	0.050121	0.067761	0.052743	0.068018	0.050825	0.051328	0.070034
a	0.076566	0.079017	0.060329	0.043344	0.065431	0.029063	0.068980	0.037089	0.055034	0.032892	0.063148	0.072753	0.063806	0.064103	0.045777	0.064647	0.078021
red	0.106881	0.066698	0.059275	0.046908	0.053843	0.052020	0.061349	0.038999	0.048096	0.041499	0.055213	0.059115	0.053395	0.091322	0.033326	0.066335	0.065727
bridge	0.067738	0.073586	0.064960	0.047188	0.055220	0.055151	0.064206	0.041420	0.051486	0.052165	0.072054	0.065104	0.064767	0.054620	0.038196	0.054253	0.077885
.	0.069644	0.065705	0.078214	0.054240	0.048089	0.055941	0.050836	0.032328	0.066075	0.043476	0.048249	0.059067	0.063926	0.048355	0.071287	0.078212	0.066356
[SEP]	0.058336	0.050718	0.099337	0.048976	0.076067	0.060355	0.080445	0.032593	0.058454	0.056144	0.054150	0.065588	0.075069	0.058736	0.038772	0.048127	0.038132
