TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.050518	0.049149	0.042617	0.060876	0.057641	0.057899	0.055410	0.066466	0.061806	0.059995	0.057318	0.043185	0.061472	0.056579	0.072635	0.087978	0.058455
A	0.058159	0.056737	0.031667	0.081008	0.057921	0.063826	0.048289	0.064227	0.052645	0.061293	0.040352	0.065245	0.060339	0.037831	0.081371	0.090194	0.048896
boy	0.087225	0.047374	0.039038	0.054182	0.059829	0.067461	0.059037	0.066996	0.054034	0.057894	0.054928	0.043853	0.074818	0.048204	0.058427	0.055248	0.071455
is	0.052175	0.049660	0.048449	0.081550	0.053127	0.063015	0.046036	0.054839	0.056287	0.067255	0.045267	0.064393	0.064568	0.048117	0.076953	0.084413	0.043896
jumping	0.055108	0.065509	0.044400	0.068624	0.053318	0.053668	0.064772	0.076170	0.059807	0.061058	0.045553	0.058673	0.057436	0.046099	0.071296	0.064430	0.054079
on	0.058434	0.072973	0.033679	0.068284	0.054775	0.083368	0.051629	0.062354	0.062085	0.056786	0.051621	0.045669	0.062163	0.042583	0.070378	0.067327	0.055891
skate	0.058941	0.057491	0.039267	0.076451	0.055370	0.072305	0.045398	0.071239	0.064541	0.055369	0.058358	0.049105	0.057699	0.054121	0.061043	0.077765	0.045538
##board	0.050032	0.060985	0.036933	0.079057	0.051385	0.081071	0.040253	0.077545	0.063065	0.052563	0.059829	0.053285	0.056427	0.042225	0.068660	0.084413	0.042272
in	0.058715	0.065069	0.044712	0.063912	0.046826	0.078921	0.046621	0.070782	0.060200	0.064432	0.049388	0.074795	0.044827	0.049506	0.055522	0.080091	0.045681
the	0.057356	0.059305	0.042093	0.071684	0.069196	0.075743	0.051848	0.067679	0.078309	0.050761	0.054866	0.038237	0.058316	0.053890	0.048997	0.070423	0.051298
middle	0.058875	0.055374	0.041281	0.076655	0.053337	0.067863	0.053110	0.082020	0.055055	0.066908	0.046852	0.049687	0.051390	0.034730	0.071963	0.082187	0.052713
of	0.061263	0.066342	0.033672	0.065549	0.061120	0.063193	0.066640	0.062447	0.069475	0.058484	0.059527	0.052826	0.053785	0.048962	0.052627	0.074944	0.049144
a	0.060573	0.042586	0.044868	0.052654	0.062804	0.072840	0.051831	0.050978	0.069713	0.065307	0.055948	0.044462	0.061270	0.060741	0.061470	0.097521	0.044436
red	0.057659	0.059449	0.045285	0.069463	0.044944	0.073834	0.054914	0.067381	0.054565	0.046158	0.055943	0.057314	0.054236	0.050942	0.064866	0.092867	0.050181
bridge	0.054709	0.052416	0.050213	0.083039	0.048652	0.067560	0.053682	0.062676	0.077156	0.053611	0.055570	0.046881	0.049121	0.053647	0.052697	0.080190	0.058179
.	0.048219	0.067611	0.054923	0.073631	0.056142	0.069725	0.050316	0.051635	0.057219	0.070222	0.057524	0.055536	0.050114	0.045847	0.048142	0.085253	0.057941
[SEP]	0.059798	0.055646	0.039879	0.066583	0.055619	0.058561	0.059495	0.072747	0.057718	0.063985	0.051969	0.077416	0.052906	0.049495	0.058117	0.076069	0.043997
