TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.065564	0.066856	0.059775	0.070564	0.049057	0.051289	0.051795	0.068690	0.045879	0.043286	0.062429	0.076198	0.052487	0.067489	0.054011	0.047926	0.066705
A	0.079909	0.046728	0.037904	0.046611	0.048360	0.043906	0.061442	0.068141	0.067473	0.054034	0.063320	0.079510	0.042669	0.080583	0.056039	0.058719	0.064652
boy	0.060502	0.061245	0.037258	0.045640	0.059353	0.040478	0.069576	0.071362	0.062716	0.077981	0.077969	0.059492	0.064515	0.051799	0.049395	0.046563	0.064156
is	0.094362	0.049867	0.064849	0.034664	0.054159	0.037411	0.050413	0.065296	0.050334	0.064101	0.078608	0.065730	0.046806	0.062784	0.052596	0.054400	0.073620
jumping	0.087168	0.068028	0.058490	0.046735	0.058876	0.042797	0.067835	0.067135	0.056388	0.059136	0.072137	0.044694	0.060206	0.048178	0.055758	0.041091	0.065349
on	0.059009	0.057699	0.056085	0.058613	0.046312	0.045074	0.076290	0.073400	0.065707	0.054100	0.079720	0.070263	0.047764	0.051747	0.042501	0.049392	0.066322
skate	0.061297	0.048822	0.053923	0.050594	0.047858	0.040627	0.050882	0.067343	0.062934	0.076439	0.081271	0.055457	0.055649	0.062044	0.043183	0.065097	0.076580
##board	0.060750	0.051435	0.082368	0.040104	0.047901	0.055798	0.055427	0.057194	0.049681	0.065403	0.068326	0.063716	0.048747	0.050679	0.068730	0.059964	0.073776
in	0.058753	0.068418	0.059717	0.074825	0.070185	0.047334	0.062722	0.049613	0.055229	0.060869	0.063491	0.056998	0.044320	0.059419	0.051405	0.050704	0.065996
the	0.071215	0.062474	0.040200	0.057940	0.051498	0.049921	0.071978	0.049488	0.066801	0.063984	0.052648	0.066830	0.067757	0.049556	0.056515	0.060135	0.061059
middle	0.064105	0.073554	0.065191	0.039173	0.047635	0.038608	0.047649	0.062586	0.050510	0.063704	0.078633	0.071715	0.045063	0.059644	0.051360	0.063439	0.077427
of	0.073890	0.063278	0.044450	0.065331	0.052068	0.041872	0.064382	0.067382	0.051262	0.064399	0.073350	0.059243	0.057443	0.048156	0.044155	0.047500	0.081837
a	0.053894	0.069111	0.044896	0.063066	0.062351	0.041552	0.074967	0.055539	0.052194	0.061548	0.065990	0.070581	0.050390	0.052025	0.057714	0.059462	0.064719
red	0.059905	0.062292	0.055086	0.047738	0.064974	0.050568	0.075404	0.083207	0.058134	0.047654	0.078801	0.050634	0.052883	0.050385	0.051458	0.046858	0.064017
bridge	0.072994	0.056977	0.046709	0.052717	0.054886	0.039514	0.044888	0.061730	0.058204	0.066781	0.059628	0.071889	0.037688	0.074639	0.067220	0.054289	0.079249
.	0.061230	0.061314	0.055941	0.043045	0.060078	0.045684	0.057949	0.066127	0.062647	0.052444	0.083411	0.063650	0.064217	0.050185	0.060223	0.041285	0.070569
[SEP]	0.073035	0.044505	0.054848	0.051155	0.052334	0.057835	0.063738	0.040213	0.050569	0.065188	0.056305	0.090041	0.063058	0.067570	0.053325	0.034110	0.082171
