TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.071349	0.048327	0.059815	0.061968	0.065560	0.067232	0.079059	0.054692	0.069026	0.049216	0.042464	0.070166	0.059549	0.064758	0.060348	0.035727	0.040745
A	0.063109	0.060015	0.054217	0.070444	0.062487	0.074750	0.072521	0.045357	0.065105	0.040927	0.039085	0.066438	0.077266	0.065245	0.065227	0.036998	0.040809
boy	0.052591	0.045000	0.049553	0.051779	0.063873	0.054765	0.076630	0.063330	0.094120	0.040289	0.049423	0.070193	0.056768	0.061878	0.065957	0.044558	0.059292
is	0.068727	0.044802	0.080216	0.050894	0.053516	0.069470	0.060327	0.050031	0.079996	0.054139	0.048966	0.072462	0.062792	0.053206	0.046884	0.048516	0.055056
jumping	0.065486	0.059238	0.058433	0.062502	0.052764	0.073058	0.061732	0.049559	0.076388	0.042107	0.046278	0.062059	0.064707	0.051347	0.081106	0.045814	0.047422
on	0.056817	0.053657	0.057387	0.061498	0.057406	0.062861	0.091407	0.058363	0.071126	0.045649	0.046360	0.070514	0.060581	0.063703	0.067429	0.039781	0.035460
skate	0.067313	0.057513	0.056854	0.092786	0.048554	0.076821	0.067415	0.059061	0.055865	0.047036	0.040006	0.073045	0.052114	0.052543	0.074989	0.051021	0.027062
##board	0.055801	0.051231	0.074941	0.057133	0.051634	0.053826	0.068047	0.055339	0.068342	0.046401	0.064631	0.065498	0.078767	0.063700	0.066466	0.043069	0.035173
in	0.058594	0.058603	0.057984	0.064395	0.078379	0.060025	0.071173	0.056487	0.067536	0.055291	0.043976	0.071348	0.067085	0.057137	0.051616	0.040663	0.039708
the	0.064518	0.058684	0.061524	0.060154	0.070404	0.073686	0.067372	0.054821	0.061565	0.043539	0.050116	0.056912	0.069628	0.052388	0.064774	0.043164	0.046750
middle	0.055117	0.058049	0.058759	0.065686	0.060772	0.068911	0.077376	0.054704	0.069049	0.058257	0.054610	0.064983	0.049872	0.063807	0.058216	0.043529	0.038304
of	0.065056	0.060042	0.052842	0.057518	0.062823	0.076037	0.063333	0.051112	0.067455	0.047158	0.055454	0.064799	0.058000	0.049490	0.069932	0.044019	0.054930
a	0.061772	0.056191	0.067089	0.055424	0.065321	0.045250	0.075639	0.055216	0.054755	0.043823	0.058930	0.071468	0.065842	0.060857	0.083942	0.045033	0.033449
red	0.058809	0.054779	0.058257	0.063634	0.054528	0.061360	0.061010	0.056053	0.074377	0.053227	0.051264	0.063931	0.059499	0.060874	0.069993	0.052217	0.046190
bridge	0.061463	0.048268	0.059231	0.060802	0.060094	0.055082	0.062165	0.047813	0.070097	0.053130	0.054912	0.083100	0.054682	0.065110	0.053766	0.051423	0.058862
.	0.075151	0.042527	0.058251	0.062945	0.049340	0.084893	0.073212	0.048477	0.071952	0.037709	0.044704	0.067863	0.062709	0.071447	0.053778	0.051472	0.043570
[SEP]	0.067967	0.042601	0.069093	0.063916	0.050150	0.059455	0.079309	0.062450	0.053506	0.053161	0.043521	0.072429	0.051851	0.058986	0.073773	0.043663	0.054171
