TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.041185	0.053920	0.062256	0.048865	0.089086	0.049024	0.040746	0.051792	0.063691	0.058635	0.041260	0.059078	0.089321	0.065293	0.049787	0.082726	0.053336
A	0.086295	0.036230	0.054414	0.042310	0.069514	0.051968	0.045859	0.054739	0.075733	0.038724	0.057179	0.048607	0.063722	0.059601	0.106395	0.059046	0.049664
boy	0.057021	0.036122	0.053731	0.041178	0.063627	0.050371	0.057095	0.096406	0.060533	0.051865	0.063599	0.053474	0.067561	0.068013	0.064289	0.054528	0.060587
is	0.063823	0.037943	0.051276	0.037887	0.082092	0.043549	0.064606	0.074892	0.084640	0.042421	0.060165	0.052648	0.062585	0.056411	0.075952	0.047500	0.061609
jumping	0.038039	0.035599	0.051546	0.058876	0.076314	0.046914	0.064565	0.063757	0.075851	0.046487	0.059343	0.059369	0.063478	0.048380	0.062481	0.065783	0.083219
on	0.041313	0.038737	0.052942	0.048109	0.074510	0.038706	0.071690	0.066950	0.077295	0.043525	0.061697	0.046420	0.102342	0.052426	0.051661	0.074584	0.057092
skate	0.035257	0.053871	0.046523	0.056606	0.075604	0.069526	0.062207	0.048750	0.059217	0.062338	0.057321	0.057263	0.085117	0.055768	0.078750	0.055879	0.040004
##board	0.036598	0.041502	0.059027	0.044656	0.088442	0.051496	0.067976	0.077301	0.050745	0.058218	0.065140	0.071517	0.076575	0.054577	0.041177	0.054512	0.060542
in	0.034086	0.037128	0.058881	0.052072	0.098579	0.056139	0.062522	0.042463	0.055838	0.052482	0.046669	0.062832	0.081395	0.052100	0.045535	0.092175	0.069102
the	0.027322	0.039633	0.043865	0.038506	0.095138	0.065795	0.052221	0.068741	0.052308	0.064212	0.043090	0.057819	0.064155	0.087971	0.068366	0.080994	0.049866
middle	0.039408	0.043458	0.047031	0.040518	0.113535	0.057693	0.056370	0.050769	0.057663	0.046165	0.053239	0.058918	0.088506	0.065523	0.050360	0.067811	0.063034
of	0.053642	0.047042	0.057317	0.042082	0.078700	0.067049	0.051262	0.076270	0.061670	0.049179	0.050423	0.054864	0.067607	0.068348	0.057985	0.066267	0.050292
a	0.050847	0.048759	0.047916	0.061826	0.084698	0.037244	0.054023	0.047505	0.042272	0.061678	0.054584	0.077107	0.074268	0.063143	0.081546	0.061086	0.051498
red	0.066157	0.038752	0.060110	0.048741	0.085275	0.053840	0.044746	0.057096	0.054687	0.050587	0.040968	0.053496	0.082437	0.053556	0.089092	0.057915	0.062545
bridge	0.055262	0.055082	0.054532	0.055754	0.087352	0.051062	0.053590	0.079886	0.074952	0.029927	0.064279	0.058630	0.059515	0.058793	0.053629	0.050547	0.057210
.	0.051802	0.043736	0.051471	0.041212	0.076117	0.045209	0.060882	0.077579	0.073504	0.048698	0.054072	0.056407	0.078469	0.075220	0.047433	0.045740	0.072450
[SEP]	0.044179	0.044173	0.049410	0.037523	0.094641	0.050626	0.072558	0.052120	0.079422	0.057634	0.049408	0.053917	0.056014	0.062446	0.069894	0.060350	0.065686
