TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.051253	0.054099	0.050214	0.054119	0.065602	0.084456	0.040992	0.060697	0.055319	0.048074	0.047249	0.067751	0.055680	0.049718	0.039512	0.104082	0.071184
A	0.052146	0.058348	0.058903	0.045605	0.067970	0.067261	0.032971	0.062218	0.051077	0.053247	0.062699	0.074958	0.048025	0.056989	0.047157	0.096886	0.063539
boy	0.068891	0.048328	0.078227	0.038529	0.060669	0.084413	0.034562	0.045176	0.052649	0.050237	0.061992	0.075501	0.058251	0.063594	0.045944	0.083980	0.049057
is	0.059529	0.053230	0.077251	0.046364	0.063826	0.057496	0.038926	0.062249	0.056332	0.049556	0.051706	0.082559	0.058548	0.057254	0.035426	0.085210	0.064535
jumping	0.078445	0.053612	0.050578	0.041178	0.055576	0.067945	0.042129	0.065565	0.054191	0.058857	0.058220	0.064653	0.056021	0.052842	0.046086	0.078056	0.076045
on	0.087334	0.056154	0.067359	0.041565	0.052142	0.072083	0.037907	0.069179	0.048485	0.047281	0.054196	0.055889	0.054861	0.070924	0.042514	0.081896	0.060231
skate	0.058913	0.045598	0.071702	0.050265	0.059332	0.074821	0.051420	0.056748	0.053827	0.055730	0.051704	0.075570	0.051873	0.051831	0.038672	0.092369	0.059624
##board	0.064176	0.048032	0.064865	0.033612	0.045993	0.094916	0.038755	0.056471	0.050130	0.061155	0.065168	0.073550	0.060148	0.056477	0.042439	0.088793	0.055320
in	0.066319	0.063374	0.043315	0.052680	0.049538	0.075604	0.041026	0.062363	0.050131	0.051217	0.045757	0.071495	0.040732	0.067847	0.042797	0.105349	0.070455
the	0.053016	0.061670	0.047913	0.049719	0.065638	0.061313	0.040514	0.072501	0.048760	0.058470	0.062556	0.063195	0.061691	0.042308	0.047802	0.090915	0.072019
middle	0.070622	0.049522	0.069305	0.049121	0.047386	0.068960	0.034501	0.069667	0.051879	0.049164	0.076952	0.056976	0.054035	0.046704	0.035622	0.102703	0.066881
of	0.058374	0.059509	0.049338	0.047618	0.053737	0.059811	0.033527	0.061881	0.058067	0.051689	0.054432	0.072117	0.051549	0.066608	0.034937	0.115761	0.071046
a	0.061890	0.040634	0.071977	0.048459	0.048284	0.092873	0.035164	0.030369	0.069140	0.052902	0.070186	0.082031	0.055332	0.044533	0.041201	0.101685	0.053341
red	0.055373	0.058873	0.066586	0.054981	0.057662	0.060212	0.043397	0.051286	0.052641	0.048201	0.056221	0.089438	0.047400	0.064198	0.051891	0.088955	0.052686
bridge	0.042173	0.050066	0.066912	0.052826	0.054821	0.062032	0.053235	0.056543	0.055658	0.048078	0.056572	0.074560	0.058844	0.052991	0.050067	0.104214	0.060409
.	0.070621	0.082217	0.042225	0.039390	0.061595	0.070267	0.034710	0.073297	0.045884	0.053188	0.053419	0.064634	0.045808	0.072505	0.047051	0.081430	0.061758
[SEP]	0.065366	0.061933	0.054368	0.044357	0.061481	0.077288	0.034971	0.072135	0.046536	0.054982	0.062279	0.058542	0.053501	0.052797	0.046064	0.081181	0.072220
