TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.052627	0.041065	0.058364	0.069350	0.061269	0.060696	0.069074	0.043230	0.060128	0.071231	0.044282	0.059265	0.056475	0.062180	0.058414	0.058687	0.073662
A	0.068986	0.050325	0.079143	0.053824	0.059933	0.049279	0.045787	0.044167	0.045100	0.084348	0.058533	0.044011	0.042106	0.086493	0.057593	0.060787	0.069586
boy	0.037779	0.067224	0.104029	0.034471	0.060835	0.054754	0.050506	0.051412	0.050029	0.075868	0.045586	0.078400	0.041425	0.073949	0.070428	0.039903	0.063402
is	0.056765	0.064693	0.063721	0.053211	0.051785	0.055438	0.060412	0.061998	0.062796	0.062456	0.054978	0.066346	0.047217	0.072566	0.059756	0.043897	0.061965
jumping	0.052975	0.068313	0.072261	0.070746	0.037103	0.057648	0.048412	0.041694	0.053010	0.054380	0.067805	0.067107	0.053290	0.066168	0.076262	0.049821	0.063005
on	0.046848	0.046464	0.069450	0.044719	0.048219	0.067572	0.051299	0.052503	0.044577	0.076289	0.041846	0.072991	0.054730	0.072555	0.084620	0.045022	0.080298
skate	0.079351	0.064318	0.050799	0.058091	0.040307	0.052551	0.047510	0.043132	0.053702	0.050367	0.057272	0.065235	0.070063	0.064054	0.064462	0.073050	0.065735
##board	0.050980	0.051856	0.084136	0.048500	0.057233	0.054375	0.052155	0.042547	0.064012	0.059851	0.044597	0.066281	0.045826	0.085018	0.080492	0.050115	0.062026
in	0.053858	0.086844	0.071033	0.036748	0.056417	0.062515	0.069538	0.031188	0.041490	0.077103	0.035370	0.085545	0.073628	0.052912	0.069916	0.035449	0.060444
the	0.051989	0.075139	0.072698	0.051965	0.049073	0.056010	0.079524	0.053177	0.037768	0.049380	0.042599	0.051074	0.055260	0.066842	0.073289	0.064495	0.069720
middle	0.059741	0.053927	0.079371	0.043341	0.063623	0.064898	0.055455	0.041826	0.054164	0.058702	0.054116	0.059682	0.032199	0.094777	0.075762	0.054963	0.053452
of	0.056475	0.054076	0.070305	0.059241	0.042511	0.056454	0.046516	0.054441	0.070189	0.067837	0.059330	0.048016	0.058616	0.066505	0.065727	0.060742	0.063018
a	0.062753	0.056291	0.071785	0.043200	0.045459	0.045764	0.056830	0.046721	0.068494	0.061361	0.063432	0.073654	0.056624	0.055424	0.079256	0.041372	0.071581
red	0.059359	0.048476	0.080623	0.048488	0.056504	0.056877	0.062366	0.054205	0.050205	0.061627	0.067319	0.074980	0.048058	0.063118	0.058502	0.042326	0.066967
bridge	0.034690	0.043834	0.060334	0.049850	0.069426	0.064519	0.052591	0.066503	0.061634	0.065757	0.040887	0.062564	0.049799	0.068608	0.073373	0.048263	0.087368
.	0.040705	0.050229	0.085911	0.041755	0.072749	0.061880	0.066598	0.038531	0.049723	0.080361	0.039623	0.058459	0.044100	0.070270	0.086617	0.056132	0.056357
[SEP]	0.055363	0.062366	0.080803	0.051311	0.068794	0.052255	0.050527	0.044879	0.063988	0.070513	0.042046	0.069222	0.052922	0.069796	0.065488	0.049181	0.050547
