TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.040583	0.063382	0.072320	0.055928	0.076172	0.053335	0.060206	0.057947	0.054556	0.066675	0.079896	0.044494	0.074836	0.051240	0.063290	0.044316	0.040824
A	0.044581	0.059143	0.065081	0.054878	0.082754	0.064975	0.061127	0.051140	0.054451	0.098462	0.065845	0.051543	0.050681	0.044103	0.046835	0.058244	0.046159
boy	0.059368	0.053587	0.062427	0.051308	0.100397	0.048754	0.071328	0.081715	0.056338	0.058059	0.068147	0.057296	0.050594	0.044696	0.038817	0.045184	0.051987
is	0.048732	0.064689	0.062851	0.045425	0.070918	0.063191	0.057991	0.052023	0.053908	0.086792	0.069137	0.065781	0.052065	0.043578	0.052232	0.065240	0.045448
jumping	0.058849	0.051011	0.074714	0.062857	0.073751	0.055127	0.047824	0.053512	0.047292	0.066527	0.061687	0.058532	0.065982	0.054928	0.054432	0.063419	0.049556
on	0.039066	0.049328	0.057369	0.058300	0.088043	0.063045	0.054258	0.065383	0.052629	0.064539	0.077716	0.062811	0.071588	0.042452	0.047272	0.063335	0.042864
skate	0.040059	0.055238	0.060499	0.053652	0.069128	0.045924	0.062022	0.056416	0.048001	0.064541	0.079474	0.079576	0.068709	0.057592	0.051268	0.074375	0.033527
##board	0.058194	0.053127	0.089535	0.052937	0.068837	0.061280	0.054175	0.050640	0.048685	0.063306	0.066453	0.056868	0.072102	0.064436	0.057198	0.047103	0.035125
in	0.056520	0.043952	0.079971	0.052687	0.047475	0.062117	0.053506	0.048878	0.043662	0.080418	0.084105	0.066456	0.061884	0.052075	0.076024	0.052598	0.037673
the	0.043702	0.048113	0.091835	0.060128	0.056313	0.079957	0.036801	0.059604	0.039480	0.061676	0.072100	0.065625	0.064120	0.046477	0.071485	0.054769	0.047814
middle	0.040578	0.057967	0.069781	0.053204	0.063627	0.064647	0.055699	0.056912	0.056651	0.066893	0.068907	0.055600	0.065344	0.045516	0.066833	0.062723	0.049121
of	0.049167	0.052630	0.077573	0.050258	0.064299	0.058476	0.054005	0.054860	0.060722	0.074815	0.061273	0.071592	0.061781	0.048081	0.066599	0.043023	0.050846
a	0.054662	0.058172	0.071617	0.045086	0.060292	0.060924	0.061014	0.050580	0.063990	0.088951	0.068326	0.060472	0.068445	0.047457	0.045869	0.050905	0.043240
red	0.056224	0.050607	0.071537	0.046663	0.051739	0.068292	0.056900	0.053126	0.060819	0.076024	0.054551	0.072470	0.075781	0.047666	0.067074	0.048548	0.041981
bridge	0.052129	0.055838	0.076192	0.063459	0.062039	0.058726	0.053970	0.057194	0.048191	0.081057	0.056635	0.070141	0.065355	0.052904	0.059589	0.047647	0.038933
.	0.042492	0.056333	0.075857	0.060096	0.067822	0.050589	0.055748	0.075366	0.041639	0.061091	0.082044	0.050630	0.067406	0.060266	0.058283	0.055443	0.038898
[SEP]	0.056376	0.055359	0.074876	0.058920	0.063230	0.058457	0.051833	0.048080	0.048779	0.071614	0.062442	0.071062	0.063531	0.055016	0.060258	0.048750	0.051417
