TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.049294	0.059562	0.106105	0.050309	0.060183	0.037630	0.063276	0.077048	0.045989	0.068822	0.077615	0.063315	0.036878	0.035575	0.043024	0.044469	0.080907
A	0.054424	0.047298	0.078065	0.053408	0.060383	0.036261	0.068876	0.063760	0.039039	0.087790	0.072564	0.078457	0.044455	0.035650	0.071545	0.058596	0.049429
boy	0.055911	0.064209	0.082195	0.047123	0.066443	0.045717	0.035650	0.060044	0.059832	0.068536	0.071638	0.049947	0.054642	0.058897	0.058568	0.052410	0.068237
is	0.066214	0.070905	0.072252	0.061458	0.065512	0.041374	0.072402	0.057337	0.054670	0.059890	0.055498	0.067750	0.037498	0.046933	0.072951	0.046819	0.050537
jumping	0.049182	0.072389	0.047461	0.046443	0.069934	0.039589	0.080438	0.052656	0.047619	0.086518	0.050182	0.062436	0.045869	0.062204	0.073573	0.067808	0.045700
on	0.043779	0.058099	0.061492	0.045360	0.060872	0.050170	0.079497	0.064675	0.045575	0.086892	0.084727	0.094455	0.036429	0.037249	0.058617	0.041340	0.050771
skate	0.059662	0.052024	0.083811	0.054460	0.056357	0.062041	0.083881	0.041461	0.049598	0.062489	0.055186	0.064033	0.041439	0.045354	0.072151	0.056834	0.059219
##board	0.057216	0.063294	0.061253	0.045980	0.068143	0.046838	0.064884	0.047725	0.052399	0.062970	0.058045	0.066197	0.045245	0.060867	0.084223	0.066204	0.048517
in	0.058143	0.062586	0.077714	0.048763	0.054127	0.048983	0.072249	0.051149	0.052329	0.079852	0.057462	0.060089	0.041805	0.043630	0.072834	0.063339	0.054944
the	0.079669	0.072528	0.090573	0.063298	0.050823	0.043027	0.062004	0.044004	0.053101	0.079731	0.048156	0.064860	0.036672	0.037756	0.061064	0.058203	0.054528
middle	0.049185	0.067484	0.060550	0.052265	0.057771	0.031343	0.071540	0.062465	0.053026	0.093307	0.064091	0.091346	0.034503	0.036972	0.057513	0.061150	0.055488
of	0.054050	0.063729	0.060831	0.056130	0.051856	0.066524	0.064065	0.053533	0.045280	0.076042	0.060786	0.077895	0.041895	0.053311	0.063849	0.054167	0.056056
a	0.041811	0.051452	0.076732	0.054272	0.060447	0.037648	0.076855	0.055844	0.045797	0.068447	0.069758	0.091249	0.040712	0.054764	0.074319	0.049478	0.050416
red	0.052722	0.055656	0.100471	0.050624	0.055968	0.049125	0.092265	0.063613	0.049271	0.059934	0.054446	0.071337	0.037425	0.039287	0.064990	0.041891	0.060976
bridge	0.042908	0.068778	0.076441	0.061022	0.047234	0.039889	0.088036	0.057265	0.058822	0.067839	0.059253	0.069948	0.042133	0.037502	0.061329	0.063825	0.057775
.	0.055464	0.055728	0.066444	0.060856	0.069753	0.046670	0.066380	0.054367	0.052900	0.075787	0.070062	0.070785	0.050503	0.047494	0.071964	0.039434	0.045409
[SEP]	0.042384	0.060060	0.056038	0.058036	0.074349	0.041975	0.089877	0.058973	0.055260	0.076550	0.044470	0.057399	0.054772	0.036199	0.076873	0.069430	0.047354
