TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.049942	0.076700	0.049908	0.056912	0.053617	0.058164	0.057641	0.059963	0.068266	0.071584	0.058297	0.054812	0.059267	0.056956	0.048421	0.049613	0.069937
A	0.058369	0.069274	0.037409	0.065973	0.041647	0.073677	0.064094	0.056261	0.053986	0.073875	0.057105	0.045120	0.071340	0.042260	0.051468	0.051395	0.086747
boy	0.064975	0.062326	0.044107	0.060094	0.047721	0.041941	0.060629	0.085668	0.058953	0.080263	0.055450	0.053412	0.058963	0.048919	0.057595	0.056538	0.062447
is	0.049898	0.059965	0.040572	0.062409	0.048171	0.047674	0.069281	0.053094	0.069208	0.068182	0.050534	0.049235	0.083976	0.045968	0.063001	0.044143	0.094688
jumping	0.063882	0.090382	0.041818	0.057180	0.046936	0.065355	0.053421	0.057930	0.053000	0.058772	0.062441	0.044953	0.070752	0.049824	0.063504	0.050599	0.069251
on	0.050806	0.070460	0.035660	0.079438	0.039725	0.050577	0.043766	0.056923	0.052865	0.096542	0.075238	0.041316	0.059881	0.049173	0.059531	0.051831	0.086269
skate	0.056312	0.054210	0.038747	0.068793	0.046756	0.068065	0.043494	0.060751	0.047307	0.073765	0.073879	0.044199	0.076291	0.056594	0.069192	0.052252	0.069393
##board	0.056003	0.062017	0.048628	0.067837	0.041328	0.045394	0.044625	0.060602	0.070577	0.078229	0.058530	0.045618	0.078247	0.056525	0.050409	0.049940	0.085490
in	0.045889	0.069071	0.043138	0.051462	0.057026	0.050572	0.074336	0.062367	0.067616	0.069117	0.068091	0.050298	0.064745	0.051820	0.064257	0.042941	0.067256
the	0.051268	0.059543	0.039837	0.063939	0.054620	0.051304	0.055306	0.062392	0.066002	0.071766	0.056504	0.063763	0.070727	0.061717	0.055613	0.056091	0.059608
middle	0.059560	0.076577	0.045795	0.053371	0.053926	0.058963	0.042264	0.050302	0.047065	0.079255	0.054696	0.055585	0.060223	0.057423	0.059245	0.060955	0.084794
of	0.055571	0.077370	0.035536	0.060705	0.035845	0.062618	0.047484	0.069575	0.044285	0.065616	0.054804	0.048883	0.092647	0.064067	0.065351	0.041166	0.078475
a	0.052904	0.069646	0.045534	0.052699	0.047959	0.054598	0.050027	0.076467	0.045400	0.070825	0.065392	0.047290	0.071350	0.060219	0.052077	0.054594	0.083018
red	0.053269	0.063901	0.041803	0.068530	0.051509	0.044491	0.046397	0.058724	0.053897	0.070977	0.065150	0.047462	0.070994	0.062030	0.066069	0.044134	0.090665
bridge	0.036696	0.067340	0.037129	0.073219	0.040408	0.055724	0.068504	0.071388	0.058311	0.080846	0.060797	0.049221	0.076312	0.053598	0.062142	0.039649	0.068714
.	0.047832	0.046438	0.049666	0.069287	0.063164	0.052145	0.057416	0.077023	0.053415	0.080793	0.043417	0.044560	0.065809	0.053024	0.047102	0.057540	0.091370
[SEP]	0.044133	0.062482	0.037731	0.060882	0.042816	0.057702	0.073808	0.056928	0.057976	0.088700	0.053103	0.054057	0.073266	0.065002	0.059262	0.050434	0.061719
