TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.062893	0.074446	0.060606	0.055440	0.065168	0.054620	0.051669	0.073515	0.048534	0.047662	0.054083	0.036137	0.051776	0.056552	0.076584	0.061511	0.068804
A	0.063143	0.068553	0.068955	0.060121	0.050379	0.043036	0.041271	0.080345	0.038782	0.052747	0.070043	0.047993	0.053446	0.061007	0.051150	0.079589	0.069439
boy	0.075675	0.053153	0.059622	0.059298	0.052899	0.048736	0.050862	0.074592	0.052952	0.053134	0.070635	0.041641	0.052799	0.067225	0.054762	0.063297	0.068718
is	0.062667	0.085753	0.075284	0.063653	0.043051	0.060456	0.042733	0.065017	0.050612	0.046869	0.059440	0.046095	0.060857	0.057082	0.048010	0.067131	0.065290
jumping	0.067008	0.082930	0.091956	0.053675	0.050796	0.054702	0.048565	0.070677	0.050865	0.047751	0.056740	0.036608	0.057747	0.058687	0.049946	0.056125	0.065222
on	0.043233	0.071607	0.071590	0.052052	0.069527	0.048859	0.058285	0.102391	0.040705	0.043313	0.074919	0.041296	0.058934	0.057258	0.049061	0.061096	0.055874
skate	0.079035	0.078573	0.076209	0.050534	0.059542	0.053129	0.052203	0.095001	0.055637	0.055843	0.044922	0.041129	0.067153	0.044889	0.044908	0.050401	0.050892
##board	0.054287	0.065283	0.069004	0.057760	0.074698	0.047161	0.055637	0.102715	0.052572	0.038572	0.061278	0.048218	0.052493	0.060423	0.055635	0.052277	0.051987
in	0.063305	0.060024	0.113324	0.040304	0.054538	0.056103	0.059739	0.082918	0.055681	0.047856	0.057483	0.045310	0.052134	0.056175	0.052092	0.044765	0.058249
the	0.065945	0.079911	0.085049	0.070407	0.061997	0.044805	0.047133	0.082129	0.036428	0.036889	0.064480	0.034454	0.060839	0.057386	0.065854	0.041450	0.064845
middle	0.071952	0.064715	0.072116	0.055724	0.058508	0.051323	0.042489	0.088069	0.042377	0.057113	0.059385	0.043373	0.063666	0.064759	0.053012	0.054232	0.057188
of	0.069536	0.084873	0.076187	0.063212	0.044932	0.059401	0.042590	0.079712	0.045499	0.050495	0.059546	0.040387	0.053601	0.056655	0.039976	0.065590	0.067809
a	0.060620	0.065882	0.071390	0.071948	0.074554	0.044801	0.048948	0.063579	0.034205	0.065651	0.067609	0.035923	0.050230	0.054347	0.052439	0.069222	0.068652
red	0.057063	0.085750	0.055579	0.048110	0.071160	0.050630	0.060426	0.069193	0.057569	0.044627	0.059691	0.040922	0.054511	0.052697	0.077435	0.057550	0.057087
bridge	0.061290	0.083210	0.071791	0.057703	0.068605	0.046923	0.056943	0.071130	0.041852	0.054717	0.054576	0.038470	0.063896	0.046220	0.065185	0.067065	0.050424
.	0.050780	0.089779	0.053078	0.051098	0.064380	0.050312	0.051238	0.069591	0.042224	0.036952	0.053200	0.041939	0.064536	0.088195	0.061941	0.055335	0.075423
[SEP]	0.056580	0.075707	0.084190	0.062089	0.086054	0.050098	0.045835	0.085287	0.037951	0.052117	0.062334	0.033324	0.055723	0.054779	0.042939	0.051153	0.063839
