TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.064120	0.060815	0.049859	0.074760	0.064271	0.048620	0.049554	0.071028	0.061522	0.064533	0.057888	0.089867	0.048423	0.040707	0.060163	0.038856	0.055013
A	0.057848	0.050432	0.055737	0.054893	0.053602	0.067780	0.076596	0.047945	0.063600	0.043857	0.063018	0.066927	0.074168	0.051629	0.059688	0.051969	0.060313
boy	0.048512	0.106168	0.057314	0.059691	0.044252	0.054769	0.053268	0.088997	0.083454	0.044074	0.050267	0.060530	0.062537	0.039758	0.042959	0.050624	0.052826
is	0.056928	0.055706	0.044872	0.061302	0.055210	0.068434	0.052120	0.060091	0.059493	0.042113	0.056662	0.112906	0.052550	0.044978	0.069064	0.051981	0.055591
jumping	0.048055	0.067599	0.063843	0.067687	0.059293	0.065857	0.065388	0.059872	0.062336	0.048159	0.084009	0.078220	0.040139	0.039138	0.048804	0.045571	0.056031
on	0.051516	0.084334	0.085506	0.064402	0.074526	0.053518	0.055789	0.061773	0.038658	0.055613	0.094116	0.062777	0.038436	0.037675	0.045132	0.039379	0.056851
skate	0.054025	0.096366	0.039404	0.076839	0.081419	0.057873	0.052504	0.057106	0.053809	0.047065	0.052702	0.097254	0.044948	0.032321	0.058982	0.043124	0.054258
##board	0.074491	0.080640	0.049113	0.068053	0.069340	0.052621	0.048866	0.070345	0.057758	0.049246	0.052928	0.066330	0.041645	0.043065	0.079591	0.048976	0.046993
in	0.051946	0.051363	0.067120	0.063131	0.066201	0.057037	0.044148	0.050859	0.071481	0.057025	0.070078	0.107779	0.037057	0.036688	0.079238	0.048853	0.039995
the	0.060135	0.078119	0.052695	0.063813	0.055075	0.073295	0.041541	0.067435	0.051066	0.052954	0.060257	0.079344	0.036494	0.047437	0.075464	0.046467	0.058410
middle	0.069361	0.074492	0.051504	0.060081	0.065877	0.076806	0.042865	0.058557	0.047362	0.055393	0.052196	0.066230	0.044794	0.037888	0.084187	0.048514	0.063894
of	0.059802	0.082367	0.064269	0.070244	0.049534	0.073784	0.053179	0.046907	0.054761	0.045806	0.060805	0.073251	0.044655	0.039979	0.062714	0.053639	0.064303
a	0.061542	0.068195	0.053912	0.074178	0.066623	0.070939	0.054041	0.060863	0.069047	0.051972	0.056415	0.079037	0.041621	0.038235	0.059063	0.043411	0.050907
red	0.054461	0.063100	0.078413	0.059770	0.062781	0.063704	0.042291	0.084961	0.054942	0.050026	0.081706	0.051966	0.040483	0.054922	0.068556	0.035481	0.052437
bridge	0.051545	0.074880	0.044477	0.064919	0.055866	0.121221	0.050568	0.047971	0.045048	0.054972	0.052320	0.091217	0.045841	0.034289	0.065669	0.040813	0.058382
.	0.045711	0.068695	0.065654	0.046987	0.042492	0.078698	0.044840	0.056216	0.054065	0.054865	0.061460	0.079690	0.051118	0.056080	0.082371	0.044349	0.066708
[SEP]	0.076798	0.051191	0.059514	0.051926	0.065280	0.066327	0.066059	0.061631	0.063153	0.046858	0.054391	0.063081	0.052679	0.043312	0.066145	0.057794	0.053859
