TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.054952	0.048088	0.068278	0.064684	0.054126	0.067004	0.042529	0.039124	0.072290	0.058004	0.039656	0.053455	0.064459	0.064321	0.064570	0.080984	0.063477
A	0.064819	0.061412	0.094118	0.078135	0.040548	0.056168	0.048936	0.033496	0.070365	0.047227	0.058248	0.044403	0.051341	0.045025	0.057505	0.076776	0.071477
boy	0.053083	0.043244	0.083845	0.056775	0.043515	0.046505	0.067183	0.066638	0.068895	0.051626	0.064639	0.053081	0.050549	0.064897	0.044763	0.069007	0.071756
is	0.050091	0.059523	0.081545	0.068555	0.047449	0.063404	0.061617	0.059915	0.064655	0.053697	0.040341	0.069289	0.047485	0.068995	0.059169	0.043282	0.060986
jumping	0.053201	0.069472	0.038579	0.076096	0.064749	0.068380	0.028961	0.053787	0.061443	0.055810	0.048204	0.098654	0.050428	0.058476	0.065688	0.038244	0.069831
on	0.081087	0.065847	0.079455	0.079365	0.043439	0.055511	0.047442	0.056343	0.056396	0.039449	0.061299	0.040135	0.046582	0.060688	0.068327	0.057711	0.060925
skate	0.056498	0.040263	0.070823	0.057143	0.053067	0.041903	0.066127	0.057489	0.071957	0.044114	0.048951	0.049616	0.065302	0.065227	0.050211	0.064018	0.097291
##board	0.052828	0.054422	0.058830	0.060135	0.046413	0.042323	0.063248	0.064133	0.061306	0.050455	0.045157	0.056093	0.070947	0.084585	0.045709	0.062379	0.081037
in	0.054643	0.058662	0.096824	0.044191	0.043970	0.046478	0.055039	0.044621	0.055628	0.055844	0.050622	0.069967	0.099369	0.054484	0.039903	0.083427	0.046327
the	0.056829	0.063798	0.052833	0.076614	0.042075	0.075638	0.056880	0.046874	0.065111	0.062968	0.047817	0.060961	0.056378	0.059586	0.043376	0.070750	0.061513
middle	0.063192	0.063904	0.070532	0.070078	0.056515	0.053910	0.042371	0.036290	0.071295	0.044810	0.058570	0.070495	0.062078	0.053488	0.068524	0.069509	0.044441
of	0.069103	0.083851	0.071539	0.043586	0.064238	0.054384	0.043280	0.033145	0.044288	0.065519	0.049724	0.054083	0.051857	0.050762	0.078794	0.059635	0.082212
a	0.035790	0.089313	0.063670	0.069880	0.039682	0.064079	0.045399	0.047875	0.056730	0.053417	0.060173	0.058261	0.064953	0.052796	0.062745	0.056535	0.078703
red	0.058483	0.060477	0.078373	0.049260	0.049354	0.055533	0.050359	0.036645	0.040113	0.072915	0.051371	0.049182	0.065968	0.045324	0.049952	0.086103	0.100588
bridge	0.043281	0.064857	0.065460	0.062679	0.059278	0.060666	0.074571	0.040458	0.075760	0.040057	0.047089	0.059046	0.068085	0.063710	0.060814	0.047625	0.066566
.	0.053603	0.079449	0.088609	0.066535	0.069069	0.041598	0.058894	0.045570	0.085658	0.055329	0.045870	0.049564	0.052262	0.049012	0.050816	0.057497	0.050667
[SEP]	0.067978	0.055152	0.063627	0.112200	0.045432	0.056070	0.048793	0.060006	0.073782	0.048619	0.043825	0.051288	0.040030	0.060387	0.059623	0.073419	0.039769
