TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.064252	0.054144	0.070471	0.094090	0.068543	0.049794	0.051141	0.077919	0.049064	0.057487	0.052694	0.035787	0.080128	0.052932	0.046894	0.039260	0.055400
A	0.053552	0.057135	0.055254	0.069916	0.074446	0.052046	0.046082	0.068607	0.049584	0.069905	0.055555	0.053247	0.070991	0.063659	0.045981	0.047058	0.066983
boy	0.050829	0.048005	0.070821	0.053101	0.067587	0.040683	0.047945	0.069940	0.074203	0.059746	0.075533	0.051840	0.081896	0.047851	0.046023	0.066139	0.047857
is	0.038707	0.046880	0.062266	0.071009	0.084782	0.041231	0.045098	0.072904	0.059833	0.069586	0.065049	0.057578	0.066979	0.066124	0.046083	0.051859	0.054032
jumping	0.038136	0.046546	0.087459	0.065934	0.082138	0.043135	0.067983	0.060815	0.049284	0.081512	0.052157	0.036860	0.070777	0.059767	0.046862	0.050111	0.060525
on	0.057590	0.066234	0.070021	0.065947	0.074600	0.059539	0.053253	0.059462	0.051104	0.063606	0.069106	0.044277	0.049364	0.051114	0.049991	0.057127	0.057666
skate	0.051957	0.054817	0.062359	0.071583	0.081547	0.065899	0.063021	0.049498	0.051760	0.066891	0.065692	0.043833	0.047489	0.064372	0.048551	0.043930	0.066800
##board	0.040813	0.067008	0.079331	0.056937	0.074386	0.053845	0.060975	0.050915	0.052863	0.082740	0.054281	0.048917	0.068992	0.058785	0.047125	0.044213	0.057872
in	0.036117	0.058148	0.097817	0.051281	0.073193	0.044426	0.044488	0.070582	0.055584	0.070206	0.075581	0.043509	0.099654	0.053838	0.038826	0.039560	0.047190
the	0.046574	0.058542	0.066900	0.044721	0.078719	0.048449	0.078826	0.058135	0.069956	0.062710	0.057480	0.057631	0.060865	0.044048	0.042999	0.061226	0.062219
middle	0.047480	0.056627	0.072353	0.056544	0.070231	0.042048	0.063262	0.056479	0.068519	0.073760	0.055830	0.052167	0.057693	0.049929	0.042599	0.079709	0.054768
of	0.053184	0.058048	0.077775	0.063783	0.064745	0.049072	0.055614	0.063608	0.063787	0.059836	0.064140	0.041717	0.072229	0.055282	0.057834	0.039843	0.059504
a	0.047432	0.053221	0.080176	0.088882	0.067455	0.044033	0.056719	0.049267	0.057409	0.066302	0.075664	0.041289	0.055841	0.052796	0.066620	0.051339	0.045554
red	0.065286	0.069674	0.062794	0.073433	0.056022	0.044289	0.064341	0.069304	0.058870	0.053434	0.050574	0.042465	0.086075	0.051549	0.036428	0.049005	0.066457
bridge	0.053505	0.060866	0.058544	0.045407	0.073065	0.050230	0.053041	0.053455	0.064352	0.062684	0.082843	0.052002	0.070106	0.053580	0.055993	0.046262	0.064066
.	0.060995	0.040207	0.067695	0.053963	0.086427	0.053029	0.065069	0.055041	0.070013	0.056356	0.058427	0.044556	0.070767	0.044549	0.041049	0.065994	0.065866
[SEP]	0.046762	0.047417	0.082250	0.051384	0.077175	0.054779	0.060693	0.061700	0.049576	0.070689	0.065057	0.047703	0.075561	0.057353	0.043283	0.060394	0.048224
