TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.052848	0.058265	0.049879	0.063532	0.069706	0.043740	0.046618	0.062427	0.035603	0.083548	0.062963	0.035541	0.086027	0.065285	0.067923	0.059014	0.057080
A	0.034699	0.070859	0.042299	0.045980	0.093054	0.040553	0.079594	0.056937	0.063645	0.074313	0.034853	0.047295	0.100068	0.037107	0.084858	0.034865	0.059020
boy	0.052398	0.070356	0.064834	0.064970	0.060453	0.044858	0.046958	0.066501	0.053511	0.087040	0.047565	0.053879	0.072421	0.047887	0.041464	0.059024	0.065881
is	0.054439	0.040963	0.068851	0.092680	0.052389	0.035683	0.043019	0.048116	0.053477	0.079968	0.057899	0.055255	0.059155	0.036254	0.081380	0.081724	0.058748
jumping	0.057060	0.068112	0.042097	0.069075	0.067555	0.038507	0.060894	0.049587	0.059384	0.071447	0.054755	0.038094	0.093164	0.041494	0.073210	0.068040	0.047527
on	0.058887	0.049600	0.060429	0.077794	0.042769	0.046289	0.043668	0.063526	0.063719	0.045102	0.046725	0.057243	0.065086	0.043342	0.092809	0.085711	0.057303
skate	0.057707	0.058139	0.055333	0.071609	0.059530	0.046105	0.049417	0.049123	0.067547	0.066904	0.055208	0.045944	0.076140	0.041371	0.081830	0.077746	0.040348
##board	0.051378	0.057175	0.044219	0.070218	0.048028	0.054184	0.051159	0.052168	0.049610	0.084779	0.040008	0.051105	0.066410	0.033711	0.104424	0.074009	0.067416
in	0.062079	0.055033	0.047888	0.077810	0.057347	0.038038	0.039849	0.046438	0.086225	0.075815	0.053760	0.040182	0.075179	0.044952	0.069211	0.074037	0.056156
the	0.043372	0.038665	0.079249	0.100115	0.053275	0.043254	0.054239	0.045656	0.056005	0.073138	0.048677	0.065490	0.057441	0.042530	0.087410	0.071880	0.039604
middle	0.049349	0.057937	0.046957	0.083285	0.062215	0.033640	0.070497	0.076223	0.037762	0.058513	0.051664	0.031328	0.084707	0.036123	0.099336	0.058944	0.061520
of	0.059843	0.054185	0.051715	0.076711	0.043929	0.035546	0.060739	0.050979	0.052686	0.058751	0.084625	0.048292	0.066062	0.054290	0.063766	0.085329	0.052552
a	0.052573	0.050494	0.066883	0.087245	0.054133	0.050311	0.063782	0.054618	0.052436	0.082582	0.063759	0.052077	0.061999	0.055658	0.071486	0.045398	0.034566
red	0.060550	0.041104	0.070943	0.072308	0.058716	0.032154	0.051407	0.063457	0.061671	0.077604	0.049079	0.043321	0.074454	0.044903	0.074405	0.063724	0.060200
bridge	0.048755	0.059125	0.052421	0.073670	0.048576	0.051016	0.058756	0.053363	0.050071	0.060096	0.063161	0.046433	0.085079	0.044666	0.086459	0.067936	0.050416
.	0.070139	0.044331	0.054332	0.072095	0.042249	0.037475	0.044661	0.039926	0.062212	0.092174	0.043302	0.072696	0.077272	0.060288	0.051713	0.088373	0.046762
[SEP]	0.065508	0.066070	0.046668	0.070053	0.059905	0.038359	0.061017	0.051513	0.034307	0.085514	0.048698	0.028631	0.105816	0.042383	0.092082	0.064860	0.038617
