TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.039487	0.084744	0.042977	0.051423	0.045289	0.078295	0.061302	0.068018	0.061081	0.074317	0.048824	0.055005	0.057738	0.061385	0.059723	0.037624	0.072768
A	0.054190	0.080369	0.043469	0.049656	0.066166	0.060160	0.038584	0.047504	0.056463	0.073275	0.065555	0.070418	0.063891	0.057043	0.061112	0.056912	0.055235
boy	0.069615	0.074000	0.048105	0.041742	0.053060	0.097553	0.081850	0.046523	0.067363	0.058505	0.049022	0.083987	0.044786	0.052884	0.043771	0.033730	0.053503
is	0.057258	0.080753	0.042235	0.038425	0.066602	0.060237	0.047738	0.052295	0.060561	0.074753	0.051170	0.092680	0.059346	0.053839	0.059026	0.041739	0.061344
jumping	0.053351	0.064743	0.048643	0.053874	0.063827	0.092959	0.060646	0.043901	0.057760	0.083468	0.047963	0.049465	0.043456	0.052705	0.073087	0.036028	0.074124
on	0.047616	0.084422	0.034065	0.036737	0.056493	0.067420	0.066785	0.051132	0.068737	0.068663	0.055506	0.076712	0.059890	0.042875	0.062843	0.039605	0.080498
skate	0.048269	0.074737	0.040942	0.040814	0.050814	0.068668	0.064568	0.051254	0.054927	0.096061	0.040739	0.070173	0.051230	0.056062	0.057496	0.056311	0.076937
##board	0.068095	0.086637	0.044794	0.037329	0.067492	0.072233	0.049523	0.041593	0.058766	0.076307	0.050773	0.072858	0.052193	0.049738	0.079623	0.035328	0.056718
in	0.050903	0.075190	0.064493	0.049167	0.055865	0.064526	0.083666	0.052656	0.059148	0.072392	0.058616	0.044995	0.048986	0.042711	0.076443	0.043179	0.057062
the	0.046978	0.062695	0.064687	0.051648	0.044089	0.058583	0.068266	0.055006	0.065458	0.071615	0.062322	0.062086	0.039481	0.069141	0.073076	0.047977	0.056892
middle	0.072882	0.091621	0.049385	0.041380	0.068472	0.070109	0.046927	0.052518	0.060772	0.097715	0.040211	0.068500	0.076489	0.048668	0.047140	0.028741	0.038468
of	0.067818	0.069651	0.044420	0.044207	0.045539	0.056258	0.054911	0.047989	0.061762	0.069040	0.073416	0.052616	0.045995	0.059815	0.086008	0.042882	0.077673
a	0.036652	0.080621	0.046815	0.036820	0.067458	0.078435	0.088816	0.057946	0.061522	0.057269	0.050621	0.064428	0.047938	0.070452	0.042784	0.048155	0.063269
red	0.063531	0.060437	0.050298	0.038582	0.075154	0.077229	0.053576	0.057068	0.064167	0.072396	0.052973	0.055323	0.038982	0.071423	0.060226	0.035138	0.073498
bridge	0.060520	0.075111	0.061122	0.043882	0.042921	0.054989	0.057075	0.046491	0.057683	0.091889	0.045440	0.081410	0.039751	0.059754	0.062553	0.052209	0.067200
.	0.057517	0.066533	0.040595	0.035075	0.046813	0.047239	0.048251	0.071453	0.064231	0.077727	0.065320	0.078220	0.065085	0.062127	0.070141	0.042046	0.061628
[SEP]	0.054449	0.071785	0.043517	0.047276	0.071210	0.061567	0.060683	0.070453	0.061495	0.074963	0.046254	0.065923	0.044343	0.054914	0.058370	0.057724	0.055075
