TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.067346	0.039690	0.058364	0.059042	0.069224	0.055964	0.057964	0.057786	0.061772	0.055818	0.058507	0.057896	0.068303	0.048529	0.040567	0.075520	0.067708
A	0.051281	0.062034	0.054796	0.074780	0.063731	0.059759	0.058023	0.068605	0.049226	0.064009	0.084411	0.060075	0.055727	0.045167	0.052162	0.042715	0.053498
boy	0.059593	0.051414	0.062517	0.057897	0.071490	0.077911	0.041911	0.082092	0.046320	0.045255	0.080860	0.040833	0.057559	0.041646	0.051056	0.075041	0.056607
is	0.054482	0.055448	0.048907	0.067321	0.059184	0.075159	0.048531	0.081928	0.046875	0.052386	0.070600	0.063454	0.073632	0.041946	0.064129	0.048597	0.047420
jumping	0.060815	0.050048	0.056705	0.061971	0.053654	0.060896	0.068263	0.061910	0.072495	0.056403	0.070509	0.049148	0.053173	0.043454	0.065164	0.054347	0.061046
on	0.062107	0.054229	0.048604	0.070017	0.075545	0.061651	0.060926	0.055871	0.059539	0.050029	0.073263	0.051396	0.045311	0.050207	0.044135	0.059929	0.077242
skate	0.061294	0.053296	0.066380	0.065617	0.064089	0.054216	0.051548	0.077238	0.063720	0.052369	0.053925	0.047978	0.066598	0.038808	0.052045	0.060052	0.070825
##board	0.056537	0.051459	0.061930	0.060907	0.077105	0.072152	0.055022	0.060185	0.060943	0.050837	0.061540	0.058217	0.047489	0.037667	0.049925	0.064181	0.073905
in	0.069036	0.051546	0.059426	0.055731	0.065663	0.058047	0.060513	0.070179	0.044716	0.050758	0.062575	0.051292	0.059867	0.056980	0.061195	0.062020	0.060456
the	0.045609	0.065182	0.051991	0.067670	0.059867	0.061424	0.048400	0.069143	0.051828	0.062932	0.062646	0.049613	0.064934	0.057719	0.052755	0.057130	0.071156
middle	0.050193	0.056754	0.045907	0.062675	0.084134	0.059289	0.062637	0.066508	0.043471	0.056168	0.079627	0.056495	0.047238	0.047101	0.050859	0.063813	0.067133
of	0.062326	0.050505	0.066994	0.057160	0.077767	0.061182	0.055302	0.061265	0.068192	0.058377	0.057046	0.048966	0.055808	0.042851	0.064167	0.054478	0.057613
a	0.052587	0.068117	0.085217	0.063153	0.043438	0.058854	0.075673	0.058980	0.048835	0.063141	0.070864	0.044734	0.056682	0.037323	0.057295	0.064054	0.051053
red	0.055956	0.058905	0.055937	0.061091	0.073489	0.066865	0.044958	0.078648	0.045715	0.055541	0.065762	0.052202	0.059470	0.044469	0.063737	0.072261	0.044994
bridge	0.065876	0.048108	0.065662	0.062767	0.044678	0.058082	0.076554	0.066621	0.057575	0.055295	0.069718	0.061871	0.050791	0.047987	0.054302	0.059186	0.054928
.	0.049154	0.061979	0.059635	0.061237	0.070195	0.062183	0.045712	0.086506	0.047066	0.055227	0.067661	0.055765	0.064647	0.054232	0.054594	0.058262	0.045945
[SEP]	0.052116	0.060183	0.057802	0.073021	0.057874	0.049842	0.065194	0.054206	0.069089	0.064469	0.064016	0.057729	0.053716	0.051948	0.050577	0.046910	0.071309
