TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.065165	0.059128	0.040021	0.071843	0.058170	0.050640	0.061283	0.058762	0.075598	0.058942	0.040788	0.057685	0.087390	0.063725	0.056571	0.056681	0.037608
A	0.055999	0.058792	0.037627	0.076158	0.065172	0.042053	0.069511	0.052504	0.095171	0.075357	0.035378	0.055213	0.058246	0.063432	0.044236	0.049334	0.065817
boy	0.042683	0.072490	0.043481	0.086609	0.068545	0.043903	0.081212	0.043621	0.068651	0.069701	0.037413	0.060856	0.075168	0.050914	0.046267	0.047121	0.061365
is	0.048643	0.065224	0.047850	0.068530	0.057905	0.060657	0.066050	0.049353	0.059811	0.069678	0.045377	0.076985	0.062299	0.059510	0.060131	0.055305	0.046690
jumping	0.059782	0.053047	0.040781	0.060833	0.065963	0.046583	0.057395	0.062576	0.058877	0.065888	0.045812	0.075413	0.053283	0.052460	0.082389	0.072115	0.046804
on	0.069364	0.047250	0.055476	0.074591	0.068976	0.037803	0.073863	0.058448	0.053626	0.063925	0.046102	0.049207	0.063832	0.067560	0.059062	0.068723	0.042192
skate	0.087193	0.045175	0.054709	0.064553	0.057378	0.046601	0.053713	0.052023	0.067009	0.067564	0.040565	0.043679	0.058494	0.083154	0.054457	0.082615	0.041118
##board	0.071116	0.052294	0.061482	0.074876	0.054947	0.044419	0.061816	0.040073	0.077605	0.067081	0.041254	0.069561	0.052510	0.062059	0.070587	0.059260	0.039061
in	0.057949	0.060558	0.053119	0.062045	0.066791	0.050106	0.046838	0.050199	0.098148	0.057215	0.035111	0.057123	0.055577	0.063678	0.074556	0.078710	0.032277
the	0.060091	0.047309	0.037200	0.066587	0.060935	0.037979	0.067821	0.047611	0.093648	0.079014	0.038814	0.074532	0.044551	0.056120	0.056717	0.073994	0.057075
middle	0.063965	0.037086	0.048790	0.077801	0.048920	0.039685	0.061298	0.053938	0.071469	0.075666	0.045962	0.058696	0.059688	0.077556	0.068488	0.053732	0.057262
of	0.071860	0.048657	0.059075	0.064776	0.057654	0.041020	0.058167	0.077942	0.075903	0.062977	0.052284	0.055683	0.045481	0.056886	0.074973	0.050260	0.046402
a	0.077334	0.033617	0.047094	0.050806	0.058400	0.058610	0.064133	0.065821	0.072555	0.056101	0.041709	0.063663	0.052541	0.053998	0.078937	0.075134	0.049548
red	0.070169	0.058773	0.053706	0.073558	0.056853	0.043779	0.056581	0.045402	0.056437	0.073481	0.044424	0.060158	0.069927	0.064878	0.067434	0.070094	0.034347
bridge	0.064475	0.063515	0.041768	0.075684	0.067062	0.041612	0.066453	0.042350	0.095753	0.067315	0.034403	0.046079	0.062040	0.064250	0.061289	0.062106	0.043845
.	0.050513	0.086130	0.043749	0.069770	0.073800	0.047004	0.067419	0.035271	0.078249	0.075747	0.029611	0.059635	0.052507	0.065251	0.051626	0.068269	0.045448
[SEP]	0.065302	0.060923	0.046619	0.072618	0.050518	0.047767	0.058629	0.059791	0.083827	0.052501	0.038097	0.065246	0.060015	0.051892	0.082581	0.068138	0.035537
