TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.051136	0.066038	0.077052	0.073672	0.056810	0.058814	0.051064	0.063356	0.083362	0.057538	0.039901	0.074780	0.048182	0.037132	0.048643	0.040450	0.072072
A	0.043195	0.056381	0.049198	0.047903	0.060804	0.074095	0.055564	0.057698	0.058917	0.039630	0.046107	0.084631	0.068295	0.052183	0.047808	0.061868	0.095723
boy	0.046995	0.059873	0.052148	0.066185	0.057862	0.056114	0.060742	0.069959	0.062144	0.052967	0.055404	0.096522	0.056311	0.041047	0.057844	0.040814	0.067070
is	0.049089	0.064083	0.040995	0.062939	0.058719	0.080978	0.054746	0.051474	0.062992	0.040108	0.057131	0.082413	0.058153	0.058547	0.052853	0.044955	0.079826
jumping	0.045890	0.069509	0.059309	0.059117	0.089450	0.061978	0.048545	0.054477	0.042535	0.040480	0.055137	0.086527	0.049252	0.063724	0.067528	0.048722	0.057821
on	0.066102	0.045472	0.054902	0.055178	0.057615	0.046767	0.087787	0.071116	0.065011	0.053539	0.049290	0.080209	0.046802	0.052126	0.056115	0.040152	0.071818
skate	0.055547	0.040592	0.072355	0.056984	0.084036	0.055056	0.061429	0.073411	0.050695	0.045124	0.046567	0.056534	0.055500	0.064017	0.072944	0.050652	0.058557
##board	0.052550	0.048106	0.063512	0.063394	0.058273	0.047660	0.044750	0.085652	0.066112	0.045411	0.059589	0.086857	0.056116	0.061555	0.058185	0.043027	0.059253
in	0.045331	0.057117	0.059932	0.075090	0.057460	0.046550	0.048894	0.075321	0.052201	0.055015	0.053986	0.087426	0.055169	0.061606	0.060357	0.046525	0.062020
the	0.068678	0.056414	0.052802	0.063821	0.051437	0.068005	0.042051	0.058978	0.072902	0.047778	0.040580	0.086718	0.060337	0.035899	0.063972	0.043156	0.086469
middle	0.054279	0.053376	0.043185	0.058079	0.060263	0.063439	0.047217	0.065465	0.072058	0.055784	0.051601	0.087453	0.049504	0.059466	0.048110	0.050814	0.079906
of	0.058906	0.062969	0.034339	0.067087	0.055780	0.086718	0.067302	0.043360	0.053916	0.054432	0.061327	0.085615	0.072408	0.041866	0.049562	0.040045	0.064370
a	0.039649	0.047657	0.047414	0.062374	0.060614	0.078265	0.044635	0.069216	0.062228	0.039950	0.042489	0.093841	0.074058	0.050859	0.050843	0.051446	0.084463
red	0.037986	0.056404	0.041848	0.073898	0.058141	0.065107	0.045829	0.045825	0.060790	0.050642	0.053278	0.120128	0.064972	0.052352	0.043978	0.052478	0.076345
bridge	0.057406	0.069154	0.035823	0.055143	0.049213	0.066456	0.044648	0.049949	0.073492	0.051730	0.063000	0.105146	0.050344	0.051994	0.049766	0.043089	0.083645
.	0.052887	0.062378	0.050423	0.060974	0.050388	0.062331	0.051180	0.079861	0.042157	0.054936	0.037521	0.090960	0.053858	0.059281	0.075089	0.038189	0.077587
[SEP]	0.081611	0.048054	0.072148	0.055603	0.059222	0.061593	0.059474	0.069491	0.049576	0.044150	0.050123	0.094326	0.037228	0.065935	0.055877	0.040770	0.054819
