TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.080649	0.060801	0.059871	0.050029	0.034631	0.053316	0.038950	0.068340	0.050965	0.070347	0.075409	0.035171	0.093445	0.084616	0.054582	0.047738	0.041141
A	0.058732	0.054802	0.050637	0.055476	0.068480	0.054781	0.056814	0.076173	0.062594	0.078142	0.058977	0.046097	0.065407	0.064403	0.035781	0.054229	0.058476
boy	0.045228	0.069996	0.033281	0.064255	0.068851	0.056429	0.064830	0.072436	0.050419	0.050516	0.069858	0.064280	0.075814	0.067602	0.038986	0.062252	0.044966
is	0.044605	0.058670	0.056797	0.046843	0.047749	0.058924	0.031896	0.082202	0.047088	0.047391	0.080698	0.065001	0.069855	0.086273	0.048825	0.080048	0.047134
jumping	0.072434	0.052505	0.050679	0.048474	0.102122	0.075320	0.051486	0.072565	0.045651	0.046572	0.053337	0.061790	0.067139	0.068831	0.036604	0.037106	0.057384
on	0.070228	0.053875	0.036491	0.093285	0.064411	0.054412	0.044287	0.057396	0.056622	0.040598	0.040212	0.060708	0.086595	0.064562	0.032827	0.085362	0.058127
skate	0.061081	0.048464	0.049649	0.080073	0.042475	0.057651	0.049813	0.079837	0.060522	0.056205	0.066409	0.049926	0.065723	0.076816	0.060867	0.055875	0.038615
##board	0.049012	0.051452	0.059137	0.071833	0.052012	0.051719	0.035292	0.098133	0.065428	0.050654	0.065163	0.045929	0.072659	0.085657	0.059670	0.043697	0.042553
in	0.056746	0.035895	0.057475	0.088426	0.058394	0.050319	0.029135	0.073756	0.048942	0.045049	0.070038	0.040757	0.078433	0.100959	0.060281	0.054898	0.050497
the	0.067267	0.060837	0.050094	0.056543	0.062880	0.060873	0.034165	0.067692	0.047988	0.052018	0.057174	0.071114	0.081586	0.073093	0.042886	0.076486	0.037305
middle	0.053553	0.056806	0.054730	0.086222	0.039905	0.065550	0.044543	0.068400	0.044354	0.050983	0.055631	0.051842	0.073999	0.070900	0.077973	0.066706	0.037905
of	0.075399	0.046197	0.055831	0.059002	0.079538	0.069005	0.040086	0.070326	0.070124	0.047490	0.048062	0.054828	0.070145	0.070939	0.032276	0.050987	0.059766
a	0.050620	0.056064	0.045026	0.056528	0.054113	0.055868	0.045791	0.102384	0.069691	0.056331	0.059012	0.059418	0.092062	0.068174	0.039114	0.056552	0.033251
red	0.066367	0.042667	0.047950	0.064763	0.072767	0.050012	0.042593	0.068739	0.063106	0.043812	0.059454	0.047073	0.086659	0.083549	0.039996	0.058071	0.062423
bridge	0.061272	0.040357	0.043597	0.051095	0.075499	0.049506	0.068766	0.068020	0.065642	0.054865	0.063256	0.062568	0.083719	0.062261	0.049655	0.057677	0.042246
.	0.065251	0.042489	0.038585	0.067271	0.071788	0.050800	0.055400	0.059866	0.081484	0.049105	0.055820	0.053163	0.081599	0.076954	0.040645	0.065006	0.044774
[SEP]	0.072595	0.052697	0.062373	0.056983	0.059392	0.048537	0.047346	0.083777	0.053583	0.050786	0.062187	0.074331	0.061512	0.068314	0.057871	0.033705	0.054012
