TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.050823	0.058770	0.052135	0.054188	0.057514	0.060307	0.060863	0.053767	0.050567	0.056633	0.066391	0.074123	0.062609	0.043702	0.059974	0.065087	0.072547
A	0.044755	0.054025	0.046047	0.054932	0.064347	0.059357	0.051402	0.054379	0.059475	0.056596	0.065050	0.081535	0.077997	0.051210	0.043976	0.053342	0.081576
boy	0.059249	0.059457	0.058710	0.057850	0.057572	0.052080	0.054394	0.059742	0.052530	0.069038	0.068843	0.077336	0.060295	0.054732	0.044765	0.052650	0.060756
is	0.058516	0.046605	0.050963	0.079982	0.056911	0.046197	0.050079	0.054472	0.054939	0.055928	0.058875	0.059803	0.057673	0.046633	0.066405	0.063131	0.092887
jumping	0.048558	0.058679	0.064290	0.073197	0.068047	0.029279	0.047680	0.057820	0.047380	0.051861	0.050901	0.072638	0.069226	0.054992	0.053742	0.077163	0.074547
on	0.054749	0.057205	0.049694	0.056735	0.067191	0.059843	0.059848	0.051783	0.061883	0.062972	0.076264	0.080667	0.063483	0.052653	0.036681	0.049221	0.059126
skate	0.055715	0.052058	0.056963	0.076250	0.058428	0.038712	0.048333	0.060796	0.060592	0.058403	0.059446	0.068078	0.061264	0.059041	0.052768	0.052145	0.081009
##board	0.062129	0.050587	0.056213	0.072455	0.052208	0.051867	0.053073	0.056151	0.056159	0.068427	0.065459	0.074186	0.051999	0.047195	0.052065	0.057250	0.072577
in	0.062681	0.050882	0.054505	0.059870	0.053943	0.047838	0.045696	0.051445	0.058382	0.055623	0.061305	0.074046	0.062779	0.052640	0.063495	0.071970	0.072898
the	0.050037	0.059257	0.052453	0.067137	0.087670	0.042385	0.047916	0.049645	0.068523	0.051755	0.062876	0.054693	0.065247	0.043973	0.041365	0.059072	0.095998
middle	0.061221	0.058531	0.046512	0.063261	0.074801	0.051917	0.062143	0.060012	0.062821	0.056378	0.072492	0.066146	0.051165	0.051270	0.042675	0.054605	0.064050
of	0.071459	0.056784	0.060240	0.056275	0.077439	0.057931	0.053213	0.039613	0.060587	0.053133	0.048741	0.063165	0.068474	0.053220	0.050441	0.058617	0.070669
a	0.048787	0.055998	0.043358	0.078073	0.073042	0.041655	0.054087	0.052722	0.065152	0.048015	0.079536	0.045533	0.045037	0.048480	0.047182	0.081704	0.091638
red	0.061259	0.050339	0.055291	0.060767	0.060289	0.056973	0.052949	0.055621	0.071791	0.050749	0.069713	0.056770	0.055875	0.043698	0.052374	0.075406	0.070136
bridge	0.044985	0.059370	0.047290	0.074875	0.068833	0.044001	0.055753	0.044447	0.063881	0.050224	0.052755	0.064693	0.072735	0.048108	0.049930	0.071831	0.086288
.	0.058458	0.051311	0.051182	0.059232	0.068627	0.052926	0.047441	0.051490	0.057556	0.059875	0.067645	0.076169	0.061488	0.059256	0.052773	0.054192	0.070378
[SEP]	0.053318	0.054981	0.057809	0.084347	0.057699	0.042152	0.043867	0.054203	0.059284	0.050272	0.057460	0.060679	0.054104	0.053959	0.056953	0.075464	0.083449
